"","X1","BMY","CBZ","long_distance","Fx","Fy","MI_X","MI_Y"
"46",2009-03-10,0.84715242881072,0.72480181200453,"CBZ",0.987012987012987,0.878787878787879,0.984860259953232,0.44195032929789
"47",2009-03-11,0.815745393634841,0.716874292185731,"CBZ",0.0562770562770563,0.29004329004329,0.0421589097451265,0.608100744686231
"48",2009-03-12,0.870184254606365,0.749716874292186,"CBZ",0.987012987012987,0.965367965367965,0.938246900890408,0.688345792263596
"49",2009-03-13,0.877303182579565,0.758776896942242,"CBZ",0.718614718614719,0.766233766233766,0.616137312492564,0.720342116410663
"50",2009-03-16,0.85929648241206,0.742921857304643,"CBZ",0.12987012987013,0.155844155844156,0.214613749722286,0.291307013861913
"51",2009-03-17,0.881909547738693,0.753114382785957,"CBZ",0.87012987012987,0.779220779220779,0.835492040368873,0.59950928554069
"52",2009-03-18,0.886934673366834,0.77916194790487,"CBZ",0.666666666666667,0.935064935064935,0.363792330294419,0.955530454195034
"53",2009-03-19,0.872278056951424,0.77123442808607,"CBZ",0.207792207792208,0.303030303030303,0.229721170100981,0.436768950761622
"54",2009-03-20,0.858040201005025,0.775764439411099,"CBZ",0.207792207792208,0.675324675324675,0.112137890564169,0.825114275399698
"55",2009-03-23,0.888609715242881,0.814269535673839,"CBZ",0.913419913419913,0.96969696969697,0.626277230343975,0.9338689388046
"56",2009-03-24,0.871859296482412,0.792751981879955,"CBZ",0.142857142857143,0.103896103896104,0.304224549998808,0.178709421829734
"57",2009-03-25,0.881909547738693,0.793884484711212,"CBZ",0.753246753246753,0.571428571428571,0.781418403616086,0.432899895867598
"58",2009-03-26,0.883165829145729,0.814269535673839,"CBZ",0.567099567099567,0.878787878787879,0.332688908614031,0.91870526646972
"59",2009-03-27,0.865159128978224,0.79841449603624,"CBZ",0.134199134199134,0.173160173160173,0.20635986834367,0.316455498933444
"60",2009-03-30,0.880234505862647,0.789354473386183,"CBZ",0.813852813852814,0.277056277056277,0.909473111234652,0.136710041337111
"61",2009-03-31,0.917922948073702,0.789354473386183,"CBZ",0.939393939393939,0.523809523809524,0.971551915822713,0.247859827983295
"62",2009-04-01,0.92001675041876,0.800679501698754,"CBZ",0.584415584415584,0.779220779220779,0.429608139390022,0.807051812211628
"63",2009-04-02,0.89321608040201,0.824462061155153,"CBZ",0.0779220779220779,0.904761904761905,0.0317398385611354,0.959587388052735
"64",2009-04-03,0.84463986599665,0.830124575311438,"CBZ",0.012987012987013,0.696969696969697,0.00313922066821453,0.871559511245687
"65",2009-04-06,0.858877721943049,0.813137032842582,"CBZ",0.800865800865801,0.164502164502165,0.912228771871788,0.0712267008522091
"66",2009-04-07,0.849664991624791,0.805209513023783,"CBZ",0.303030303030303,0.311688311688312,0.356263697750063,0.374061311748155
"67",2009-04-08,0.854690117252931,0.812004530011325,"CBZ",0.670995670995671,0.727272727272727,0.580399978783209,0.696442877294141
"68",2009-04-09,0.845058626465662,0.834654586636467,"CBZ",0.29004329004329,0.887445887445887,0.131547703698575,0.952647432073289
"69",2009-04-13,0.843383584589615,0.810872027180068,"CBZ",0.471861471861472,0.0909090909090909,0.724777270665905,0.0501622177618859
"70",2009-04-14,0.830820770519263,0.792751981879955,"CBZ",0.220779220779221,0.147186147186147,0.378756742842553,0.191517447010334
"71",2009-04-15,0.850921273031826,0.827859569648924,"CBZ",0.861471861471861,0.956709956709957,0.564867552852104,0.935985092345254
"72",2009-04-16,0.852177554438861,0.847112117780294,"CBZ",0.571428571428571,0.865800865800866,0.347643046621905,0.90545514262999
"73",2009-04-17,0.865577889447236,0.832389580973952,"CBZ",0.787878787878788,0.186147186147186,0.9031378697526,0.0841950675973497
"74",2009-04-20,0.843802345058626,0.813137032842582,"CBZ",0.0865800865800866,0.138528138528139,0.148879766653102,0.325847116422899
"75",2009-04-21,0.837520938023451,0.830124575311438,"CBZ",0.367965367965368,0.844155844155844,0.190777670481596,0.919638793606704
"76",2009-04-22,0.829564489112228,0.822197055492639,"CBZ",0.333333333333333,0.311688311688312,0.397653149553622,0.35386811246829
"77",2009-04-23,0.84463986599665,0.818799546998868,"CBZ",0.826839826839827,0.398268398268398,0.902642192992004,0.219629425171568
"78",2009-04-24,0.841708542713568,0.834654586636467,"CBZ",0.441558441558442,0.831168831168831,0.252738314834704,0.899028614818334
"79",2009-04-27,0.860134003350084,0.849377123442809,"CBZ",0.844155844155844,0.805194805194805,0.775351728212268,0.67297099570773
"80",2009-04-28,0.82286432160804,0.848244620611552,NA,0.0476190476190476,0.476190476190476,0.0204613146324982,0.763411107795681
"81",2009-04-29,0.801926298157454,0.859569648924122,NA,0.0822510822510823,0.774891774891775,0.0307307113850188,0.903707586056723
"82",2009-04-30,0.804020100502513,0.890147225368063,"BMY",0.593073593073593,0.939393939393939,0.296028972326677,0.966936177451917
"83",2009-05-01,0.807788944723618,0.894677236693092,"BMY",0.632034632034632,0.670995670995671,0.567527761506778,0.644476139316995
"84",2009-05-04,0.8178391959799,0.87202718006795,"BMY",0.753246753246753,0.108225108225108,0.891752312618702,0.043557902808772
"85",2009-05-05,0.824120603015075,0.850509626274066,"BMY",0.714285714285714,0.112554112554113,0.870808278680584,0.0471681681857761
"86",2009-05-06,0.829564489112228,0.866364665911665,"BMY",0.692640692640693,0.822510822510823,0.528887678332464,0.814032400057904
"87",2009-05-07,0.834170854271357,0.83352208380521,NA,0.662337662337662,0.0562770562770563,0.854714983855955,0.0200863819284524
"88",2009-05-08,0.85427135678392,0.855039637599094,NA,0.861471861471861,0.878787878787879,0.729448377534227,0.783627788438527
"89",2009-05-11,0.849664991624791,0.845979614949037,NA,0.398268398268398,0.298701298701299,0.492903110453498,0.298278156646679
"90",2009-05-12,0.857621440536013,0.845979614949037,NA,0.731601731601732,0.523809523809524,0.77575901183994,0.39126501657315
