"","X1","MTSC","DLR","long_distance","Fx","Fy","MI_X","MI_Y"
"104",2009-06-02,0.850203930292918,1.17813894200127,"MTSC",0.770562770562771,0.354978354978355,0.898642271628697,0.147957660326608
"105",2009-06-03,0.839822024471635,1.15838113448056,"MTSC",0.329004329004329,0.294372294372294,0.438118830236053,0.35013074324067
"106",2009-06-04,0.843529847979236,1.19885277246654,"MTSC",0.627705627705628,0.852813852813853,0.331889585018847,0.887136060330845
"107",2009-06-05,0.842417500926956,1.17558954748247,"MTSC",0.484848484848485,0.264069264069264,0.682081780895162,0.195590681260278
"108",2009-06-08,0.826844642195032,1.16698534098152,"MTSC",0.229437229437229,0.372294372294372,0.218725175359953,0.57265630892928
"109",2009-06-09,0.827586206896552,1.17909496494583,"MTSC",0.536796536796537,0.649350649350649,0.421120956994657,0.679760392081582
"110",2009-06-10,0.793103448275862,1.16539196940727,"MTSC",0.0562770562770563,0.329004329004329,0.0313682800386218,0.754839572874734
"111",2009-06-11,0.799777530589544,1.13416188655194,"MTSC",0.662337662337662,0.212121212121212,0.870437330121504,0.085618874326832
"112",2009-06-12,0.801631442343344,1.17622689611217,"MTSC",0.575757575757576,0.865800865800866,0.262903779842257,0.917837484374388
"113",2009-06-15,0.78568780126066,1.12109623964308,"MTSC",0.216450216450216,0.112554112554113,0.499927145995905,0.147360589452335
"114",2009-06-16,0.768631813125695,1.10548119821542,"MTSC",0.194805194805195,0.311688311688312,0.21082562366139,0.52603315258319
"115",2009-06-17,0.775676677790137,1.06341618865519,"MTSC",0.666666666666667,0.151515151515152,0.893636038041901,0.0506459645932434
"116",2009-06-18,0.777530589543938,1.07393244104525,"MTSC",0.58008658008658,0.649350649350649,0.481916925291304,0.645304650816369
"117",2009-06-19,0.776789024842418,1.10516252390057,"MTSC",0.493506493506494,0.831168831168831,0.22027585630357,0.908962912638481
"118",2009-06-22,0.753429736744531,1.04811982154238,"MTSC",0.12987012987013,0.0952380952380952,0.355298154328688,0.200618307205543
"119",2009-06-23,0.752688172043011,1.05544933078394,"MTSC",0.493506493506494,0.614718614718615,0.392489295121013,0.665881569805073
"120",2009-06-24,0.75009269558769,1.0761631612492,"MTSC",0.445887445887446,0.731601731601732,0.246357415917505,0.833712646678753
"121",2009-06-25,0.769002595476455,1.09815168897387,"MTSC",0.844155844155844,0.748917748917749,0.80472568580309,0.515752136057299
"122",2009-06-26,0.772339636633296,1.08508604206501,"MTSC",0.623376623376623,0.329004329004329,0.78501345289409,0.193519644503117
"123",2009-06-29,0.761957730812013,1.10643722115997,"MTSC",0.303030303030303,0.731601731601732,0.126590523676132,0.886137584826776
"124",2009-06-30,0.765665554319614,1.14244741873805,"MTSC",0.636363636363636,0.844155844155844,0.352825275559532,0.873188088769884
"125",2009-07-01,0.789395624768261,1.14882090503505,"MTSC",0.904761904761905,0.584415584415584,0.949889124988241,0.228860639015031
