,DPZ,AMG
2008-08-06,0.9465541490857947,0.8845819236346061
2008-08-07,0.921237693389592,0.8453359110681489
2008-08-08,0.9514767932489451,0.8919284678588689
2008-08-11,0.9641350210970464,0.9231512808119865
2008-08-12,0.9563994374120955,0.8793620106331561
2008-08-13,0.9444444444444444,0.8605123247945867
2008-08-14,0.9662447257383966,0.904978250362494
2008-08-15,0.9831223628691983,0.9110681488641855
2008-08-18,0.9676511954992967,0.8724021266312227
2008-08-19,0.9360056258790436,0.856065732237796
2008-08-20,0.9282700421940927,0.8763653939101015
2008-08-21,0.9142053445850914,0.8696955050749153
2008-08-22,0.9634317862165962,0.8956017399710006
2008-08-25,0.9430379746835442,0.8645722571290478
2008-08-26,0.9430379746835442,0.8782020299661671
2008-08-27,0.9360056258790436,0.8947317544707588
2008-08-28,0.9571026722925456,0.9253745770903818
2008-08-29,0.9423347398030942,0.9204446592556791
2008-09-02,0.9479606188466948,0.9165780570323827
2008-09-03,0.9444444444444444,0.9332044465925569
2008-09-04,0.9191279887482419,0.8897051715804737
2008-09-05,0.9219409282700421,0.9017883035282745
2008-09-08,0.9493670886075949,0.9391010149830836
2008-09-09,0.9310829817158931,0.8790720154664089
2008-09-10,0.9388185654008439,0.8987916868052199
2008-09-11,0.9486638537271448,0.9008216529724504
2008-09-12,0.9240506329113924,0.9048815853069115
2008-09-15,0.9170182841068916,0.8392460125664571
2008-09-16,0.9395218002812938,0.8781053649105849
2008-09-17,0.8853727144866385,0.7743837602706621
2008-09-18,0.890295358649789,0.9279845335911068
2008-09-19,0.9402250351617439,0.9376510391493474
2008-09-22,0.8853727144866385,0.8313194780086999
2008-09-23,0.8895921237693389,0.8603189946834219
2008-09-24,0.8586497890295359,0.851329144514258
2008-09-25,0.8621659634317862,0.8289028516191397
2008-09-26,0.8649789029535865,0.8313194780086999
2008-09-29,0.8066104078762306,0.7443209279845335
2008-09-30,0.8537271448663853,0.8008699855002416
2008-10-01,0.8417721518987342,0.7879168680521992
2008-10-02,0.7960618846694796,0.7472208796520058
2008-10-03,0.7545710267229254,0.7236346060898985
2008-10-06,0.7123769338959213,0.7474142097631705
2008-10-07,0.6856540084388185,0.7056549057515707
2008-10-08,0.6870604781997186,0.6832286128564524
2008-10-09,0.6603375527426161,0.5651039149347511
2008-10-10,0.6701828410689169,0.6279362010633155
2008-10-13,0.7032348804500703,0.6528757854035766
2008-10-14,0.5239099859353024,0.6242629289511841
2008-10-15,0.4725738396624472,0.5550507491541807
2008-10-16,0.45639943741209565,0.5089415176413726
2008-10-17,0.4521800281293952,0.5224746254229096
2008-10-20,0.450070323488045,0.5123247945867568
2008-10-21,0.4212376933895921,0.48400193330111163
2008-10-22,0.41068917018284107,0.42629289511841467
2008-10-23,0.39381153305203936,0.3795070082165297
2008-10-24,0.3691983122362869,0.3655872402126631
2008-10-27,0.3495077355836849,0.34741420976317056
2008-10-28,0.3495077355836849,0.37370710488158526
2008-10-29,0.34528832630098455,0.39062348960850646
2008-10-30,0.39592123769338955,0.4224262928951184
2008-10-31,0.4184247538677918,0.4483325277912035
2008-11-03,0.4078762306610408,0.46766553890768486
2008-11-04,0.4163150492264416,0.48448525857902364
2008-11-05,0.37130801687763715,0.4293861768970517
2008-11-06,0.35794655414908577,0.4043499275012083
2008-11-07,0.35443037974683544,0.4
2008-11-10,0.33755274261603374,0.3790236829386177
2008-11-11,0.30942334739803096,0.3540840985983567
2008-11-12,0.27848101265822783,0.33020782986950215
2008-11-13,0.3023909985935302,0.3046882551957467
2008-11-14,0.2721518987341772,0.289318511358144
2008-11-17,0.2749648382559775,0.2707588206863219
2008-11-18,0.26863572433192684,0.26592556790720157
2008-11-19,0.2172995780590717,0.22851619139681006
2008-11-20,0.1990154711673699,0.1872402126631223
2008-11-21,0.2130801687763713,0.1835669405509908
2008-11-24,0.20323488045007032,0.21623972933784438
2008-11-25,0.24894514767932488,0.22561623972933784
2008-11-26,0.27285513361462727,0.2704688255195747
2008-11-28,0.2714486638537271,0.2706621556307395
2008-12-01,0.22292545710267228,0.2227162880618656
2008-12-02,0.24050632911392403,0.25094248429192845
2008-12-03,0.25668073136427566,0.2682455292411793
2008-12-04,0.24472573839662445,0.269598840019333
2008-12-05,0.26582278481012656,0.2931851135814403
2008-12-08,0.2869198312236287,0.32972450459159014
2008-12-09,0.27848101265822783,0.3229579507008216
2008-12-10,0.2981715893108298,0.35476075398743356
2008-12-11,0.29395218002812934,0.318511358144031
2008-12-12,0.31856540084388185,0.3206379893668439
2008-12-15,0.2890295358649789,0.31213146447559204
2008-12-16,0.3037974683544304,0.36027066215563075
2008-12-17,0.3009845288326301,0.37293378443692604
2008-12-18,0.31082981715893104,0.3503141614306428
2008-12-19,0.3220815752461322,0.3557274045432576
2008-12-22,0.30872011251758086,0.33929434509424844
2008-12-23,0.3009845288326301,0.34354760753987434
2008-12-24,0.3030942334739803,0.35176413726437894
2008-12-26,0.30801687763713076,0.35901401643305947
2008-12-29,0.30942334739803096,0.3594973417109715
2008-12-30,0.329817158931083,0.39072015466408894
2008-12-31,0.33122362869198313,0.40521991300145
