"","X1","WSM","CBS","long_distance","Fx","Fy","MI_X","MI_Y"
"89",2009-05-11,1.46570397111913,0.855218855218855,"CBS",0.0432900432900433,0.0303030303030303,0.319003072133832,0.154999114380741
"90",2009-05-12,1.41756919374248,0.791245791245791,"CBS",0.255411255411255,0.0562770562770563,0.696513731576533,0.0357337998009828
"91",2009-05-13,1.39350180505415,0.731762065095398,"CBS",0.38961038961039,0.051948051948052,0.802408251117475,0.017732643549545
"92",2009-05-14,1.45367027677497,0.767676767676768,"CBS",0.891774891774892,0.926406926406926,0.62820793324332,0.830728909475564
"93",2009-05-15,1.4488567990373,0.751964085297419,"CBS",0.510822510822511,0.251082251082251,0.727785304507022,0.156540359969793
"94",2009-05-18,1.48616125150421,0.821548821548822,"CBS",0.80952380952381,0.974025974025974,0.27889218288643,0.98425519039948
"95",2009-05-19,1.50902527075812,0.810325476992144,"CBS",0.688311688311688,0.337662337662338,0.847057712186582,0.164468345255326
"96",2009-05-20,1.44404332129964,0.81705948372615,"CBS",0.151515151515152,0.67965367965368,0.0475535466194143,0.894237442643119
"97",2009-05-21,1.37184115523466,0.77665544332211,"CBS",0.112554112554113,0.0822510822510823,0.356076243181697,0.187500707174718
"98",2009-05-22,1.39350180505415,0.78675645342312,"CBS",0.688311688311688,0.731601731601732,0.562056045341785,0.682831116610138
"99",2009-05-26,1.47653429602888,0.80695847362514,"CBS",0.952380952380952,0.80952380952381,0.958455913428061,0.356673854884796
"100",2009-05-27,1.47172081829122,0.783389450056117,"CBS",0.510822510822511,0.173160173160173,0.782447014095397,0.0844989068741361
"101",2009-05-28,1.50782190132371,0.784511784511784,"CBS",0.792207792207792,0.593073593073593,0.843895231152836,0.35141885402945
"102",2009-05-29,1.55716004813478,0.828282828282828,"CBS",0.844155844155844,0.939393939393939,0.460475666669242,0.919449516703874
"103",2009-06-01,1.661853188929,0.980920314253648,"CBS",0.956709956709957,0.995670995670996,0.311122460558416,0.991598364589799
"104",2009-06-02,1.76895306859206,0.970819304152638,"CBS",0.952380952380952,0.385281385281385,0.990150430835609,0.108250255685401
"105",2009-06-03,1.62454873646209,0.984287317620651,"CBS",0.051948051948052,0.744588744588745,0.010548446698231,0.926942615279717
"106",2009-06-04,1.54873646209386,1.00112233445567,"CBS",0.134199134199134,0.774891774891775,0.0359747716221198,0.934740196386491
"107",2009-06-05,1.54753309265945,0.985409652076319,"CBS",0.528138528138528,0.311688311688312,0.701629067457702,0.215264938475295
"108",2009-06-08,1.6028880866426,0.974186307519641,"CBS",0.852813852813853,0.363636363636364,0.95096535091462,0.125588439559267
"109",2009-06-09,1.65703971119134,0.974186307519641,"CBS",0.844155844155844,0.58008658008658,0.906729207824219,0.283834649798551
"110",2009-06-10,1.647412755716,0.934904601571268,"CBS",0.497835497835498,0.116883116883117,0.810029479502293,0.0464589537037062
"111",2009-06-11,1.55475330926594,0.915824915824916,"CBS",0.103896103896104,0.251082251082251,0.097698386316177,0.588919270198165
"112",2009-06-12,1.53790613718412,0.91358024691358,"CBS",0.458874458874459,0.536796536796537,0.405178603040065,0.592297577775124
"113",2009-06-15,1.47412755716005,0.876543209876543,"CBS",0.16017316017316,0.116883116883117,0.387824562965014,0.202584824085996
"114",2009-06-16,1.42478941034898,0.829405162738496,"CBS",0.246753246753247,0.0735930735930736,0.647282464636419,0.0577541640688296
"115",2009-06-17,1.43802647412756,0.824915824915825,"CBS",0.627705627705628,0.502164502164502,0.68612847962051,0.38736720853234
"116",2009-06-18,1.40673886883273,0.828282828282828,"CBS",0.341991341991342,0.619047619047619,0.199737890898394,0.781268331518203
"117",2009-06-19,1.3826714801444,0.823793490460157,"CBS",0.38961038961039,0.502164502164502,0.334746730113984,0.603417902882744
"118",2009-06-22,1.37665463297232,0.767676767676768,"CBS",0.506493506493506,0.0606060606060606,0.849333586294799,0.0165163687694504
"119",2009-06-23,1.37545126353791,0.762065095398429,"CBS",0.523809523809524,0.463203463203463,0.569339297698753,0.423036972038076
"120",2009-06-24,1.43321299638989,0.787878787878788,"CBS",0.891774891774892,0.874458874458874,0.763216975262721,0.678718856708586
"121",2009-06-25,1.4632972322503,0.809203142536476,"CBS",0.74025974025974,0.818181818181818,0.534474864714654,0.779869379809958
"122",2009-06-26,1.44404332129964,0.793490460157127,"CBS",0.437229437229437,0.272727272727273,0.621783748846886,0.221669069878796
"123",2009-06-29,1.4488567990373,0.810325476992144,"CBS",0.571428571428571,0.800865800865801,0.317183439366141,0.864254593431711
"124",2009-06-30,1.42839951865223,0.77665544332211,"CBS",0.432900432900433,0.112554112554113,0.768632776007881,0.0526521742581142
"125",2009-07-01,1.41516245487365,0.778900112233446,"CBS",0.467532467532468,0.606060606060606,0.358254864796195,0.683069689295773
