"","X1","RGS","PKY","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.732278045423262,0.476454293628809,"PKY",0.0735930735930736,0.0995670995670996,0.202948913471814,0.382913309328263
"46",2009-03-10,0.754989676531315,0.566759002770083,"PKY",0.83982683982684,0.995670995670996,0.123367072677909,0.998828105805688
"47",2009-03-11,0.754301445285616,0.525207756232687,"PKY",0.515151515151515,0.0692640692640693,0.899906017607239,0.0157655519859342
"48",2009-03-12,0.852718513420509,0.604986149584487,"PKY",0.995670995670996,0.995670995670996,0.775499654798745,0.775499654798745
"49",2009-03-13,0.850653819683414,0.631024930747922,"PKY",0.476190476190476,0.9004329004329,0.11390042097502,0.972659739117978
"50",2009-03-16,0.841706813489333,0.58781163434903,"PKY",0.359307359307359,0.0779220779220779,0.812430323941913,0.0338876261904427
"51",2009-03-17,0.902959394356504,0.667036011080332,"PKY",0.978354978354978,0.982683982683983,0.701678026729073,0.810628067527265
"52",2009-03-18,0.969029593943565,0.71191135734072,"PKY",0.978354978354978,0.943722943722944,0.924826514501315,0.476369923159031
"53",2009-03-19,1.00894700619408,0.681440443213296,"PKY",0.909090909090909,0.12987012987013,0.987136365048664,0.0193413859392801
"54",2009-03-20,1.00550584996559,0.618282548476454,"PKY",0.463203463203463,0.0346320346320346,0.906410225673629,0.00634070676341544
"55",2009-03-23,1.08465244322092,0.680886426592798,"PKY",0.982683982683983,0.96969696969697,0.873176355327415,0.604074295046705
"56",2009-03-24,1.01789401238816,0.611634349030471,"PKY",0.0562770562770563,0.025974025974026,0.477784579341636,0.0985123622860664
"57",2009-03-25,1.02615278733655,0.617728531855956,"PKY",0.636363636363636,0.666666666666667,0.529798140629853,0.619093565549102
"58",2009-03-26,1.08121128699243,0.614404432132964,"PKY",0.943722943722944,0.415584415584416,0.990355917644876,0.0733319322690445
"59",2009-03-27,1.03303509979353,0.582825484764543,"PKY",0.0779220779220779,0.116883116883117,0.181128242705369,0.425568840052708
"60",2009-03-30,0.995870612525809,0.543490304709141,"PKY",0.12987012987013,0.0779220779220779,0.465648936933301,0.158635178767077
"61",2009-03-31,0.994494150034412,0.570637119113573,"PKY",0.515151515151515,0.917748917748918,0.120378603943115,0.977250163645009
"62",2009-04-01,0.997935306262904,0.563434903047091,"PKY",0.588744588744589,0.316017316017316,0.799454747692885,0.16513510574687
"63",2009-04-02,1.05643496214728,0.658171745152355,"PKY",0.965367965367965,0.995670995670996,0.284827722487788,0.987575651401123
"64",2009-04-03,1.08189951823813,0.715235457063712,"PKY",0.805194805194805,0.965367965367965,0.239772404868682,0.976372594092401
"65",2009-04-06,1.06882312456986,0.715235457063712,"PKY",0.346320346320346,0.506493506493506,0.258072961518736,0.676808653762814
"66",2009-04-07,1.01376462491397,0.644321329639889,"PKY",0.0735930735930736,0.025974025974026,0.559252395546471,0.0672060607743035
"67",2009-04-08,1.00757054370268,0.687534626038781,"PKY",0.415584415584416,0.943722943722944,0.0733319322690445,0.990355917644876
"68",2009-04-09,1.09222298692361,0.778947368421053,"PKY",0.982683982683983,0.982683982683983,0.760903081313562,0.760903081313562
"69",2009-04-13,1.05918788713008,0.761218836565097,"PKY",0.181818181818182,0.220779220779221,0.278081127644756,0.427763277480098
"70",2009-04-14,1.06331727460427,0.70415512465374,"PKY",0.593073593073593,0.0606060606060606,0.927348824872459,0.0105545632120903
"71",2009-04-15,1.10116999311769,0.760664819944598,"PKY",0.878787878787879,0.956709956709957,0.406351577025205,0.928659500961057
"72",2009-04-16,1.12801101169993,0.854293628808864,"PKY",0.805194805194805,0.982683982683983,0.173697580224609,0.992362154175708
"73",2009-04-17,1.14659325533379,0.838781163434903,"PKY",0.74025974025974,0.255411255411255,0.930623081730327,0.068314817872052
"74",2009-04-20,1.0956641431521,0.728531855955679,"PKY",0.0779220779220779,0.012987012987013,0.704606069417201,0.0203266309023431
"75",2009-04-21,1.12112869924295,0.82382271468144,"PKY",0.800865800865801,0.982683982683983,0.17068818406754,0.992616600701251
"76",2009-04-22,1.13695801789401,0.825484764542936,"PKY",0.722943722943723,0.541125541125541,0.797124499402574,0.315000044400459
"77",2009-04-23,1.18306951135582,0.74792243767313,"PKY",0.904761904761905,0.0346320346320346,0.983903445576374,0.0047020566111379
"78",2009-04-24,1.21335168616655,0.757894736842105,"PKY",0.805194805194805,0.718614718614719,0.770761285473722,0.475425651683197
"79",2009-04-27,1.20027529249828,0.728531855955679,"PKY",0.359307359307359,0.147186147186147,0.717336003697041,0.100107339489656
"80",2009-04-28,1.20371644872677,0.746814404432133,"PKY",0.584415584415584,0.826839826839827,0.252756213991507,0.895772567197079
"81",2009-04-29,1.29456297315898,0.759002770083102,"PKY",0.978354978354978,0.744588744588745,0.992791784947387,0.151331189592143
"82",2009-04-30,1.31727460426703,0.768421052631579,"PKY",0.757575757575758,0.701298701298701,0.703027809333106,0.519905294377792
"83",2009-05-01,1.35925671025465,0.760664819944598,"PKY",0.857142857142857,0.337662337662338,0.96707040531409,0.0751695689323075
"84",2009-05-04,1.33035099793531,0.838781163434903,"PKY",0.255411255411255,0.96969696969697,0.0385356802211406,0.996618852982439
"85",2009-05-05,1.30213351686167,0.822160664819945,"PKY",0.255411255411255,0.246753246753247,0.391201778665371,0.361612724964644
"86",2009-05-06,1.28079834824501,0.874792243767313,"PKY",0.298701298701299,0.939393939393939,0.048391774261079,0.991291927421585
"87",2009-05-07,1.23262216104611,0.819390581717451,"PKY",0.116883116883117,0.0779220779220779,0.425568840052708,0.181128242705369
"88",2009-05-08,1.29249827942189,0.898614958448753,"PKY",0.926406926406926,0.96969696969697,0.477876219147284,0.914946957613192
"89",2009-05-11,1.23399862353751,0.861495844875346,"PKY",0.0779220779220779,0.134199134199134,0.152013824235884,0.478210873736987
"90",2009-05-12,1.1892635925671,0.827146814404432,"PKY",0.125541125541126,0.147186147186147,0.263810045388823,0.371437869165441
"91",2009-05-13,1.13833448038541,0.737396121883657,"PKY",0.0865800865800866,0.0216450216450216,0.642413173043231,0.0393917210060801
"92",2009-05-14,1.15898141775637,0.779501385041551,"PKY",0.761904761904762,0.930735930735931,0.289242725285881,0.945794639219258
"93",2009-05-15,1.12801101169993,0.745706371191136,"PKY",0.212121212121212,0.12987012987013,0.517313975508739,0.17829565968207
"94",2009-05-18,1.17894012388162,0.802770083102493,"PKY",0.917748917748918,0.956709956709957,0.534520028311435,0.876438423118069
"95",2009-05-19,1.1906400550585,0.776731301939058,"PKY",0.683982683982684,0.164502164502165,0.927467186170731,0.03891221536126
"96",2009-05-20,1.18651066758431,0.752908587257618,"PKY",0.458874458874459,0.173160173160173,0.789274747455851,0.0878391787885559
"97",2009-05-21,1.20096352374398,0.761218836565097,"PKY",0.696969696969697,0.675324675324675,0.625054448633008,0.55855581492731
"98",2009-05-22,1.15760495526497,0.749584487534626,"PKY",0.12987012987013,0.29004329004329,0.113677124793277,0.654590086244834
"99",2009-05-26,1.23331039229181,0.802770083102493,"PKY",0.974025974025974,0.952380952380952,0.876801839845275,0.574416122045665
"100",2009-05-27,1.22161046111493,0.72797783933518,"PKY",0.372294372294372,0.0346320346320346,0.876698596520143,0.00862344925599402
"101",2009-05-28,1.21816930488644,0.726869806094183,"PKY",0.467532467532468,0.480519480519481,0.469357104678837,0.505094099499698
"102",2009-05-29,1.20646937370957,0.722437673130194,"PKY",0.372294372294372,0.402597402597403,0.401577236004363,0.487932822801372
"103",2009-06-01,1.27598072952512,0.782825484764543,"PKY",0.965367965367965,0.965367965367965,0.746558437087606,0.746558437087606
"104",2009-06-02,1.30350997935306,0.793351800554017,"PKY",0.783549783549784,0.718614718614719,0.730697898620446,0.511367016187365
"105",2009-06-03,1.2835512732278,0.793905817174515,"PKY",0.307359307359307,0.510822510822511,0.204313030468642,0.720284761952726
"106",2009-06-04,1.32897453544391,0.834349030470914,"PKY",0.874458874458874,0.917748917748918,0.563085861630809,0.82112698257876
"107",2009-06-05,1.32140399174123,0.817174515235457,"PKY",0.424242424242424,0.242424242424242,0.678218305029317,0.181912339566256
"108",2009-06-08,1.29525120440468,0.785595567867036,"PKY",0.277056277056277,0.147186147186147,0.6021231256004,0.149758399098207
"109",2009-06-09,1.30626290433586,0.784487534626039,"PKY",0.640692640692641,0.480519480519481,0.735231861276631,0.318459272236733
"110",2009-06-10,1.29869236063317,0.739612188365651,"PKY",0.41991341991342,0.0995670995670996,0.82940540990461,0.039496673434808
"111",2009-06-11,1.30006882312457,0.723545706371191,"PKY",0.536796536796537,0.229437229437229,0.811794199772288,0.10916916322022
"112",2009-06-12,1.29387474191328,0.720221606648199,"PKY",0.441558441558442,0.424242424242424,0.491097709749556,0.442908973958065
"113",2009-06-15,1.26565726083964,0.687534626038781,"PKY",0.246753246753247,0.12987012987013,0.584457712735221,0.144626512019928
"114",2009-06-16,1.22367515485203,0.694736842105263,"PKY",0.151515151515152,0.670995670995671,0.0353330111289862,0.925791365207671
"115",2009-06-17,1.21885753613214,0.681440443213296,"PKY",0.45021645021645,0.246753246753247,0.706447778267022,0.170291539461759
"116",2009-06-18,1.23331039229181,0.676454293628809,"PKY",0.688311688311688,0.380952380952381,0.854800834287307,0.169390739571829
"117",2009-06-19,1.21816930488644,0.674792243767313,"PKY",0.346320346320346,0.471861471861472,0.288589494455956,0.627763597530262
"118",2009-06-22,1.12801101169993,0.655401662049861,"PKY",0.0346320346320346,0.186147186147186,0.0254043585513033,0.750121498668936
"119",2009-06-23,1.1445285615967,0.639335180055402,"PKY",0.727272727272727,0.207792207792208,0.934804776566868,0.0503907118573675
"120",2009-06-24,1.18582243633861,0.654293628808864,"PKY",0.878787878787879,0.80952380952381,0.814973937069641,0.509081346130581
"121",2009-06-25,1.17618719889883,0.650969529085873,"PKY",0.385281385281385,0.424242424242424,0.398596353554843,0.508195171827665
"122",2009-06-26,1.16448726772195,0.660387811634349,"PKY",0.367965367965368,0.727272727272727,0.138230589154115,0.891686139255189
"123",2009-06-29,1.18719889883001,0.681994459833795,"PKY",0.766233766233766,0.878787878787879,0.420202118919698,0.860060864223026
"124",2009-06-30,1.19821059876118,0.720221606648199,"PKY",0.662337662337662,0.930735930735931,0.191093586054382,0.969189854357611
"125",2009-07-01,1.26083964211975,0.6797783933518,"PKY",0.939393939393939,0.0995670995670996,0.991592741742581,0.0151684941264077
