,OMG,BGCP
2008-08-06,0.5064802182810368,0.5041876046901173
2008-08-07,0.5995907230559344,0.5142378559463987
2008-08-08,0.5794679399727148,0.5577889447236182
2008-08-11,0.5600272851296044,0.5770519262981575
2008-08-12,0.5457025920873124,0.550251256281407
2008-08-13,0.5491132332878582,0.541038525963149
2008-08-14,0.5757162346521145,0.5485762144053602
2008-08-15,0.5393929058663028,0.5561139028475712
2008-08-18,0.538881309686221,0.5469011725293133
2008-08-19,0.515006821282401,0.5418760469011725
2008-08-20,0.5416098226466576,0.541038525963149
2008-08-21,0.5566166439290586,0.535175879396985
2008-08-22,0.5704297407912688,0.5485762144053602
2008-08-25,0.5468963165075034,0.535175879396985
2008-08-26,0.590381991814461,0.5326633165829147
2008-08-27,0.5811732605729877,0.5360134003350084
2008-08-28,0.5972032742155525,0.5485762144053602
2008-08-29,0.6326739427012279,0.551926298157454
2008-09-02,0.5943042291950887,0.5469011725293133
2008-09-03,0.5736698499317872,0.542713567839196
2008-09-04,0.5596862210095498,0.507537688442211
2008-09-05,0.5803206002728513,0.4966499162479062
2008-09-08,0.5624147339699863,0.4782244556113903
2008-09-09,0.5044338335607094,0.4581239530988275
2008-09-10,0.5295020463847203,0.45728643216080406
2008-09-11,0.5301841746248295,0.43886097152428816
2008-09-12,0.5549113233287858,0.4338358458961474
2008-09-15,0.5032401091405184,0.3559463986599665
2008-09-16,0.517394270122783,0.3391959798994975
2008-09-17,0.4607776261937244,0.3249581239530988
2008-09-18,0.4716916780354707,0.3324958123953099
2008-09-19,0.48806275579809005,0.32998324958123953
2008-09-22,0.4725443383356071,0.33417085427135684
2008-09-23,0.42479536152796726,0.3358458961474037
2008-09-24,0.422237380627558,0.30067001675041877
2008-09-25,0.4249658935879946,0.3249581239530988
2008-09-26,0.42189631650750337,0.3366834170854271
2008-09-29,0.359481582537517,0.3241206030150754
2008-09-30,0.3836971350613915,0.3592964824120603
2008-10-01,0.3900068212824011,0.3366834170854271
2008-10-02,0.34856753069577084,0.304857621440536
2008-10-03,0.34225784447476126,0.3056951423785595
2008-10-06,0.3090040927694407,0.2897822445561139
2008-10-07,0.2808663028649386,0.27219430485762147
2008-10-08,0.27097544338335605,0.2579564489112228
2008-10-09,0.24710095497953616,0.2529313232830821
2008-10-10,0.26074351978171895,0.2897822445561139
2008-10-13,0.31122100954979537,0.3391959798994975
2008-10-14,0.3042291950886767,0.32830820770519265
2008-10-15,0.2668826739427012,0.29229480737018426
2008-10-16,0.28768758526603005,0.3525963149078727
2008-10-17,0.29587312414733974,0.33417085427135684
2008-10-20,0.31821282401091405,0.3651591289782245
2008-10-21,0.302012278308322,0.330820770519263
2008-10-22,0.279331514324693,0.29396984924623115
2008-10-23,0.2743860845839018,0.30234505862646566
2008-10-24,0.2665416098226467,0.27554438860971525
2008-10-27,0.23993860845839018,0.25879396984924624
2008-10-28,0.2728512960436562,0.2830820770519263
2008-10-29,0.2987721691678035,0.28475711892797323
2008-10-30,0.3407230559345157,0.29313232830820773
2008-10-31,0.3639154160982265,0.3425460636515913
2008-11-03,0.3668144611186903,0.31993299832495814
2008-11-04,0.36800818553888126,0.304857621440536
2008-11-05,0.3304911323328786,0.2830820770519263
2008-11-06,0.3770463847203274,0.3056951423785595
2008-11-07,0.4167803547066849,0.30234505862646566
2008-11-10,0.3905184174624829,0.27386934673366836
2008-11-11,0.3231582537517053,0.2629815745393635
2008-11-12,0.2692701227830832,0.2512562814070352
2008-11-13,0.2939972714870395,0.2696817420435511
2008-11-14,0.2745566166439291,0.25041876046901174
2008-11-17,0.26790586630286495,0.23031825795644892
2008-11-18,0.2682469304229195,0.23031825795644892
2008-11-19,0.24334924965893587,0.20770519262981577
2008-11-20,0.21487039563437926,0.2035175879396985
2008-11-21,0.24334924965893587,0.22529313232830822
2008-11-24,0.2626193724420191,0.2638190954773869
2008-11-25,0.29365620736698494,0.2780569514237856
2008-11-26,0.32878581173260574,0.31155778894472363
2008-11-28,0.3364597544338336,0.3182579564489112
2008-12-01,0.2803547066848568,0.26214405360134
2008-12-02,0.29416780354706684,0.27554438860971525
2008-12-03,0.28819918144611184,0.29731993299832493
2008-12-04,0.2813778990450205,0.28559463986599665
2008-12-05,0.28649386084583905,0.2989949748743719
2008-12-08,0.3250341064120054,0.29564489112227804
2008-12-09,0.31616643929058663,0.2889447236180905
2008-12-10,0.3364597544338336,0.2914572864321608
2008-12-11,0.34106412005457026,0.27386934673366836
2008-12-12,0.3601637107776262,0.2747068676716918
2008-12-15,0.3454979536152797,0.24623115577889448
2008-12-16,0.3777285129604365,0.26633165829145733
2008-12-17,0.3663028649386085,0.26046901172529313
2008-12-18,0.3195770804911323,0.2705192629815745
2008-12-19,0.31838335607094137,0.2596314907872697
2008-12-22,0.304399727148704,0.24706867671691796
2008-12-23,0.31838335607094137,0.23366834170854273
2008-12-24,0.30644611186903137,0.22780569514237858
2008-12-26,0.3296384720327421,0.2261306532663317
2008-12-29,0.3308321964529331,0.2185929648241206
2008-12-30,0.34464529331514326,0.20435510887772196
2008-12-31,0.3599931787175989,0.23115577889447236
