"","X1","CVX","WM","long_distance","Fx","Fy","MI_X","MI_Y"
"79",2009-04-27,0.854809200209096,0.78744819419775,"WM",0.233766233766234,0.268398268398268,0.297979729598649,0.382129829878655
"80",2009-04-28,0.862388917929953,0.798697454114861,"WM",0.658008658008658,0.800865800865801,0.481990576938359,0.797426903140211
"81",2009-04-29,0.882906429691584,0.797513321492007,"WM",0.857142857142857,0.432900432900433,0.92401075780313,0.189906348662838
"82",2009-04-30,0.86382645060115,0.789520426287744,"WM",0.19047619047619,0.277056277056277,0.22683132110021,0.444502596134255
"83",2009-05-01,0.87388917929953,0.774718768502072,"WM",0.722943722943723,0.177489177489178,0.898661559526365,0.0612590201406075
"84",2009-05-04,0.871406168322007,0.794256956779159,"WM",0.432900432900433,0.909090909090909,0.149474399732382,0.961360475485506
"85",2009-05-05,0.859252483010978,0.795737122557726,"WM",0.25974025974026,0.515151515151515,0.188596359720832,0.673221062891769
"86",2009-05-06,0.890094093047569,0.797809354647721,"WM",0.904761904761905,0.536796536796537,0.947140527159045,0.229458793171371
"87",2009-05-07,0.888395190799791,0.788928359976317,"WM",0.454545454545455,0.25974025974026,0.604212768823478,0.21563114204423
"88",2009-05-08,0.919759539989545,0.799289520426288,"WM",0.9004329004329,0.779220779220779,0.881880524423053,0.512966881585784
"89",2009-05-11,0.888656560376372,0.795145056246299,"WM",0.112554112554113,0.346320346320346,0.0872860058388668,0.65436886266191
"90",2009-05-12,0.904208050182959,0.795737122557726,"WM",0.805194805194805,0.471861471861472,0.869059575260948,0.261813009582153
"91",2009-05-13,0.889963408259279,0.78744819419775,"WM",0.246753246753247,0.272727272727273,0.313452482370905,0.375441319947877
"92",2009-05-14,0.886696288552013,0.800769686204855,"WM",0.41991341991342,0.835497835497836,0.194095556050097,0.908952401023591
"93",2009-05-15,0.860951385258756,0.794256956779159,"WM",0.138528138528139,0.303030303030303,0.136872329442984,0.556264562220839
"94",2009-05-18,0.862911657083116,0.824748371817643,"WM",0.502164502164502,0.956709956709957,0.134902092006614,0.985048420599064
"95",2009-05-19,0.860690015682175,0.845470692717584,"WM",0.441558441558442,0.909090909090909,0.155051944493367,0.960563555887868
"96",2009-05-20,0.852195504443283,0.837773830669035,"WM",0.337662337662338,0.294372294372294,0.423477104731688,0.32977390018169
"97",2009-05-21,0.842524830109775,0.833333333333333,"WM",0.307359307359307,0.346320346320346,0.341172675796979,0.424315347576236
"98",2009-05-22,0.842132775744903,0.835701598579041,"WM",0.471861471861472,0.545454545454545,0.426517943439332,0.56666904627038
"99",2009-05-26,0.858076319916362,0.842214328004737,"WM",0.818181818181818,0.666666666666667,0.816767824555312,0.475041667328677
"100",2009-05-27,0.843831677992682,0.830076968620485,"WM",0.238095238095238,0.220779220779221,0.349865046472828,0.305528137967012
"101",2009-05-28,0.860036591740721,0.818531675547661,"WM",0.822510822510823,0.233766233766234,0.93777170543149,0.0724921151501543
"102",2009-05-29,0.871275483533717,0.816755476613381,"WM",0.744588744588745,0.432900432900433,0.820610406548191,0.262117334146724
"103",2009-06-01,0.90446941975954,0.854943753700414,"WM",0.913419913419913,0.965367965367965,0.557065006830296,0.919966825717627
"104",2009-06-02,0.906299006795609,0.850503256364713,"WM",0.497835497835498,0.346320346320346,0.588910466884674,0.297561930192533
"105",2009-06-03,0.892054364871929,0.849319123741859,"WM",0.246753246753247,0.437229437229437,0.208476010268503,0.595153352820872
"106",2009-06-04,0.912049137480397,0.84339846062759,"WM",0.844155844155844,0.324675324675325,0.933303364281148,0.11931735853172
"107",2009-06-05,0.90656037637219,0.837181764357608,"WM",0.367965367965368,0.316017316017316,0.446310336642172,0.337604773310237
"108",2009-06-08,0.909304756926294,0.827708703374778,"WM",0.515151515151515,0.25974025974026,0.673221062891769,0.188596359720832
"109",2009-06-09,0.917276529012023,0.823860272350503,"WM",0.649350649350649,0.346320346320346,0.760177816655799,0.222410110877206
"110",2009-06-10,0.917668583376895,0.832149200710479,"WM",0.480519480519481,0.714285714285714,0.332853941681573,0.768554896986291
"111",2009-06-11,0.939623627809723,0.845470692717584,"WM",0.861471861471861,0.826839826839827,0.777754621475921,0.668080969973528
"112",2009-06-12,0.949686356508103,0.846654825340438,"WM",0.70995670995671,0.484848484848485,0.761654516571296,0.340662972800615
"113",2009-06-15,0.92890747516989,0.832741267021906,"WM",0.19047619047619,0.19047619047619,0.306676467690166,0.306676467690166
"114",2009-06-16,0.913225300575013,0.820899940793369,"WM",0.233766233766234,0.229437229437229,0.334150222405041,0.323123683481886
"115",2009-06-17,0.899503397804496,0.829484902309059,"WM",0.255411255411255,0.727272727272727,0.112160538614247,0.87027011407133
"116",2009-06-18,0.89427600627287,0.837477797513321,"WM",0.372294372294372,0.714285714285714,0.21783565083745,0.813474954053581
"117",2009-06-19,0.889440669106116,0.835405565423327,"WM",0.380952380952381,0.424242424242424,0.385377621003245,0.471169633616819
"118",2009-06-22,0.859383167799268,0.817643576080521,"WM",0.112554112554113,0.138528138528139,0.224953021626155,0.325152144770414
"119",2009-06-23,0.861996863565081,0.804026050917703,"WM",0.515151515151515,0.19047619047619,0.731126940989012,0.117438186639215
"120",2009-06-24,0.858860428646106,0.817939609236234,"WM",0.41991341991342,0.83982683982684,0.191282479479738,0.912500118722564
"121",2009-06-25,0.87388917929953,0.838365896980462,"WM",0.805194805194805,0.909090909090909,0.536304918284453,0.881872766383275
"122",2009-06-26,0.861866178776791,0.836589698046181,"WM",0.25974025974026,0.432900432900433,0.226339366103074,0.578151879936647
"123",2009-06-29,0.87401986408782,0.844286560094731,"WM",0.761904761904762,0.696969696969697,0.720658120994745,0.574745498905758
"124",2009-06-30,0.86578672242551,0.833629366489047,"WM",0.341991341991342,0.242424242424242,0.477697909375005,0.255942916214192
"125",2009-07-01,0.869315211709357,0.829780935464772,"WM",0.554112554112554,0.346320346320346,0.65585139454516,0.268026942781617
