,OSUR,ICON
2008-08-05,0.5147058823529412,0.6383483626008543
2008-08-06,0.5,0.6355007119126721
2008-08-07,0.4975490196078431,0.6041765543426673
2008-08-08,0.4975490196078431,0.6350261034646417
2008-08-11,0.5392156862745099,0.6635026103464642
2008-08-12,0.5539215686274509,0.6668248694826768
2008-08-13,0.5686274509803921,0.6269577598481253
2008-08-14,0.5845588235294117,0.6336022781205505
2008-08-15,0.6115196078431373,0.6407214048410061
2008-08-18,0.6127450980392157,0.6578073089700996
2008-08-19,0.5894607843137254,0.6260085429520645
2008-08-20,0.5894607843137254,0.6340768865685809
2008-08-21,0.5992647058823529,0.6298054105363076
2008-08-22,0.6188725490196079,0.6260085429520645
2008-08-25,0.6066176470588236,0.6146179401993355
2008-08-26,0.6090686274509803,0.6160417655434267
2008-08-27,0.6029411764705882,0.6222116753678215
2008-08-28,0.6151960784313725,0.6340768865685809
2008-08-29,0.6115196078431373,0.6136687233032748
2008-09-02,0.6286764705882353,0.6369245372567631
2008-09-03,0.6237745098039216,0.6468913146654011
2008-09-04,0.5968137254901961,0.6236355007119126
2008-09-05,0.5968137254901961,0.6260085429520645
2008-09-08,0.613970588235294,0.6117702895111533
2008-09-09,0.5968137254901961,0.5904129093497864
2008-09-10,0.6127450980392157,0.58234456573327
2008-09-11,0.6151960784313725,0.5851922164214522
2008-09-12,0.6213235294117647,0.5766492643569056
2008-09-15,0.5980392156862745,0.5339345040341718
2008-09-16,0.616421568627451,0.5182724252491694
2008-09-17,0.5882352941176471,0.5116279069767441
2008-09-18,0.6727941176470589,0.5728523967726625
2008-09-19,0.6850490196078431,0.6193640246796394
2008-09-22,0.6348039215686274,0.6355007119126721
2008-09-23,0.6286764705882353,0.6725201708590413
2008-09-24,0.6188725490196079,0.6298054105363076
2008-09-25,0.6115196078431373,0.6269577598481253
2008-09-26,0.6176470588235294,0.6198386331276697
2008-09-29,0.5490196078431373,0.5714285714285714
2008-09-30,0.6029411764705882,0.6207878500237304
2008-10-01,0.5833333333333333,0.65828191741813
2008-10-02,0.5477941176470588,0.6298054105363076
2008-10-03,0.5232843137254901,0.563360227812055
2008-10-06,0.5416666666666666,0.5491219743711439
2008-10-07,0.5061274509803921,0.48599905078310396
2008-10-08,0.4987745098039216,0.4878974845752254
2008-10-09,0.41666666666666663,0.44328429046037016
2008-10-10,0.4056372549019608,0.5059326056003797
2008-10-13,0.5,0.5410536307546274
2008-10-14,0.4877450980392157,0.4831514000949217
2008-10-15,0.42034313725490197,0.4451827242524917
2008-10-16,0.47549019607843135,0.43569055529188416
2008-10-17,0.4987745098039216,0.4323682961556715
2008-10-20,0.5061274509803921,0.4466065495965828
2008-10-21,0.48897058823529416,0.421452301850973
2008-10-22,0.45098039215686275,0.4133839582344566
2008-10-23,0.4375,0.3830090175605126
2008-10-24,0.4571078431372549,0.3535832937826293
2008-10-27,0.41911764705882354,0.34931181775035597
2008-10-28,0.5551470588235294,0.3882297104888467
2008-10-29,0.5196078431372549,0.4323682961556715
2008-10-30,0.5465686274509803,0.4708115804461319
2008-10-31,0.5649509803921569,0.5168485999050784
2008-11-03,0.5526960784313725,0.5386805885144755
2008-11-04,0.5441176470588236,0.520170859041291
2008-11-05,0.4987745098039216,0.5140009492168961
2008-11-06,0.4473039215686274,0.49501661129568103
2008-11-07,0.4117647058823529,0.5068818224964404
2008-11-10,0.3872549019607843,0.48694826767916466
2008-11-11,0.3762254901960784,0.47413383958234456
2008-11-12,0.3529411764705882,0.44897959183673475
2008-11-13,0.4117647058823529,0.4513526340768865
2008-11-14,0.3590686274509804,0.413858566682487
2008-11-17,0.36519607843137253,0.36971998101566206
2008-11-18,0.35661764705882354,0.3678215472235406
2008-11-19,0.3161764705882353,0.2947318462268628
2008-11-20,0.2977941176470588,0.27527289985761744
2008-11-21,0.34558823529411764,0.27527289985761744
2008-11-24,0.3492647058823529,0.3103939250118652
2008-11-25,0.40196078431372545,0.32273374466065496
2008-11-26,0.43259803921568624,0.3663977218794494
2008-11-28,0.4215686274509804,0.4019933554817276
2008-12-01,0.33088235294117646,0.3682961556715709
2008-12-02,0.39338235294117646,0.3830090175605126
2008-12-03,0.4227941176470588,0.4005695301376364
2008-12-04,0.4129901960784314,0.4072140484100617
2008-12-05,0.4227941176470588,0.41053630754627435
2008-12-08,0.4656862745098039,0.4366397721879449
2008-12-09,0.41544117647058826,0.4195538680588514
2008-12-10,0.41544117647058826,0.4366397721879449
2008-12-11,0.375,0.3958234456573327
2008-12-12,0.4129901960784314,0.4110109159943047
2008-12-15,0.39338235294117646,0.39155196962505934
2008-12-16,0.4742647058823529,0.42524916943521596
2008-12-17,0.4644607843137255,0.43331751305173233
2008-12-18,0.4375,0.42524916943521596
2008-12-19,0.4522058823529412,0.43046986236355006
2008-12-22,0.42524509803921573,0.4205030849549122
2008-12-23,0.44485294117647056,0.3943996203132416
2008-12-24,0.4387254901960784,0.4124347413383958
2008-12-26,0.43137254901960786,0.4224015187470337
2008-12-29,0.39215686274509803,0.4200284765068818
2008-12-30,0.4105392156862745,0.4366397721879449
2008-12-31,0.45098039215686275,0.4641670621737067
