,GRT,PEI
2008-08-07,0.7134545454545455,0.6847942754919499
2008-08-08,0.7403636363636363,0.7209302325581395
2008-08-11,0.7512727272727273,0.7051878354203936
2008-08-12,0.7323636363636364,0.6737030411449015
2008-08-13,0.7265454545454546,0.6887298747763865
2008-08-14,0.730909090909091,0.695169946332737
2008-08-15,0.7294545454545454,0.6948121645796065
2008-08-18,0.7316363636363636,0.6779964221824687
2008-08-19,0.712,0.6676207513416816
2008-08-20,0.7010909090909091,0.6783542039355993
2008-08-21,0.6930909090909091,0.662969588550984
2008-08-22,0.7214545454545455,0.6944543828264759
2008-08-25,0.7127272727272728,0.698747763864043
2008-08-26,0.7156363636363636,0.7091234347048301
2008-08-27,0.7141818181818183,0.6937388193202148
2008-08-28,0.728,0.7130590339892665
2008-08-29,0.7338181818181818,0.7101967799642219
2008-09-02,0.7556363636363637,0.7313059033989268
2008-09-03,0.7847272727272727,0.7506261180679785
2008-09-04,0.7687272727272727,0.7363148479427549
2008-09-05,0.7665454545454545,0.7427549194991057
2008-09-08,0.8145454545454545,0.7627906976744186
2008-09-09,0.792,0.7456171735241502
2008-09-10,0.7854545454545455,0.7663685152057246
2008-09-11,0.7956363636363636,0.756350626118068
2008-09-12,0.778909090909091,0.7627906976744186
2008-09-15,0.7301818181818182,0.7370304114490162
2008-09-16,0.7578181818181818,0.7520572450805009
2008-09-17,0.7061818181818182,0.6998211091234346
2008-09-18,0.7185454545454546,0.813953488372093
2008-09-19,0.7985454545454546,0.8161001788908765
2008-09-22,0.7243636363636364,0.7262969588550985
2008-09-23,0.7025454545454546,0.7144901610017889
2008-09-24,0.6916363636363636,0.6822898032200359
2008-09-25,0.7505454545454545,0.6998211091234346
2008-09-26,0.7541818181818182,0.7273703041144901
2008-09-29,0.7185454545454546,0.6701252236135957
2008-09-30,0.7592727272727272,0.6744186046511629
2008-10-01,0.7461818181818182,0.6776386404293382
2008-10-02,0.6945454545454546,0.6143112701252237
2008-10-03,0.6101818181818183,0.540608228980322
2008-10-06,0.5876363636363636,0.49660107334525944
2008-10-07,0.4501818181818182,0.40143112701252237
2008-10-08,0.39345454545454545,0.37960644007155636
2008-10-09,0.36363636363636365,0.35098389982110917
2008-10-10,0.36727272727272725,0.3735241502683363
2008-10-13,0.4189090909090909,0.4479427549194991
2008-10-14,0.4007272727272727,0.43864042933810377
2008-10-15,0.38545454545454544,0.3914132379248658
2008-10-16,0.38181818181818183,0.37960644007155636
2008-10-17,0.39636363636363636,0.3889087656529517
2008-10-20,0.38909090909090904,0.4193202146690519
2008-10-21,0.3650909090909091,0.4118067978533095
2008-10-22,0.32363636363636367,0.3695885509838998
2008-10-23,0.33454545454545453,0.37316636851520574
2008-10-24,0.3069090909090909,0.3288014311270125
2008-10-27,0.2821818181818182,0.3173524150268336
2008-10-28,0.27636363636363637,0.35241502683363146
2008-10-29,0.2778181818181818,0.35098389982110917
2008-10-30,0.32727272727272727,0.3810375670840787
2008-10-31,0.3810909090909091,0.4525939177101968
2008-11-03,0.3585454545454545,0.3917710196779964
2008-11-04,0.36872727272727274,0.40572450805008947
2008-11-05,0.3352727272727273,0.3420393559928444
2008-11-06,0.31927272727272726,0.32486583184257606
2008-11-07,0.3287272727272727,0.35241502683363146
2008-11-10,0.2938181818181818,0.3144901610017889
2008-11-11,0.28509090909090906,0.28729874776386405
2008-11-12,0.22981818181818184,0.2558139534883721
2008-11-13,0.26181818181818184,0.26475849731663686
2008-11-14,0.2290909090909091,0.23506261180679788
2008-11-17,0.17090909090909093,0.21538461538461537
2008-11-18,0.17018181818181818,0.2
2008-11-19,0.09818181818181819,0.14991055456171737
2008-11-20,0.06763636363636363,0.11771019677996422
2008-11-21,0.07927272727272727,0.1456171735241503
2008-11-24,0.10181818181818181,0.1810375670840787
2008-11-25,0.10690909090909091,0.18926654740608229
2008-11-26,0.15709090909090911,0.17209302325581394
2008-11-28,0.16945454545454547,0.16100178890876565
2008-12-01,0.13236363636363638,0.11663685152057245
2008-12-02,0.12581818181818183,0.11663685152057245
2008-12-03,0.14472727272727273,0.12522361359570663
2008-12-04,0.18327272727272728,0.1338103756708408
2008-12-05,0.21745454545454548,0.15420393559928441
2008-12-08,0.26181818181818184,0.18711985688729876
2008-12-09,0.23709090909090907,0.1735241502683363
2008-12-10,0.22545454545454546,0.16314847942754918
2008-12-11,0.18327272727272728,0.14347048300536672
2008-12-12,0.22981818181818184,0.16243291592128803
2008-12-15,0.21818181818181817,0.1713774597495528
2008-12-16,0.2290909090909091,0.20930232558139533
2008-12-17,0.2625454545454545,0.23005366726296958
2008-12-18,0.2487272727272727,0.20214669051878356
2008-12-19,0.26836363636363636,0.26153846153846155
2008-12-22,0.2610909090909091,0.26046511627906976
2008-12-23,0.23927272727272728,0.27155635062611805
2008-12-24,0.23781818181818182,0.2808586762075134
2008-12-26,0.24727272727272726,0.28336314847942756
2008-12-29,0.21163636363636365,0.2590339892665474
2008-12-30,0.2,0.2636851520572451
2008-12-31,0.20436363636363636,0.26654740608228983
