"","X1","BRK_A","BRK_B","long_distance","Fx","Fy","MI_X","MI_Y"
"84",2009-05-04,0.937093709370937,0.937375865182064,NA,0.865800865800866,0.896103896103896,0.349449127204746,0.801382707706992
"85",2009-05-05,0.945094509450945,0.931962082455612,NA,0.753246753246753,0.393939393939394,0.984001969689159,0.0236983046077941
"86",2009-05-06,0.949094909490949,0.929882636172134,"BRK_B",0.662337662337662,0.515151515151515,0.890343875068681,0.134386856151947
"87",2009-05-07,0.943994399439944,0.91844718627746,"BRK_B",0.411255411255411,0.251082251082251,0.887389067432851,0.0723100377834709
"88",2009-05-08,0.953045304530453,0.942521817634667,"BRK_B",0.761904761904762,0.922077922077922,0.0542159054873719,0.987577561836996
"89",2009-05-11,0.901090109010901,0.890761360216672,"BRK_B",0.025974025974026,0.025974025974026,0.392344839190403,0.392344839190403
"90",2009-05-12,0.9000900090009,0.884441769485405,"BRK_B",0.536796536796537,0.363636363636364,0.896566989703258,0.0910842196817864
"91",2009-05-13,0.886088608860886,0.863827866385796,"BRK_B",0.199134199134199,0.112554112554113,0.846022389703516,0.0666381761025694
"92",2009-05-14,0.896089608960896,0.878573578092085,"BRK_B",0.779220779220779,0.83982683982684,0.267145732974615,0.843495533145039
"93",2009-05-15,0.891289128912891,0.872645200120373,"BRK_B",0.411255411255411,0.367965367965368,0.628685670760888,0.323155761397941
"94",2009-05-18,0.92009200920092,0.885645501053265,"BRK_B",0.926406926406926,0.826839826839827,0.972711522368021,0.0931331761717584
"95",2009-05-19,0.921092109210921,0.902798675895275,"BRK_B",0.597402597402597,0.865800865800866,0.0368211802693946,0.988291641330204
"96",2009-05-20,0.93007300730073,0.896780018055974,"BRK_B",0.761904761904762,0.367965367965368,0.987151336316946,0.0189248082884641
"97",2009-05-21,0.9000900090009,0.881432440565754,"BRK_B",0.0649350649350649,0.173160173160173,0.0188693566258475,0.924095137000386
"98",2009-05-22,0.892089208920892,0.875112849834487,"BRK_B",0.303030303030303,0.359307359307359,0.259753086604436,0.670475944289551
"99",2009-05-26,0.918091809180918,0.899488414083659,"BRK_B",0.909090909090909,0.926406926406926,0.40202048170531,0.77153848346719
"100",2009-05-27,0.911591159115912,0.882633162804695,"BRK_B",0.372294372294372,0.164502164502165,0.938247509643602,0.0260737250884329
"101",2009-05-28,0.912591259125913,0.872735479987963,"BRK_B",0.597402597402597,0.264069264069264,0.971930307945905,0.0200408668456072
"102",2009-05-29,0.916091609160916,0.894372554920253,"BRK_B",0.658008658008658,0.913419913419913,0.0316277814620006,0.99379476760952
"103",2009-06-01,0.918891889188919,0.898134216069816,"BRK_B",0.640692640692641,0.658008658008658,0.468281381194446,0.600031216656062
"104",2009-06-02,0.91985198519852,0.902196810111345,"BRK_B",0.597402597402597,0.658008658008658,0.317019309190261,0.735591107945774
