"","X1","KMX","MWW","long_distance","Fx","Fy","MI_X","MI_Y"
"62",2009-04-01,1.49759615384615,0.671961874503574,"MWW",0.567099567099567,0.861471861471861,0.266576434106812,0.91432807072625
"63",2009-04-02,1.59014423076923,0.749801429706116,"MWW",0.943722943722944,0.987012987012987,0.491070339432945,0.960445387374257
"64",2009-04-03,1.45552884615385,0.735504368546465,"MWW",0.038961038961039,0.329004329004329,0.018753648047789,0.778402367299599
"65",2009-04-06,1.41346153846154,0.721207307386815,"MWW",0.225108225108225,0.329004329004329,0.24403412046818,0.509802129804228
"66",2009-04-07,1.37019230769231,0.714853057982526,"MWW",0.207792207792208,0.458874458874459,0.147141156015702,0.695381490087057
"67",2009-04-08,1.37860576923077,0.748212867355044,"MWW",0.627705627705628,0.9004329004329,0.280066214764535,0.936199836923616
"68",2009-04-09,1.46995192307692,0.834789515488483,"MWW",0.952380952380952,0.987012987012987,0.530161436899283,0.951339679969885
"69",2009-04-13,1.40745192307692,0.938840349483717,"MWW",0.12987012987013,0.991341991341991,0.0354908000377505,0.998586123687159
"70",2009-04-14,1.37379807692308,0.904686258935663,"MWW",0.281385281385281,0.168831168831169,0.508162340164049,0.193306424197057
"71",2009-04-15,1.33293269230769,0.918983320095314,"MWW",0.212121212121212,0.692640692640693,0.082153887782359,0.884698613382016
"72",2009-04-16,1.43990384615385,0.941223193010326,"MWW",0.965367965367965,0.774891774891775,0.973816883524986,0.301623511696062
"73",2009-04-17,1.53846153846154,0.94440031771247,"MWW",0.952380952380952,0.593073593073593,0.981027194332891,0.185898094900994
"74",2009-04-20,1.45072115384615,0.881652104845115,"MWW",0.0865800865800866,0.0562770562770563,0.340063174853746,0.157238159873657
"75",2009-04-21,1.45793269230769,0.899920571882446,"MWW",0.619047619047619,0.735930735930736,0.45703472740972,0.737711574955805
"76",2009-04-22,1.53004807692308,0.939634630659253,"MWW",0.909090909090909,0.896103896103896,0.770655574676958,0.707911472847385
"77",2009-04-23,1.52764423076923,0.951548848292295,"MWW",0.523809523809524,0.666666666666667,0.392287301670695,0.710744658630705
"78",2009-04-24,1.55528846153846,0.991262907069102,"MWW",0.744588744588745,0.883116883116883,0.451112158267811,0.870802686903511
"79",2009-04-27,1.52283653846154,0.958697378872121,"MWW",0.316017316017316,0.207792207792208,0.510749493955617,0.227763161656904
"80",2009-04-28,1.50360576923077,0.937251787132645,"MWW",0.38961038961039,0.303030303030303,0.516623183447466,0.311234265701387
"81",2009-04-29,1.50600961538462,1.04130262112788,"MWW",0.567099567099567,0.987012987012987,0.124750799137263,0.997195365985182
"82",2009-04-30,1.53365384615385,1.09610802223987,"MWW",0.744588744588745,0.917748917748918,0.385069431122343,0.921693150848696
"83",2009-05-01,1.47836538461538,1.12470214455917,"MWW",0.173160173160173,0.805194805194805,0.0476627269080702,0.946312703428422
"84",2009-05-04,1.55048076923077,1.1779189833201,"MWW",0.909090909090909,0.904761904761905,0.753751290819645,0.732136963745719
"85",2009-05-05,1.625,1.13423351866561,"MWW",0.9004329004329,0.151515151515152,0.978002571913508,0.0347062942687135
"86",2009-05-06,1.57091346153846,1.13105639396346,"MWW",0.203463203463203,0.523809523809524,0.118704937814696,0.763524653130329
"87",2009-05-07,1.48317307692308,1.06354249404289,"MWW",0.0865800865800866,0.0735930735930736,0.28491805101163,0.212673842497081
"88",2009-05-08,1.51201923076923,1.11517077045274,"MWW",0.757575757575758,0.904761904761905,0.43041547814406,0.897078837108984
"89",2009-05-11,1.48197115384615,1.07704527402701,"MWW",0.316017316017316,0.194805194805195,0.526714259218382,0.208298020041116
"90",2009-05-12,1.40504807692308,1.02700555996823,"MWW",0.0909090909090909,0.103896103896104,0.229344425323042,0.292088527152615
"91",2009-05-13,1.28125,0.964257347100874,"MWW",0.0303030303030303,0.0692640692640693,0.0936058585662502,0.404010332762882
"92",2009-05-14,1.25120192307692,1.00317712470214,"MWW",0.285714285714286,0.87012987012987,0.0829475227517021,0.961954659043083
"93",2009-05-15,1.265625,0.997617156473392,"MWW",0.683982683982684,0.493506493506494,0.752462007804011,0.339652670862518
"94",2009-05-18,1.28485576923077,1.05321683876092,"MWW",0.718614718614719,0.930735930735931,0.32585513673049,0.94613932866237
"95",2009-05-19,1.26802884615385,1.07942811755361,"MWW",0.385281385281385,0.783549783549784,0.169044869278917,0.897102399382602
"96",2009-05-20,1.23918269230769,1.06671961874504,"MWW",0.307359307359307,0.432900432900433,0.284987046958861,0.57296940290449
"97",2009-05-21,1.19230769230769,1.01270849880858,"MWW",0.164502164502165,0.103896103896104,0.409439729298406,0.176586388016531
