"","X1","ITW","EFX","long_distance","Fx","Fy","MI_X","MI_Y"
"100",2009-05-27,0.88382874284156,0.995298372513562,"ITW",0.0692640692640693,0.138528138528139,0.10591002317776,0.621149914490155
"101",2009-05-28,0.87646577583856,0.966726943942134,"ITW",0.350649350649351,0.134199134199134,0.775898562559201,0.0730589079144547
"102",2009-05-29,0.880556313062449,0.984448462929476,"ITW",0.632034632034632,0.822510822510823,0.246421554077169,0.903595264196102
"103",2009-06-01,0.977638396509408,0.987341772151899,"ITW",0.991341991341991,0.571428571428571,0.999986230511915,0.000736104917935854
"104",2009-06-02,0.980365421325334,0.987703435804702,"ITW",0.584415584415584,0.528138528138528,0.626925480738257,0.461122308383739
"105",2009-06-03,0.981456231251704,0.978661844484629,NA,0.541125541125541,0.337662337662338,0.753715210340791,0.216724676435162
"106",2009-06-04,0.998363785110444,0.9750452079566,NA,0.796536796536797,0.445887445887446,0.949508257362713,0.111348860135881
"107",2009-06-05,1.00981728933733,0.94502712477396,"EFX",0.757575757575758,0.116883116883117,0.988851761336851,0.00681294051938452
"108",2009-06-08,1.00818107444778,0.963833634719711,"EFX",0.480519480519481,0.844155844155844,0.0874564266847963,0.97029435073435
"109",2009-06-09,1.01608944641396,0.975768535262206,"EFX",0.696969696969697,0.735930735930736,0.536657165525454,0.685460772311871
"110",2009-06-10,1.02481592582492,0.991681735985534,"EFX",0.701298701298701,0.787878787878788,0.435745112467649,0.784812553180573
"111",2009-06-11,1.03272429779111,0.987341772151899,"EFX",0.692640692640693,0.424242424242424,0.869472832590236,0.189368855421455
"112",2009-06-12,1.03845104990455,0.986980108499096,"EFX",0.645021645021645,0.523809523809524,0.731179125073326,0.375475936234174
"113",2009-06-15,1.00518134715026,0.955153707052441,"EFX",0.0952380952380952,0.108225108225108,0.272191551890363,0.378735965961199
"114",2009-06-16,0.998091082628852,0.945388788426763,"EFX",0.367965367965368,0.324675324675325,0.495391470830245,0.361125304212655
"115",2009-06-17,1.00272702481593,0.950090415913201,"EFX",0.632034632034632,0.588744588744589,0.637470100055945,0.502401220464519
"116",2009-06-18,0.986637578401963,0.946473779385172,"EFX",0.242424242424242,0.441558441558442,0.161521445841813,0.724481148061088
"117",2009-06-19,0.96727570220889,0.944303797468354,"EFX",0.199134199134199,0.471861471861472,0.0953717195669146,0.811239507235995
"118",2009-06-22,0.939732751568039,0.917179023508138,"EFX",0.112554112554113,0.134199134199134,0.257904961245478,0.405499578304814
"119",2009-06-23,0.953095173166076,0.92368896925859,"EFX",0.783549783549784,0.649350649350649,0.833306748311099,0.351068037457288
"120",2009-06-24,0.962639760021816,0.93128390596745,"EFX",0.744588744588745,0.67965367965368,0.727860841759547,0.485058396079498
"121",2009-06-25,1.0035451322607,0.950452079566004,"EFX",0.948051948051948,0.844155844155844,0.96408625224604,0.166781607236249
"122",2009-06-26,1.02127079356422,0.942857142857143,"EFX",0.805194805194805,0.354978354978355,0.971236910261474,0.0582997776493644
"123",2009-06-29,1.03408781019907,0.950452079566004,"EFX",0.770562770562771,0.67965367965368,0.778070879158064,0.431984359457788
"124",2009-06-30,1.0182710662667,0.943942133815552,"EFX",0.246753246753247,0.367965367965368,0.223940074541628,0.608101652939883
"125",2009-07-01,1.02263430597218,0.955153707052441,"EFX",0.627705627705628,0.727272727272727,0.421272149176853,0.75943307706072
