"","X1","CCL","ETH","long_distance","Fx","Fy","MI_X","MI_Y"
"112",2009-06-12,0.945988258317025,0.840877914951989,"ETH",0.757575757575758,0.393939393939394,0.876088837526437,0.168737910803149
"113",2009-06-15,0.906457925636008,0.795610425240055,"ETH",0.134199134199134,0.0606060606060606,0.450799834608656,0.137467217258411
"114",2009-06-16,0.881800391389433,0.764060356652949,"ETH",0.229437229437229,0.125541125541126,0.505106517301103,0.19029472765006
"115",2009-06-17,0.902152641878669,0.753086419753086,"ETH",0.800865800865801,0.380952380952381,0.915923852398257,0.129173976207273
"116",2009-06-18,0.969471624266145,0.740054869684499,"ETH",0.952380952380952,0.333333333333333,0.99501842375653,0.0221712810365753
"117",2009-06-19,1.04109589041096,0.750342935528121,"ETH",0.952380952380952,0.696969696969697,0.960739253557072,0.223614725899402
"118",2009-06-22,0.961252446183953,0.723593964334705,"ETH",0.0216450216450216,0.168831168831169,0.0327122370080331,0.684048054629829
"119",2009-06-23,0.960469667318982,0.696159122085048,"ETH",0.532467532467532,0.142857142857143,0.848523660612793,0.069264641105945
"120",2009-06-24,0.997260273972603,0.699588477366255,"ETH",0.874458874458874,0.614718614718615,0.897033596108967,0.272165220667411
"121",2009-06-25,1.00743639921722,0.720164609053498,"ETH",0.688311688311688,0.80952380952381,0.456979131883973,0.768399843354736
"122",2009-06-26,0.992172211350294,0.713305898491084,"ETH",0.367965367965368,0.428571428571429,0.385846635897538,0.521333016311686
"123",2009-06-29,1.02113502935421,0.726337448559671,"ETH",0.83982683982684,0.735930735930736,0.778825580176199,0.490054441373147
"124",2009-06-30,1.00861056751468,0.710562414266118,"ETH",0.393939393939394,0.29004329004329,0.548730211814619,0.308998419365892
"125",2009-07-01,1.02818003913894,0.732510288065844,"ETH",0.766233766233766,0.813852813852814,0.575045121906302,0.709307079776975
