,AIV,LNC
2008-08-06,0.9267633325141313,0.8928507755393117
2008-08-07,0.9127549766527403,0.8570155107862364
2008-08-08,0.9596952568198575,0.8962381886254235
2008-08-11,0.9424920127795529,0.8980210376181137
2008-08-12,0.9292209388056034,0.8730611517204492
2008-08-13,0.9348734332759893,0.8571937956855054
2008-08-14,0.9343819120176949,0.8805491174897486
2008-08-15,0.9333988695011058,0.8980210376181137
2008-08-18,0.8935856475792578,0.8666428953467641
2008-08-19,0.8800688129761614,0.8538063825993938
2008-08-20,0.8771196854263947,0.8621857728650383
2008-08-21,0.8719587122143032,0.8561240862898912
2008-08-22,0.8894077168837552,0.8842931003743982
2008-08-25,0.8567215532071762,0.8589766446781957
2008-08-26,0.8699926271811256,0.8634337671599215
2008-08-27,0.8677807815188008,0.8803708325904795
2008-08-28,0.8894077168837552,0.9176323765377071
2008-08-29,0.8709756696977144,0.9049741486896059
2008-09-02,0.871712951585156,0.9183455161347833
2008-09-03,0.8908822806586385,0.9251203423070066
2008-09-04,0.866797739002212,0.8821536815831698
2008-09-05,0.8712214303268617,0.9039044392939918
2008-09-08,0.904399115261735,0.9538242110893207
2008-09-09,0.8812976161218973,0.888037083259048
2008-09-10,0.8638486114524453,0.9008735960064183
2008-09-11,0.8653231752273286,0.9081832768764485
2008-09-12,0.8776112066846892,0.9252986272062755
2008-09-15,0.8090439911526175,0.8753788554109466
2008-09-16,0.8294421233718359,0.9015867356034943
2008-09-17,0.7542393708527895,0.7609199500802282
2008-09-18,0.8422216760874909,0.9270814761989659
2008-09-19,0.891373801916933,0.9787840969869851
2008-09-22,0.7940525927746376,0.8627206275628454
2008-09-23,0.8102727942983534,0.8486361205205919
2008-09-24,0.810764315556648,0.8236762346229274
2008-09-25,0.819120176947653,0.8593332144767338
2008-09-26,0.864585893339887,0.8735960064182563
2008-09-29,0.7793069550258049,0.7523622749153147
2008-09-30,0.8606537232735317,0.7632376537707256
2008-10-01,0.8515605799950848,0.7347120698876805
2008-10-02,0.7915949864831655,0.7184881440541985
2008-10-03,0.7608749078397641,0.699411659832412
2008-10-06,0.8601622020152372,0.5990372615439472
2008-10-07,0.6266896043253871,0.5521483330361918
2008-10-08,0.5772917178667978,0.4986628632554822
2008-10-09,0.509953305480462,0.3264396505615974
2008-10-10,0.5286311132956502,0.4269923337493314
2008-10-13,0.5603342344556402,0.4703155642717061
2008-10-14,0.5423937085278938,0.5412729541807808
2008-10-15,0.48586876382403543,0.49367088607594933
2008-10-16,0.5001228803145736,0.41843465858441786
2008-10-17,0.4890636520029491,0.41165983241219467
2008-10-20,0.5116736298844925,0.46407559279729005
2008-10-21,0.48242811501597443,0.44963451595649845
2008-10-22,0.4300811010076186,0.37457657336423605
2008-10-23,0.33226837060702874,0.36655375289712955
2008-10-24,0.3003194888178914,0.37422000356569796
2008-10-27,0.25804866060457116,0.3346407559279729
2008-10-28,0.3054804620299828,0.36744517739347476
2008-10-29,0.3035143769968051,0.3654840435015154
2008-10-30,0.3207176210371099,0.3157425566054555
2008-10-31,0.35954780044236917,0.307363166339811
2008-11-03,0.3740476775620546,0.3519343911570689
2008-11-04,0.40476775620545585,0.40666785523266175
2008-11-05,0.37036126812484643,0.3649491888037083
2008-11-06,0.33177684934873436,0.32126938848279546
2008-11-07,0.34996313590562794,0.35246924585487605
2008-11-10,0.32735315802408455,0.3431984310928864
2008-11-11,0.346522487097567,0.290782670707791
2008-11-12,0.32145490292455153,0.2551256908539847
2008-11-13,0.3750307200786434,0.2697450525940453
2008-11-14,0.29712460063897767,0.25583883045106076
2008-11-17,0.26271811255836813,0.22374754858263504
2008-11-18,0.249692799213566,0.2167944375111428
2008-11-19,0.21872695994101746,0.1303262613656623
2008-11-20,0.1946424182845908,0.09039044392939918
2008-11-21,0.22118456623248955,0.1133891959351043
2008-11-24,0.2821332022609978,0.12533428418612944
2008-11-25,0.2720570164659622,0.18006774826172223
2008-11-26,0.291717866797739,0.20645391335353894
2008-11-28,0.2818874416318506,0.2447851666963808
2008-12-01,0.24231998033914967,0.21126760563380279
2008-12-02,0.26935364954534285,0.21198074523087895
2008-12-03,0.2931924305726223,0.22000356569798538
2008-12-04,0.2698451708036373,0.21768586200748796
2008-12-05,0.2848365691816171,0.3095025851310394
2008-12-08,0.29687884000983045,0.2916740952041362
2008-12-09,0.2725485377242566,0.28579069352825814
2008-12-10,0.31457360530842965,0.2989837760741665
2008-12-11,0.2494470385844188,0.30361918345516137
2008-12-12,0.2831162447775866,0.3091460153325013
2008-12-15,0.2732858196116982,0.2779461579604207
2008-12-16,0.33349717375276483,0.3150294170083794
2008-12-17,0.3462767264684198,0.3168122660010697
2008-12-18,0.3049889407716884,0.3225173827776787
2008-12-19,0.32833620054067336,0.33874130861116064
2008-12-22,0.32637011550749573,0.29399179889463356
2008-12-23,0.31604816908331285,0.2884649670172936
2008-12-24,0.27230277709510936,0.2914958103048672
2008-12-26,0.28115015974440893,0.2996969156712426
2008-12-29,0.26492995822069304,0.2923872348012123
2008-12-30,0.27721798967805356,0.3269745052594045
2008-12-31,0.2838535266650283,0.3358887502228561
