,CMCSA,CMCSK
2008-08-06,1.1450134770889486,1.1479064709081022
2008-08-07,1.1326145552560647,1.1359434475258292
2008-08-08,1.1708894878706197,1.1729200652528549
2008-08-11,1.1762803234501347,1.1789015769439912
2008-08-12,1.1768194070080862,1.1805328983143013
2008-08-13,1.1784366576819407,1.1821642196846112
2008-08-14,1.1859838274932615,1.1892332789559543
2008-08-15,1.201078167115903,1.2082653616095702
2008-08-18,1.1762803234501347,1.178357803153888
2008-08-19,1.1584905660377358,1.163132137030995
2008-08-20,1.1471698113207547,1.1506253398586188
2008-08-21,1.1574123989218328,1.1620445894507885
2008-08-22,1.1703504043126685,1.1745513866231647
2008-08-25,1.1212938005390836,1.1245241979336595
2008-08-26,1.1369272237196766,1.140837411636759
2008-08-27,1.1471698113207547,1.1489940184883087
2008-08-28,1.167654986522911,1.1669385535617183
2008-08-29,1.1417789757412398,1.1495377922784122
2008-09-02,1.140700808625337,1.1419249592169658
2008-09-03,1.1617250673854447,1.1642196846112016
2008-09-04,1.123989218328841,1.130505709624796
2008-09-05,1.1110512129380052,1.1136487221315932
2008-09-08,1.1493261455525605,1.152800435019032
2008-09-09,1.1164420485175202,1.1212615551930396
2008-09-10,1.138544474393531,1.1402936378466557
2008-09-11,1.1606469002695419,1.1647634584013051
2008-09-12,1.1703504043126685,1.1707449700924415
2008-09-15,1.1245283018867924,1.1288743882544863
2008-09-16,1.1072776280323449,1.1092985318107667
2008-09-17,1.0495956873315362,1.054921152800435
2008-09-18,1.1018867924528302,1.1071234366503533
2008-09-19,1.1164420485175202,1.1207177814029363
2008-09-22,1.0716981132075472,1.0815660685154975
2008-09-23,1.0382749326145553,1.0424143556280587
2008-09-24,1.0339622641509434,1.0386079390973355
2008-09-25,1.07277628032345,1.0761283306144642
2008-09-26,1.1159029649595686,1.1179989124524197
2008-09-29,0.97088948787062,0.9896682979880369
2008-09-30,1.05822102425876,1.072321914083741
2008-10-01,1.0431266846361187,1.051658510059815
2008-10-02,0.9892183288409704,0.9918433931484502
2008-10-03,0.9929919137466308,0.992930940728657
2008-10-06,0.9778975741239893,0.9787928221859706
2008-10-07,0.9245283018867924,0.9255029907558455
2008-10-08,0.9159029649595686,0.9162588363240892
2008-10-09,0.8792452830188678,0.8814573137574769
2008-10-10,0.828032345013477,0.8270799347471453
2008-10-13,0.9148247978436657,0.8923327895595432
2008-10-14,0.8970350404312668,0.8934203371397498
2008-10-15,0.7671159029649596,0.7601957585644372
2008-10-16,0.828032345013477,0.8156606851549755
2008-10-17,0.8210242587601078,0.8123980424143555
2008-10-20,0.8609164420485175,0.8542686242523111
2008-10-21,0.828032345013477,0.8178357803153887
2008-10-22,0.765498652291105,0.7520391517128874
2008-10-23,0.7665768194070081,0.7482327351821642
2008-10-24,0.7045822102425876,0.6987493202827624
2008-10-27,0.7342318059299191,0.7324632952691681
2008-10-28,0.9142857142857143,0.8575312669929309
2008-10-29,0.8237196765498651,0.8172920065252854
2008-10-30,0.8140161725067385,0.8020663404023926
2008-10-31,0.8495956873315363,0.8384991843393148
2008-11-03,0.9212938005390835,0.9097335508428493
2008-11-04,0.9579514824797843,0.9429037520391517
2008-11-05,0.9110512129380053,0.8961392060902664
2008-11-06,0.9002695417789757,0.8912452419793366
2008-11-07,0.938544474393531,0.9227841218053289
2008-11-10,0.8916442048517519,0.876563349646547
2008-11-11,0.8485175202156334,0.831973898858075
2008-11-12,0.8070080862533693,0.7879282218597063
2008-11-13,0.8765498652291106,0.8564437194127242
2008-11-14,0.8371967654986522,0.8238172920065253
2008-11-17,0.8188679245283018,0.7982599238716693
2008-11-18,0.831266846361186,0.7949972811310494
2008-11-19,0.7423180592991914,0.720500271886895
2008-11-20,0.7169811320754718,0.6900489396411092
2008-11-21,0.7584905660377358,0.7183251767264818
2008-11-24,0.8237196765498651,0.7906470908102229
2008-11-25,0.8463611859838274,0.8243610657966286
2008-11-26,0.8975741239892182,0.8754758020663405
2008-11-28,0.9347708894878706,0.9119086460032626
2008-12-01,0.8328840970350404,0.8085916258836323
2008-12-02,0.8625336927223719,0.8374116367591082
2008-12-03,0.8657681940700808,0.8325176726481783
2008-12-04,0.8506738544474393,0.8194671016856987
2008-12-05,0.8711590296495957,0.8493746601413811
2008-12-08,0.8921832884097035,0.8624252311038607
2008-12-09,0.8846361185983828,0.8575312669929309
2008-12-10,0.8867924528301886,0.8548123980424144
2008-12-11,0.8609164420485175,0.8303425774877651
2008-12-12,0.84366576819407,0.809679173463839
2008-12-15,0.8409703504043127,0.8107667210440457
2008-12-16,0.8867924528301886,0.8542686242523111
2008-12-17,0.8808625336927224,0.8510059815116912
2008-12-18,0.8522911051212938,0.8194671016856987
2008-12-19,0.8495956873315363,0.8178357803153887
2008-12-22,0.845822102425876,0.8205546492659054
2008-12-23,0.8371967654986522,0.8151169113648722
2008-12-24,0.8296495956873315,0.7982599238716693
2008-12-26,0.8409703504043127,0.8107667210440457
2008-12-29,0.8371967654986522,0.7993474714518759
2008-12-30,0.8873315363881402,0.8586188145731375
2008-12-31,0.9099730458221024,0.8781946710168569
