,PG,HAE
2008-08-06,1.0260408781226344,1.0945691279767005
2008-08-07,1.021650264950795,1.0952544115127634
2008-08-08,1.0542013626040878,1.0902861058763065
2008-08-11,1.0511733535200607,1.0873736508480385
2008-08-12,1.0649507948523846,1.079150248415282
2008-08-13,1.0537471612414837,1.0570498543772486
2008-08-14,1.0554125662376987,1.0596196676374852
2008-08-15,1.0840272520817562,1.0536234366969335
2008-08-18,1.0790310370931113,1.0608189138255955
2008-08-19,1.0707040121120364,1.0621894808977215
2008-08-20,1.0643451930355792,1.0450573924961453
2008-08-21,1.0582891748675247,1.0426589001199247
2008-08-22,1.0841786525359576,1.0779510022271717
2008-08-25,1.061771385314156,1.0342641768031524
2008-08-26,1.0573807721423165,1.0525955113928387
2008-08-27,1.0607115821347466,1.064587973273942
2008-08-28,1.075094625283876,1.0695562789103992
2008-08-29,1.056320968962907,1.0745245845468563
2008-09-02,1.0669190007570022,1.081206099023471
2008-09-03,1.0813020439061318,1.0957683741648108
2008-09-04,1.066464799394398,1.091999314716464
2008-09-05,1.0716124148372446,1.0964536577008739
2008-09-08,1.0956850870552612,1.1134144252184341
2008-09-09,1.0884178652535959,1.106390268973788
2008-09-10,1.095987887963664,1.1074181942778825
2008-09-11,1.1064345193035579,1.108446119581977
2008-09-12,1.1074943224829676,1.1065615898578038
2008-09-15,1.0922028766086298,1.0798355319513449
2008-09-16,1.0900832702498109,1.1154702758266233
2008-09-17,1.0740348221044664,1.069042316258352
2008-09-18,1.0796366389099168,1.1022785677574098
2008-09-19,1.0652535957607874,1.1207812232311118
2008-09-22,1.0301286903860714,1.0899434641082748
2008-09-23,1.0186222558667677,1.0774370395751243
2008-09-24,1.0407267221801666,1.0527668322768546
2008-09-25,1.0372445117335354,1.0376905944834676
2008-09-26,1.0422407267221803,1.0435155045400035
2008-09-29,1.0105980317940955,1.0541373993489807
2008-09-30,1.055109765329296,1.05739249614528
2008-10-01,1.0790310370931113,1.060304951173548
2008-10-02,1.0816048448145346,1.0368339900633887
2008-10-03,1.0752460257380771,1.0663011821140997
2008-10-06,1.0383043149129447,1.0171320884015762
2008-10-07,1.0030280090840273,0.9732739420935412
2008-10-08,1.0007570022710068,0.9772143224259038
2008-10-09,0.9217259651778956,0.9280452287133802
2008-10-10,0.9017411052233157,0.9554565701559021
2008-10-13,0.958213474640424,0.9919479184512592
2008-10-14,0.9704769114307342,1.0030837759122837
2008-10-15,0.9056775170325512,0.9362686311461367
2008-10-16,0.935200605601817,0.9564844954599966
2008-10-17,0.9347464042392127,0.9285591913654275
2008-10-20,0.9676003028009084,0.9640226143566901
2008-10-21,0.9532172596517791,0.9581977043001543
2008-10-22,0.8896290688872067,0.9247901319170807
2008-10-23,0.9170325510976534,0.9206784307007025
2008-10-24,0.8912944738834216,0.8495802638341615
2008-10-27,0.8685844057532173,0.8973787904745589
2008-10-28,0.9573050719152157,0.9557992119239336
2008-10-29,0.9233913701741105,0.9314716463936954
2008-10-30,0.9550340651021954,0.9624807264005483
2008-10-31,0.9771385314155944,1.0118211409970876
2008-11-03,0.9750189250567753,1.0092513277368511
2008-11-04,1.0003028009084027,1.010793215692993
2008-11-05,0.9660862982588948,0.9672777111529897
2008-11-06,0.9591218773656321,0.9554565701559021
2008-11-07,0.9763815291445874,0.985609045742676
2008-11-10,0.9833459500378502,0.9955456570155903
2008-11-11,0.9662376987130962,0.9893781051910229
2008-11-12,0.9364118092354278,0.9525441151276342
2008-11-13,0.9848599545798638,0.9876648963508652
2008-11-14,0.9554882664647995,0.9323282508137742
2008-11-17,0.9464042392127177,0.9581977043001543
2008-11-18,0.9727479182437547,0.9434641082747988
2008-11-19,0.9427706283118851,0.8869282165495975
2008-11-20,0.8982588947766843,0.8564330991947919
2008-11-21,0.9551854655563967,0.9170806921363714
2008-11-24,0.9792581377744135,0.94826109302724
2008-11-25,0.956548069644209,0.9683056364570842
2008-11-26,0.9562452687358062,0.9797841356861401
2008-11-28,0.9742619227857683,0.9797841356861401
2008-12-01,0.9158213474640424,0.9170806921363714
2008-12-02,0.9302043906131718,0.9383244817543259
2008-12-03,0.9520060560181681,0.9599109131403119
2008-12-04,0.927327781983346,0.9542573239677917
2008-12-05,0.9482210446631341,0.984923762206613
2008-12-08,0.946101438304315,0.9864656501627549
2008-12-09,0.9052233156699471,0.9657358231968477
2008-12-10,0.8950794852384557,0.9592256296042488
2008-12-11,0.8869038607115821,0.9388384444063731
2008-12-12,0.8923542770628312,0.9578550625321226
2008-12-15,0.8987130961392884,0.931129004625664
2008-12-16,0.9329295987887963,0.9628233681685798
2008-12-17,0.9190007570022711,0.9638512934726743
2008-12-18,0.9130961392884179,0.9744731882816516
2008-12-19,0.9111279333838002,0.9381531608703101
2008-12-22,0.9153671461014383,0.9554565701559021
2008-12-23,0.9058289174867524,0.9121123864999144
2008-12-24,0.9143073429220289,0.9251327736851123
2008-12-26,0.9164269492808479,0.9458626006510195
2008-12-29,0.911430734292203,0.9400376905944835
2008-12-30,0.9253595760787282,0.961966763748501
2008-12-31,0.9359576078728237,0.9679629946890527
