,TJX,DHR
2008-08-06,1.0738317757009346,1.0844309799789251
2008-08-07,1.0909657320872275,1.0849578503688093
2008-08-08,1.1485981308411213,1.0993150684931505
2008-08-11,1.1526479750778815,1.0976027397260273
2008-08-12,1.126791277258567,1.0931243414120126
2008-08-13,1.1149532710280372,1.0966807165437302
2008-08-14,1.1230529595015575,1.1128819810326658
2008-08-15,1.1202492211838007,1.1052423603793466
2008-08-18,1.1087227414330219,1.0978661749209693
2008-08-19,1.083177570093458,1.076396206533193
2008-08-20,1.0862928348909655,1.0771865121180189
2008-08-21,1.0965732087227416,1.084299262381454
2008-08-22,1.121183800623053,1.084694415173867
2008-08-25,1.1074766355140186,1.0638830347734456
2008-08-26,1.109968847352025,1.066780821917808
2008-08-27,1.1168224299065421,1.0678345626975763
2008-08-28,1.1383177570093457,1.0799525816649103
2008-08-29,1.1289719626168224,1.0744204425711275
2008-09-02,1.1317757009345792,1.0733667017913593
2008-09-03,1.146105919003115,1.0636195995785036
2008-09-04,1.0613707165109034,1.0214699683877766
2008-09-05,1.0707165109034267,1.0241043203371971
2008-09-08,1.091277258566978,1.0327976817702844
2008-09-09,1.0651090342679126,1.0032929399367756
2008-09-10,1.0757009345794393,1.0167281348788197
2008-09-11,1.091277258566978,1.02963645943098
2008-09-12,1.0591900311526479,1.013040042149631
2008-09-15,1.0355140186915888,0.9853793466807166
2008-09-16,1.066043613707165,1.005400421496312
2008-09-17,1.0059190031152647,0.9799789251844047
2008-09-18,1.0258566978193147,1.0089567966280295
2008-09-19,1.014018691588785,1.0255532139093784
2008-09-22,0.9781931464174454,0.9844573234984193
2008-09-23,0.9919003115264797,0.9388830347734457
2008-09-24,0.9713395638629283,0.9463909378292938
2008-09-25,0.9887850467289718,0.9340094836670179
2008-09-26,0.9956386292834891,0.9349315068493151
2008-09-29,0.9423676012461059,0.8988408851422549
2008-09-30,0.9507788161993769,0.9141201264488936
2008-10-01,0.9538940809968848,0.9026606954689146
2008-10-02,0.9171339563862928,0.8553740779768176
2008-10-03,0.9305295950155763,0.8249473129610116
2008-10-06,0.9158878504672896,0.810063224446786
2008-10-07,0.8669781931464173,0.7633034773445733
2008-10-08,0.8601246105919003,0.7460484720758693
2008-10-09,0.7834890965732086,0.7007376185458377
2008-10-10,0.7990654205607476,0.7356427818756586
2008-10-13,0.8411214953271028,0.8121707060063224
2008-10-14,0.8448598130841122,0.7932033719704952
2008-10-15,0.8052959501557633,0.7114067439409905
2008-10-16,0.8595015576323987,0.7675184404636459
2008-10-17,0.8404984423676012,0.7428872497365647
2008-10-20,0.8582554517133956,0.7507903055848261
2008-10-21,0.8345794392523364,0.7652792413066386
2008-10-22,0.7828660436137072,0.7488145416227608
2008-10-23,0.7651090342679127,0.732086406743941
2008-10-24,0.7361370716510903,0.7146996838777661
2008-10-27,0.7193146417445483,0.6949420442571127
2008-10-28,0.7906542056074766,0.7503951527924131
2008-10-29,0.8283489096573209,0.7480242360379347
2008-10-30,0.8317757009345794,0.7687038988408851
2008-10-31,0.8336448598130841,0.7802950474183351
2008-11-03,0.8099688473520249,0.7849051633298209
2008-11-04,0.8218068535825545,0.8203371970495258
2008-11-05,0.809657320872274,0.7824025289778714
2008-11-06,0.74797507788162,0.7401211801896733
2008-11-07,0.753582554517134,0.7523709167544783
2008-11-10,0.7383177570093458,0.7514488935721811
2008-11-11,0.7305295950155762,0.7328767123287672
2008-11-12,0.677570093457944,0.7033719704952581
2008-11-13,0.7043613707165108,0.7474973656480506
2008-11-14,0.6641744548286604,0.7102212855637513
2008-11-17,0.6423676012461059,0.6945468914646996
2008-11-18,0.6246105919003115,0.7120653319283456
2008-11-19,0.5738317757009346,0.6776870389884089
2008-11-20,0.5753894080996884,0.6516069546891464
2008-11-21,0.621183800623053,0.6973129610115911
2008-11-24,0.6582554517133956,0.7352476290832455
2008-11-25,0.661993769470405,0.7328767123287672
2008-11-26,0.7071651090342679,0.7108798735511064
2008-11-28,0.7109034267912773,0.7328767123287672
2008-12-01,0.6320872274143302,0.6658324552160169
2008-12-02,0.6327102803738317,0.655031612223393
2008-12-03,0.6523364485981309,0.6718914646996839
2008-12-04,0.6009345794392523,0.6537144362486829
2008-12-05,0.6255451713395638,0.6629346680716544
2008-12-08,0.6585669781931464,0.684404636459431
2008-12-09,0.625233644859813,0.6556902002107482
2008-12-10,0.638006230529595,0.6743940990516333
2008-12-11,0.6155763239875389,0.6543730242360379
2008-12-12,0.616822429906542,0.6684668071654373
2008-12-15,0.6143302180685357,0.6654373024236038
2008-12-16,0.6355140186915887,0.7149631190727082
2008-12-17,0.6523364485981309,0.7107481559536354
2008-12-18,0.6433021806853582,0.7247102212855637
2008-12-19,0.6433021806853582,0.7252370916754478
2008-12-22,0.6177570093457944,0.7174657534246575
2008-12-23,0.6080996884735203,0.7123287671232876
2008-12-24,0.616822429906542,0.72036354056902
2008-12-26,0.6242990654205607,0.7211538461538461
2008-12-29,0.6149532710280373,0.7191780821917808
2008-12-30,0.6242990654205607,0.7324815595363541
2008-12-31,0.640809968847352,0.7456533192834562
