"","X1","WSBC","GHL","long_distance","Fx","Fy","MI_X","MI_Y"
"104",2009-06-02,0.627199413489736,1.11545677586953,"WSBC",0.731601731601732,0.601731601731602,0.75064194497448,0.483047149363217
"105",2009-06-03,0.625733137829912,1.09756097560976,"WSBC",0.510822510822511,0.350649350649351,0.625617930339702,0.33974031828867
"106",2009-06-04,0.645894428152493,1.11747726944725,"WSBC",0.792207792207792,0.701298701298701,0.767096756363111,0.549777989918087
"107",2009-06-05,0.63049853372434,1.06912974455188,"WSBC",0.268398268398268,0.125541125541126,0.465221305989634,0.159143251023179
"108",2009-06-08,0.625,1.03694616827825,"WSBC",0.432900432900433,0.238095238095238,0.59637595039936,0.242811949636865
"109",2009-06-09,0.610337243401759,1.06220233799971,"WSBC",0.272727272727273,0.748917748917749,0.146789925628014,0.890686079522651
"110",2009-06-10,0.583211143695015,1.04632703131765,"WSBC",0.125541125541126,0.359307359307359,0.131402062046389,0.585369871063721
"111",2009-06-11,0.587976539589443,1.05426468465868,"WSBC",0.614718614718615,0.584415584415584,0.615325593033017,0.556472262156727
"112",2009-06-12,0.594941348973607,1.0391109828258,"WSBC",0.645021645021645,0.363636363636364,0.768059457211696,0.280780440559307
"113",2009-06-15,0.566348973607038,1.01775147928994,"WSBC",0.116883116883117,0.32034632034632,0.131054537264824,0.544062054638171
"114",2009-06-16,0.554618768328446,1.01500938086304,"WSBC",0.281385281385281,0.484848484848485,0.271430377182637,0.632897754646372
"115",2009-06-17,0.553152492668622,1.00144320969837,"WSBC",0.510822510822511,0.372294372294372,0.613833437037088,0.365404584977272
"116",2009-06-18,0.565615835777126,0.993361235387502,"WSBC",0.74025974025974,0.428571428571429,0.838044516906718,0.284285233256023
"117",2009-06-19,0.567815249266862,0.999855679030163,"WSBC",0.575757575757576,0.58008658008658,0.569641252673286,0.577912602275769
"118",2009-06-22,0.545087976539589,0.967094818877183,"WSBC",0.138528138528139,0.207792207792208,0.204315549885014,0.362381246373209
"119",2009-06-23,0.538856304985337,0.968538028575552,"WSBC",0.385281385281385,0.515151515151515,0.378487144017836,0.611873702184424
"120",2009-06-24,0.532624633431085,0.982104199740222,"WSBC",0.385281385281385,0.675324675324675,0.284937837144791,0.790022781246028
"121",2009-06-25,0.552785923753666,1.03550295857988,"WSBC",0.826839826839827,0.917748917748918,0.53022430136472,0.874704555526069
"122",2009-06-26,0.54875366568915,1.04271900707173,"WSBC",0.458874458874459,0.58008658008658,0.427059694768698,0.64866315313789
"123",2009-06-29,0.544721407624633,1.05253283302064,"WSBC",0.458874458874459,0.623376623376623,0.398695851280482,0.699451975847146
"124",2009-06-30,0.532991202346041,1.04214172319238,"WSBC",0.281385281385281,0.411255411255411,0.305704871517551,0.543957424057362
"125",2009-07-01,0.555351906158358,1.07403665752634,"WSBC",0.848484848484849,0.783549783549784,0.787690795291399,0.597509522015951
