,SCG,WEC
2008-08-06,0.9753151260504203,0.9832499456167066
2008-08-07,0.9779411764705883,0.9697628888405482
2008-08-08,1.0036764705882353,1.000217533173809
2008-08-11,1.0073529411764706,1.0200130519904287
2008-08-12,0.9971113445378151,1.0023928649118992
2008-08-13,0.9981617647058824,1.0060909288666522
2008-08-14,0.9826680672268908,0.9958668696976289
2008-08-15,0.985294117647059,1.0130519904285404
2008-08-18,0.9950105042016807,1.0119643245594954
2008-08-19,0.9950105042016807,1.0102240591690232
2008-08-20,1.0,1.0063084620404612
2008-08-21,1.0007878151260505,1.0054383293452251
2008-08-22,1.0047268907563025,1.0102240591690232
2008-08-25,0.9968487394957984,0.999347400478573
2008-08-26,1.0060399159663866,1.0058733956928432
2008-08-27,1.035451680672269,1.0104415923428323
2008-08-28,1.0441176470588236,1.0211007178594735
2008-08-29,1.0294117647058825,1.0174026539047205
2008-09-02,1.0312500000000002,1.0076136610833153
2008-09-03,1.0231092436974791,0.9936915379595388
2008-09-04,1.0128676470588236,0.9858603437024146
2008-09-05,1.0036764705882353,0.9834674787905155
2008-09-08,1.0317752100840336,1.003915597128562
2008-09-09,1.0312500000000002,0.9797694148357624
2008-09-10,1.0540966386554622,0.9688927561453121
2008-09-11,1.0480567226890756,0.9765064172286274
2008-09-12,1.040966386554622,0.9960844028714378
2008-09-15,1.0294117647058825,0.9723732869262564
2008-09-16,1.0359768907563027,0.9854252773547966
2008-09-17,1.0015756302521008,0.962366760931042
2008-09-18,1.0758928571428572,0.9723732869262564
2008-09-19,1.1003151260504203,0.9747661518381554
2008-09-22,1.0517331932773109,0.9762888840548184
2008-09-23,1.0351890756302522,0.9551881661953447
2008-09-24,1.0312500000000002,0.9586686969762889
2008-09-25,1.0588235294117647,0.9908636067000217
2008-09-26,1.0659138655462186,0.9939090711333478
2008-09-29,1.0238970588235294,0.9858603437024146
2008-09-30,1.0223214285714286,0.9767239504024363
2008-10-01,1.040966386554622,0.9899934740047857
2008-10-02,1.0304621848739497,0.9869480095714596
2008-10-03,0.9782037815126051,0.9706330215357841
2008-10-06,0.9543067226890758,0.9423537089406134
2008-10-07,0.9243697478991598,0.9179899934740049
2008-10-08,0.896796218487395,0.9075484011311725
2008-10-09,0.8164390756302521,0.8588209701979551
2008-10-10,0.7886029411764707,0.8270611268218404
2008-10-13,0.8799894957983193,0.8997172068740483
2008-10-14,0.8453256302521008,0.8612138351098544
2008-10-15,0.7930672268907564,0.8179247335218621
2008-10-16,0.8206407563025211,0.8338046552099195
2008-10-17,0.8140756302521008,0.8418533826408529
2008-10-20,0.8962710084033615,0.8923210789645422
2008-10-21,0.8886554621848741,0.8762236241026757
2008-10-22,0.8621323529411765,0.8590385033717642
2008-10-23,0.8742121848739496,0.8781814226669566
2008-10-24,0.849264705882353,0.8581683706765283
2008-10-27,0.8172268907563026,0.8298890580813574
2008-10-28,0.8820903361344539,0.9042854035240374
2008-10-29,0.8644957983193278,0.9147269958668697
2008-10-30,0.8996848739495799,0.9527953012834457
2008-10-31,0.8642331932773109,0.9462693060691756
2008-11-03,0.8931197478991596,0.9319121165977813
2008-11-04,0.8918067226890757,0.928431585816837
2008-11-05,0.8897058823529412,0.9118990646073527
2008-11-06,0.8610819327731093,0.8696976288884054
2008-11-07,0.8999474789915968,0.9340874483358712
2008-11-10,0.8760504201680672,0.8944964107026321
2008-11-11,0.8760504201680672,0.8986295410050034
2008-11-12,0.8471638655462185,0.8662170981074614
2008-11-13,0.9183298319327731,0.9184250598216228
2008-11-14,0.8933823529411766,0.9173373939525779
2008-11-17,0.9101890756302521,0.922123123776376
2008-11-18,0.9162289915966387,0.920382858385904
2008-11-19,0.8794642857142858,0.9003698063954754
2008-11-20,0.8332457983193278,0.8625190341527083
2008-11-21,0.8889180672268908,0.8977594083097673
2008-11-24,0.8978466386554622,0.9290841853382641
2008-11-25,0.8986344537815126,0.9347400478572983
2008-11-26,0.891544117647059,0.9299543180335001
2008-11-28,0.9125525210084034,0.9453991733739395
2008-12-01,0.8550420168067228,0.9012399390907113
2008-12-02,0.8797268907563026,0.9053730693930824
2008-12-03,0.8991596638655464,0.9364803132477703
2008-12-04,0.8686974789915967,0.8997172068740483
2008-12-05,0.8983718487394958,0.9110289319121166
2008-12-08,0.8910189075630253,0.888623015009789
2008-12-09,0.8870798319327732,0.891450946269306
2008-12-10,0.9120273109243697,0.9055906025668915
2008-12-11,0.9136029411764706,0.8960191429192952
2008-12-12,0.9138655462184874,0.9097237328692626
2008-12-15,0.9002100840336135,0.9179899934740049
2008-12-16,0.9141281512605043,0.9345225146834892
2008-12-17,0.8946953781512605,0.8894931477050251
2008-12-18,0.9049369747899161,0.8940613443550142
2008-12-19,0.895483193277311,0.9016750054383295
2008-12-22,0.9015231092436975,0.9053730693930824
2008-12-23,0.8923319327731092,0.8955840765716773
2008-12-24,0.93093487394958,0.8977594083097673
2008-12-26,0.9304096638655462,0.9071133347835546
2008-12-29,0.92515756302521,0.9064607352621276
2008-12-30,0.959296218487395,0.9027626713073744
2008-12-31,0.934873949579832,0.9132042636502066
