"","X1","INCY","DLLR","long_distance","Fx","Fy","MI_X","MI_Y"
"109",2009-06-09,0.893506493506493,1.23238095238095,"INCY",0.597402597402597,0.818181818181818,0.405944411412966,0.825302708752719
"110",2009-06-10,0.867532467532467,1.32285714285714,"INCY",0.251082251082251,0.935064935064935,0.0572177574661337,0.980036775060632
"111",2009-06-11,0.862337662337662,1.34285714285714,"INCY",0.458874458874459,0.688311688311688,0.323705217643916,0.727128435444036
"112",2009-06-12,0.864935064935065,1.34285714285714,"INCY",0.588744588744589,0.558441558441558,0.554660314465691,0.499322446961149
"113",2009-06-15,0.820779220779221,1.33047619047619,"INCY",0.147186147186147,0.445887445887446,0.091055284559769,0.703171987646207
"114",2009-06-16,0.820779220779221,1.31047619047619,"INCY",0.558441558441558,0.402597402597403,0.607080145759861,0.324375943499058
"115",2009-06-17,0.836363636363636,1.29238095238095,"INCY",0.705627705627706,0.411255411255411,0.767505333251909,0.26302389772342
"116",2009-06-18,0.805194805194805,1.3047619047619,"INCY",0.203463203463203,0.653679653679654,0.0909926403900847,0.826475209858856
"117",2009-06-19,0.841558441558442,1.27714285714286,"INCY",0.865800865800866,0.350649350649351,0.92921173012967,0.139147132230226
"118",2009-06-22,0.823376623376623,1.20571428571429,"INCY",0.303030303030303,0.0995670995670996,0.629729939671086,0.0822853587604419
"119",2009-06-23,0.833766233766234,1.24,"INCY",0.666666666666667,0.800865800865801,0.508128999294492,0.777534060444869
"120",2009-06-24,0.883116883116883,1.27047619047619,"INCY",0.909090909090909,0.770562770562771,0.8895717446737,0.534259499307827
"121",2009-06-25,0.911688311688312,1.31047619047619,"INCY",0.800865800865801,0.818181818181818,0.689635533332406,0.730532076927535
"122",2009-06-26,0.911688311688312,1.35142857142857,"INCY",0.558441558441558,0.818181818181818,0.360096945811209,0.837452949378617
"123",2009-06-29,0.885714285714286,1.3152380952381,"INCY",0.251082251082251,0.272727272727273,0.312850056478134,0.364226106457906
"124",2009-06-30,0.854545454545454,1.31333333333333,"INCY",0.207792207792208,0.536796536796537,0.123373573748159,0.724886827110294
"125",2009-07-01,0.88051948051948,1.34,"INCY",0.792207792207792,0.727272727272727,0.736666676760259,0.599466747445936
