"","X1","DW","REX","long_distance","Fx","Fy","MI_X","MI_Y"
"90",2009-05-12,1.07235772357724,1.38287153652393,"DW",0.116883116883117,0.16017316017316,0.194082014555032,0.340954629236254
"91",2009-05-13,0.968292682926829,1.35390428211587,"DW",0.0303030303030303,0.307359307359307,0.015528294456124,0.773338021480391
"92",2009-05-14,0.969918699186992,1.36020151133501,"DW",0.54978354978355,0.597402597402597,0.511879881403539,0.604873618864419
"93",2009-05-15,0.982926829268293,1.30100755667506,"DW",0.662337662337662,0.151515151515152,0.873689484950544,0.0673319588378819
"94",2009-05-18,1.09268292682927,1.33501259445844,"DW",0.978354978354978,0.779220779220779,0.987297589302938,0.201316709239256
"95",2009-05-19,1.11138211382114,1.32367758186398,"DW",0.70995670995671,0.471861471861472,0.784881744822057,0.336321450386774
"96",2009-05-20,1.19268292682927,1.2632241813602,"DW",0.943722943722944,0.142857142857143,0.99484834883054,0.0148803030685282
"97",2009-05-21,1.03333333333333,1.22292191435768,"DW",0.00865800865800866,0.220779220779221,0.00349227820711839,0.834286186832223
"98",2009-05-22,1.0739837398374,1.20025188916877,"DW",0.848484848484849,0.337662337662338,0.945240034638947,0.12480437076564
"99",2009-05-26,1.13658536585366,1.41057934508816,"DW",0.9004329004329,0.982683982683983,0.346612159581269,0.970892534685819
"100",2009-05-27,1.11382113821138,1.33249370277078,"DW",0.32034632034632,0.108225108225108,0.604427148517355,0.0941883129337885
"101",2009-05-28,1.11382113821138,1.27078085642317,"DW",0.532467532467532,0.134199134199134,0.787130853262434,0.0764249265610013
"102",2009-05-29,1.16666666666667,1.27959697732997,"DW",0.878787878787879,0.61038961038961,0.916786894846159,0.311164986480983
"103",2009-06-01,1.2520325203252,1.33123425692695,"DW",0.943722943722944,0.844155844155844,0.914420797751629,0.473527116608065
"104",2009-06-02,1.20731707317073,1.2896725440806,"DW",0.199134199134199,0.225108225108225,0.277976671760782,0.344116097179373
"105",2009-06-03,1.1650406504065,1.29093198992443,"DW",0.199134199134199,0.558441558441558,0.128614385473585,0.763863867029024
"106",2009-06-04,1.1780487804878,1.37531486146096,"DW",0.645021645021645,0.922077922077922,0.267341164985966,0.952150279212864
"107",2009-06-05,1.18373983739837,1.33123425692695,"DW",0.588744588744589,0.216450216450216,0.781695423352956,0.136117352744585
"108",2009-06-08,1.13333333333333,1.34382871536524,"DW",0.186147186147186,0.653679653679654,0.0936505435591568,0.851666943701507
"109",2009-06-09,1.15365853658537,1.30478589420655,"DW",0.727272727272727,0.233766233766234,0.887517796970505,0.108626253704489
"110",2009-06-10,1.10731707317073,1.29219143576826,"DW",0.19047619047619,0.45021645021645,0.151531561011328,0.658920593297161
"111",2009-06-11,1.07642276422764,1.23173803526448,"DW",0.255411255411255,0.134199134199134,0.474249221070163,0.154832101791479
"112",2009-06-12,1.06341463414634,1.30352644836272,"DW",0.415584415584416,0.9004329004329,0.131625566398509,0.966416480117155
"113",2009-06-15,1.05284552845528,1.26574307304786,"DW",0.437229437229437,0.233766233766234,0.607637964561633,0.206943800327132
"114",2009-06-16,1.05121951219512,1.25566750629723,"DW",0.510822510822511,0.471861471861472,0.542377595374804,0.468075994981709
"115",2009-06-17,1.05691056910569,1.30100755667506,"DW",0.588744588744589,0.83982683982684,0.342275400365501,0.881791413688787
"116",2009-06-18,1.03414634146341,1.27707808564232,"DW",0.298701298701299,0.337662337662338,0.344497997495915,0.425674717054163
"117",2009-06-19,1.03821138211382,1.28337531486146,"DW",0.58008658008658,0.597402597402597,0.551022703055272,0.585205426912553
"118",2009-06-22,1.00731707317073,1.227959697733,"DW",0.251082251082251,0.155844155844156,0.436474424430458,0.190407059653714
"119",2009-06-23,1.05121951219512,1.25062972292191,"DW",0.87012987012987,0.74025974025974,0.853030496030898,0.489090638529414
"120",2009-06-24,1.03008130081301,1.23803526448363,"DW",0.316017316017316,0.441558441558442,0.308019866692334,0.552340293646536
"121",2009-06-25,1.0390243902439,1.2632241813602,"DW",0.627705627705628,0.748917748917749,0.490893396331103,0.75247174280198
"122",2009-06-26,1.01219512195122,1.27581863979849,"DW",0.272727272727273,0.662337662337662,0.162508683079207,0.821021765778264
"123",2009-06-29,1.0260162601626,1.28589420654912,"DW",0.666666666666667,0.623376623376623,0.646588229584882,0.557057029771527
"124",2009-06-30,0.989430894308943,1.26700251889169,"DW",0.199134199134199,0.393939393939394,0.181810771823226,0.584461416253724
"125",2009-07-01,1.00243902439024,1.26196473551637,"DW",0.662337662337662,0.510822510822511,0.709736312904347,0.416827373748712
