,CUNB,CMS
2008-08-07,0.8156028368794327,0.8276291225886746
2008-08-08,0.8156028368794327,0.8494088363410081
2008-08-11,0.8191489361702128,0.8525202240199128
2008-08-12,0.7872340425531915,0.8382078406969509
2008-08-13,0.7801418439716312,0.8438083385189795
2008-08-14,0.7872340425531915,0.8344741754822651
2008-08-15,0.7943262411347517,0.8245177349097698
2008-08-18,0.7943262411347517,0.8214063472308649
2008-08-19,0.7943262411347517,0.8251400124455507
2008-08-20,0.7801418439716312,0.8158058494088363
2008-08-21,0.7801418439716312,0.8176726820161793
2008-08-22,0.7801418439716312,0.8189172370877411
2008-08-25,0.7801418439716312,0.819539514623522
2008-08-26,0.7801418439716312,0.8232731798382078
2008-08-27,0.7801418439716312,0.835096453018046
2008-08-28,0.7801418439716312,0.8481642812694462
2008-08-29,0.7801418439716312,0.8444306160547604
2008-09-02,0.7624113475177305,0.8469197261978842
2008-09-03,0.7978723404255319,0.8369632856253889
2008-09-04,0.7801418439716312,0.8382078406969509
2008-09-05,0.7801418439716312,0.8301182327317984
2008-09-08,0.7801418439716312,0.8556316116988176
2008-09-09,0.7801418439716312,0.835096453018046
2008-09-10,0.7659574468085107,0.8431860609831985
2008-09-11,0.7659574468085107,0.8456751711263223
2008-09-12,0.7695035460992907,0.8581207218419414
2008-09-15,0.7695035460992907,0.8238954573739888
2008-09-16,0.7801418439716312,0.789670192906036
2008-09-17,0.7659574468085107,0.7523335407591786
2008-09-18,0.7659574468085107,0.7728686994399502
2008-09-19,0.7659574468085107,0.8027380211574362
2008-09-22,0.7659574468085107,0.7927815805849409
2008-09-23,0.7659574468085107,0.7859365276913504
2008-09-24,0.7659574468085107,0.7840696950840075
2008-09-25,0.7659574468085107,0.7927815805849409
2008-09-26,0.7624113475177305,0.8039825762289982
2008-09-29,0.7588652482269503,0.7548226509023025
2008-09-30,0.7588652482269503,0.775980087118855
2008-10-01,0.7269503546099291,0.7828251400124455
2008-10-02,0.7099290780141844,0.7591785936527691
2008-10-03,0.7269503546099291,0.7436216552582451
2008-10-06,0.7269503546099291,0.6820161792159304
2008-10-07,0.7269503546099291,0.6316116988176727
2008-10-08,0.7234042553191489,0.6042314872433105
2008-10-09,0.7198581560283689,0.5700062227753578
2008-10-10,0.7219858156028369,0.565650280024891
2008-10-13,0.7269503546099291,0.6228998133167393
2008-10-14,0.7269503546099291,0.6222775357809583
2008-10-15,0.7269503546099291,0.5706285003111388
2008-10-16,0.7269503546099291,0.6316116988176727
2008-10-17,0.6914893617021277,0.6309894212818917
2008-10-20,0.6914893617021277,0.6925948973242066
2008-10-21,0.7092198581560284,0.6614810205351587
2008-10-22,0.7099290780141844,0.6297448662103298
2008-10-23,0.7092198581560284,0.6353453640323585
2008-10-24,0.7446808510638298,0.6253889234598631
2008-10-27,0.6914893617021277,0.6017423771001866
2008-10-28,0.6737588652482269,0.6390790292470442
2008-10-29,0.6737588652482269,0.6328562538892346
2008-10-30,0.6808510638297872,0.65588052271313
2008-10-31,0.6808510638297872,0.6378344741754822
2008-11-03,0.6808510638297872,0.64281269446173
2008-11-04,0.6808510638297872,0.6509023024268824
2008-11-05,0.7092198581560284,0.6509023024268824
2008-11-06,0.7099290780141844,0.6129433727442439
2008-11-07,0.7092198581560284,0.6384567517112631
2008-11-10,0.7092198581560284,0.6228998133167393
2008-11-11,0.7078723404255319,0.6179215930304915
2008-11-12,0.7078014184397163,0.5986309894212818
2008-11-13,0.7,0.6546359676415681
2008-11-14,0.6773049645390071,0.6695706285003111
2008-11-17,0.6773049645390071,0.6527691350342253
2008-11-18,0.6950354609929079,0.641568139390168
2008-11-19,0.6808510638297872,0.6098319850653392
2008-11-20,0.6773049645390071,0.5482265090230243
2008-11-21,0.5815602836879432,0.5955196017423771
2008-11-24,0.5815602836879432,0.6154324828873677
2008-11-25,0.6205673758865249,0.6098319850653392
2008-11-26,0.6205673758865249,0.6197884256378345
2008-11-28,0.6205673758865249,0.6322339763534537
2008-12-01,0.6028368794326241,0.5930304915992533
2008-12-02,0.6205673758865249,0.612321095208463
2008-12-03,0.6205673758865249,0.6341008089607965
2008-12-04,0.6205673758865249,0.5961418792781581
2008-12-05,0.6205673758865249,0.612321095208463
2008-12-08,0.6205673758865249,0.6166770379589297
2008-12-09,0.6028368794326241,0.6048537647790915
2008-12-10,0.5886524822695036,0.6278780336029869
2008-12-11,0.5992907801418439,0.611076540136901
2008-12-12,0.5992907801418439,0.6160547604231488
2008-12-15,0.5851063829787234,0.5917859365276913
2008-12-16,0.5851063829787234,0.6098319850653392
2008-12-17,0.5851063829787234,0.6004978220286248
2008-12-18,0.5851063829787234,0.5955196017423771
2008-12-19,0.5673758865248227,0.6048537647790915
2008-12-22,0.5673758865248227,0.5998755444928439
2008-12-23,0.5673758865248227,0.5799626633478532
2008-12-24,0.5673758865248227,0.5693839452395769
2008-12-26,0.5673758865248227,0.5880522713130055
2008-12-29,0.5460992907801419,0.5874299937772246
2008-12-30,0.5390070921985816,0.6004978220286248
2008-12-31,0.549645390070922,0.6291225886745488
