"","X1","BWS","HOG","long_distance","Fx","Fy","MI_X","MI_Y"
"106",2009-06-04,1.04095563139932,1.01684782608696,NA,0.67965367965368,0.796536796536797,0.400237692376118,0.790132376326258
"107",2009-06-05,1.00796359499431,0.94945652173913,NA,0.264069264069264,0.0476190476190476,0.824070038096311,0.0248744500193145
"108",2009-06-08,1.00568828213879,0.92554347826087,NA,0.493506493506494,0.242424242424242,0.782514197920198,0.134616401330054
"109",2009-06-09,0.930602957906712,0.923913043478261,NA,0.0649350649350649,0.510822510822511,0.0122439906927165,0.929824845991845
"110",2009-06-10,0.960182025028441,0.898369565217391,NA,0.770562770562771,0.229437229437229,0.960625627637645,0.0393743723623545
"111",2009-06-11,0.9226393629124,0.916847826086957,NA,0.220779220779221,0.757575757575758,0.0387093267735926,0.958029039080009
"112",2009-06-12,0.893060295790671,0.906521739130435,NA,0.264069264069264,0.385281385281385,0.245229786057031,0.614154222613167
"113",2009-06-15,0.863481228668942,0.87554347826087,NA,0.246753246753247,0.164502164502165,0.535572138852641,0.217060225637544
"114",2009-06-16,0.830489192263936,0.867934782608696,NA,0.225108225108225,0.411255411255411,0.166208043335432,0.704551132051174
"115",2009-06-17,0.822525597269625,0.896739130434783,NA,0.432900432900433,0.852813852813853,0.0931440069947823,0.96068974882677
"116",2009-06-18,0.815699658703072,0.892391304347826,NA,0.45021645021645,0.45021645021645,0.478399093098054,0.478399093098054
"117",2009-06-19,0.852104664391354,0.9,NA,0.818181818181818,0.645021645021645,0.852821760174124,0.311946516455312
"118",2009-06-22,0.790671217292378,0.846195652173913,NA,0.0735930735930736,0.0606060606060606,0.347400836325686,0.234163135263784
"119",2009-06-23,0.786120591581343,0.833695652173913,NA,0.463203463203463,0.337662337662338,0.63892229869101,0.28128072697124
"120",2009-06-24,0.805460750853242,0.864673913043478,NA,0.727272727272727,0.887445887445887,0.309236205454657,0.899103408942761
"121",2009-06-25,0.819112627986348,0.890760869565217,NA,0.688311688311688,0.848484848484849,0.325291457582522,0.866251264375098
"122",2009-06-26,0.811149032992036,0.905978260869565,NA,0.428571428571429,0.74025974025974,0.158314050208711,0.888328029479232
"123",2009-06-29,0.847554038680319,0.9125,NA,0.818181818181818,0.632034632034632,0.861650022083029,0.294129988641973
"124",2009-06-30,0.823663253697383,0.880978260869565,NA,0.285714285714286,0.164502164502165,0.608835579600765,0.17600030641657
"125",2009-07-01,0.86575654152446,0.891847826086957,NA,0.83982683982684,0.701298701298701,0.842720206767951,0.361193775660306
