"","X1","ESS","EQR","long_distance","Fx","Fy","MI_X","MI_Y"
"62",2009-04-01,0.779941317684716,0.651434643995749,"EQR",0.787878787878788,0.554112554112554,0.954015664397452,0.0888189974178253
"63",2009-04-02,0.852760736196319,0.698193411264612,"EQR",0.965367965367965,0.935064935064935,0.923044095442402,0.241764496254781
"64",2009-04-03,0.913843691651107,0.767623095997166,"EQR",0.948051948051948,0.952380952380952,0.561563776220672,0.685823878754099
"65",2009-04-06,0.913176847159242,0.760538434289763,"EQR",0.480519480519481,0.415584415584416,0.662987744326483,0.309640628652445
"66",2009-04-07,0.835822886102961,0.67445979454481,"EQR",0.0476190476190476,0.025974025974026,0.743185766592045,0.0821777457921355
"67",2009-04-08,0.849293144838624,0.687212185618137,"EQR",0.735930735930736,0.714285714285714,0.638548523361315,0.48713016519999
"68",2009-04-09,0.933582288610296,0.805526036131775,"EQR",0.974025974025974,0.982683982683983,0.361641047431158,0.857490423470725
"69",2009-04-13,0.908775673512937,0.811902231668438,"EQR",0.207792207792208,0.601731601731602,0.0182171699723986,0.966986625574117
"70",2009-04-14,0.824353160842891,0.723698193411265,"EQR",0.0303030303030303,0.025974025974026,0.479010290005323,0.267507346521757
"71",2009-04-15,0.87396639103761,0.793482111229189,"EQR",0.917748917748918,0.952380952380952,0.26879079511086,0.903425587848289
"72",2009-04-16,0.897305948252867,0.804817569961034,"EQR",0.813852813852814,0.67965367965368,0.909589444345843,0.177866712788241
"73",2009-04-17,0.893971725793545,0.803046404534184,"EQR",0.428571428571429,0.502164502164502,0.294719791733179,0.687388393349267
"74",2009-04-20,0.812083222192585,0.697839178179242,"EQR",0.0346320346320346,0.0216450216450216,0.676311529920545,0.119788434481011
"75",2009-04-21,0.862896772472659,0.811193765497697,"EQR",0.922077922077922,0.982683982683983,0.0784376488270753,0.992119647830806
"76",2009-04-22,0.839557215257402,0.73503365214311,"EQR",0.207792207792208,0.0346320346320346,0.949874217156404,0.00414506112249713
"77",2009-04-23,0.862229927980795,0.781438186326603,"EQR",0.813852813852814,0.909090909090909,0.171540236835759,0.942074320163671
"78",2009-04-24,0.903040810882902,0.822174991144173,"EQR",0.896103896103896,0.878787878787879,0.72139033288166,0.487524947742874
"79",2009-04-27,0.842091224326487,0.743535246191994,"EQR",0.0606060606060606,0.0346320346320346,0.728621345945484,0.0933775541797539
"80",2009-04-28,0.845692184582555,0.762663832801984,"EQR",0.562770562770563,0.770562770562771,0.108738126646383,0.938627088545026
"81",2009-04-29,0.893838356895172,0.799858306765852,"EQR",0.909090909090909,0.874458874458874,0.820159905773206,0.369020412371347
"82",2009-04-30,0.846759135769539,0.810839532412327,"EQR",0.0952380952380952,0.675324675324675,0.00364077109405382,0.984719554263473
"83",2009-05-01,0.825553480928247,0.760538434289763,"EQR",0.216450216450216,0.0779220779220779,0.896342685102095,0.024949333701894
"84",2009-05-04,0.881568418244865,0.841657810839533,"EQR",0.939393939393939,0.956709956709957,0.387822720757904,0.82810928024291
"85",2009-05-05,0.847959455854895,0.814381863266029,"EQR",0.121212121212121,0.19047619047619,0.12428587109635,0.731143540759998
"86",2009-05-06,0.902373966391038,0.83705278072972,"EQR",0.926406926406926,0.787878787878788,0.977284049534795,0.0997509140477377
"87",2009-05-07,0.857295278740998,0.765143464399575,"EQR",0.0995670995670996,0.0432900432900433,0.832439205230177,0.0432107973207266
"88",2009-05-08,0.902373966391038,0.859369465108041,"EQR",0.909090909090909,0.96969696969697,0.118919886069014,0.978670473923035
"89",2009-05-11,0.867031208322219,0.807297201558625,"EQR",0.121212121212121,0.0779220779220779,0.697066642082971,0.129122251220776
"90",2009-05-12,0.870898906375033,0.802337938363443,"EQR",0.571428571428571,0.441558441558442,0.806958390334508,0.195857896865776
"91",2009-05-13,0.827554014403841,0.753808005667729,"EQR",0.0995670995670996,0.0779220779220779,0.569112069928785,0.220025958229961
"92",2009-05-14,0.849559882635369,0.805526036131775,"EQR",0.813852813852814,0.922077922077922,0.135474615980316,0.962257622014634
"93",2009-05-15,0.832755401440384,0.780729720155863,"EQR",0.25974025974026,0.207792207792208,0.622347756804017,0.241062220680932
"94",2009-05-18,0.878634302480661,0.863620262132483,"EQR",0.909090909090909,0.956709956709957,0.194724681298068,0.944279942156632
"95",2009-05-19,0.849426513736996,0.828196953595466,"EQR",0.151515151515152,0.155844155844156,0.379888269847392,0.426068409363342
"96",2009-05-20,0.838757001867165,0.813673397095289,"EQR",0.316017316017316,0.329004329004329,0.407964175978823,0.49171497549339
"97",2009-05-21,0.847692718058149,0.81650726177825,"EQR",0.67965367965368,0.562770562770563,0.822379262095101,0.231113730278216
"98",2009-05-22,0.830621499066418,0.792773645058448,"EQR",0.25974025974026,0.238095238095238,0.510579192689349,0.349738292237112
"99",2009-05-26,0.888103494265137,0.83776124690046,"EQR",0.948051948051948,0.896103896103896,0.93636807568049,0.20558516890542
"100",2009-05-27,0.863563616964524,0.797378675168261,"EQR",0.203463203463203,0.116883116883117,0.781181475205267,0.0918536717416051
"101",2009-05-28,0.881835156041611,0.830322352107687,"EQR",0.800865800865801,0.844155844155844,0.388693102853445,0.775266800419637
"102",2009-05-29,0.908108829021072,0.862203329791002,"EQR",0.822510822510823,0.844155844155844,0.484600905785096,0.697306847653391
"103",2009-06-01,0.923312883435583,0.894438540559688,"EQR",0.744588744588745,0.83982683982684,0.234602842874765,0.882948495731202
"104",2009-06-02,0.908508935716191,0.859015232022671,"EQR",0.281385281385281,0.16017316017316,0.814375965231902,0.0866770446050589
"105",2009-06-03,0.923312883435583,0.871767623095997,"EQR",0.74025974025974,0.688311688311688,0.72682455166681,0.385877514044712
"106",2009-06-04,0.918378234195785,0.885228480340064,"EQR",0.411255411255411,0.696969696969697,0.062014322687831,0.950569392619242
"107",2009-06-05,0.907708722325954,0.872830322352108,"EQR",0.324675324675325,0.367965367965368,0.326750068289623,0.589562881425315
"108",2009-06-08,0.895305414777274,0.876372653205809,"EQR",0.311688311688312,0.562770562770563,0.0632753893959785,0.920119367626074
"109",2009-06-09,0.891971192317951,0.884874247254694,"EQR",0.428571428571429,0.623376623376623,0.118316657878101,0.890418912980862
"110",2009-06-10,0.882101893838357,0.854410201912859,"EQR",0.333333333333333,0.19047619047619,0.83271619796524,0.0853264550542173
"111",2009-06-11,0.851160309415844,0.81686149486362,"EQR",0.12987012987013,0.142857142857143,0.323967879005385,0.475289836285619
"112",2009-06-12,0.87903440917578,0.846971307120085,"EQR",0.835497835497836,0.83982683982684,0.572568089034949,0.616791629712599
"113",2009-06-15,0.84409175780208,0.804817569961034,"EQR",0.121212121212121,0.103896103896104,0.512475052257126,0.27860966711834
"114",2009-06-16,0.841157642037877,0.791002479631598,"EQR",0.428571428571429,0.333333333333333,0.725193947046912,0.217983977939047
"115",2009-06-17,0.83715657508669,0.77612469004605,"EQR",0.415584415584416,0.316017316017316,0.734254684840594,0.203029884165301
"116",2009-06-18,0.852227260602827,0.797378675168261,"EQR",0.757575757575758,0.787878787878788,0.456245241614608,0.692381204300237
"117",2009-06-19,0.845292077887437,0.793127878143819,"EQR",0.376623376623377,0.45021645021645,0.277237009884139,0.678294398170153
"118",2009-06-22,0.820485462790077,0.760892667375133,"EQR",0.194805194805195,0.155844155844156,0.59363352939525,0.238538904090641
"119",2009-06-23,0.836489730594825,0.766914629826426,"EQR",0.783549783549784,0.601731601731602,0.92973198119401,0.129521535495394
"120",2009-06-24,0.848759669245132,0.777187389302161,"EQR",0.722943722943723,0.670995670995671,0.717569309114803,0.386626407540221
"121",2009-06-25,0.835956255001334,0.785334750265675,"EQR",0.298701298701299,0.636363636363636,0.0362283794899148,0.957433361790416
"122",2009-06-26,0.821419045078688,0.788877081119376,"EQR",0.268398268398268,0.567099567099567,0.040275438912522,0.941872659556188
"123",2009-06-29,0.828354227794078,0.784272051009564,"EQR",0.640692640692641,0.441558441558442,0.897403850051181,0.116137862291257
"124",2009-06-30,0.829954654574553,0.787460148777896,"EQR",0.545454545454545,0.562770562770563,0.4657252177758,0.564927566294319
"125",2009-07-01,0.835289410509469,0.791002479631598,"EQR",0.606060606060606,0.567099567099567,0.63560928135187,0.412228067322175
