"","X1","TOL","LOW","long_distance","Fx","Fy","MI_X","MI_Y"
"46",2009-03-10,0.747105141269106,0.646201413427562,NA,0.995670995670996,0.965367965367965,0.982455350837735,0.280340307124209
"47",2009-03-11,0.737841593330245,0.666961130742049,NA,0.393939393939394,0.848484848484849,0.0757149881439872,0.963285281531699
"48",2009-03-12,0.786938397406207,0.689487632508834,NA,0.926406926406926,0.848484848484849,0.865658089187366,0.455989548107722
"49",2009-03-13,0.790180639184808,0.701855123674912,NA,0.532467532467532,0.74025974025974,0.27741799288197,0.817300786919184
"50",2009-03-16,0.74617878647522,0.682862190812721,NA,0.0995670995670996,0.203463203463203,0.124761312218953,0.607675194691004
"51",2009-03-17,0.790180639184808,0.725265017667845,NA,0.909090909090909,0.952380952380952,0.52786333279833,0.859893862957245
"52",2009-03-18,0.835572024085225,0.759275618374558,NA,0.891774891774892,0.913419913419913,0.627547931415017,0.757431201937219
"53",2009-03-19,0.830013895321908,0.777826855123675,NA,0.432900432900433,0.805194805194805,0.123947709258618,0.929107887384063
"54",2009-03-20,0.78740157480315,0.752208480565371,NA,0.12987012987013,0.151515151515152,0.275828343819635,0.389444040082927
"55",2009-03-23,0.872626215840667,0.797703180212014,NA,0.995670995670996,0.943722943722944,0.991909401393464,0.187282236079258
"56",2009-03-24,0.859194071329319,0.788427561837456,NA,0.376623376623377,0.385281385281385,0.429614720584058,0.454655374297791
"57",2009-03-25,0.886521537748958,0.815371024734982,NA,0.761904761904762,0.848484848484849,0.469383774992339,0.790367821609286
"58",2009-03-26,0.924502084298286,0.84452296819788,NA,0.80952380952381,0.848484848484849,0.570285617733505,0.729562697784914
"59",2009-03-27,0.902269569245021,0.830830388692579,NA,0.311688311688312,0.316017316017316,0.404684179225424,0.418267506902893
"60",2009-03-30,0.854562297359889,0.814929328621908,NA,0.125541125541126,0.281385281385281,0.111385566535515,0.678901939334307
"61",2009-03-31,0.841130152848541,0.806095406360424,NA,0.376623376623377,0.38961038961039,0.424411270948672,0.461889390094902
"62",2009-04-01,0.860583603520148,0.816254416961131,NA,0.705627705627706,0.70995670995671,0.585342312662176,0.598720256980426
"63",2009-04-02,0.899953682260306,0.854240282685512,NA,0.826839826839827,0.913419913419913,0.446886094287339,0.857870366989046
"64",2009-04-03,0.910606762389995,0.84452296819788,NA,0.601731601731602,0.385281385281385,0.763245813883424,0.227060055930746
"65",2009-04-06,0.880500231588699,0.856890459363957,NA,0.242424242424242,0.727272727272727,0.0508317572143248,0.943387756053146
"66",2009-04-07,0.833719314497453,0.821996466431095,NA,0.125541125541126,0.103896103896104,0.387822816456755,0.254558997291347
"67",2009-04-08,0.806855025474757,0.859098939929329,NA,0.246753246753247,0.904761904761905,0.0163344438296602,0.992841109218467
"68",2009-04-09,0.846688281611857,0.897526501766784,NA,0.861471861471861,0.896103896103896,0.587516065721509,0.764891697154429
"69",2009-04-13,0.829550717924965,0.895759717314488,NA,0.354978354978355,0.528138528138528,0.249303564669466,0.699063789633849
"70",2009-04-14,0.83788791106994,0.875883392226148,NA,0.575757575757576,0.238095238095238,0.853800910023103,0.0952217947638984
"71",2009-04-15,0.860120426123205,0.85821554770318,NA,0.722943722943723,0.25974025974026,0.93591674816946,0.0599851392462688
"72",2009-04-16,0.861973135710977,0.889134275618374,NA,0.523809523809524,0.848484848484849,0.156119170571326,0.933313652330425
"73",2009-04-17,0.911069939786939,0.915636042402827,NA,0.887445887445887,0.835497835497836,0.783830534910465,0.542270024781875
"74",2009-04-20,0.866604909680408,0.871024734982332,NA,0.142857142857143,0.0649350649350649,0.594849118057845,0.105766344728978
"75",2009-04-21,0.912459471977767,0.907685512367491,NA,0.874458874458874,0.891774891774892,0.636287461051733,0.72764655796811
"76",2009-04-22,0.91431218156554,0.923144876325088,NA,0.523809523809524,0.735930735930736,0.271366399886633,0.818021695053024
"77",2009-04-23,0.941176470588235,0.899734982332156,NA,0.731601731601732,0.229437229437229,0.94900304377056,0.0443773581573714
"78",2009-04-24,0.952755905511811,0.931537102473498,NA,0.601731601731602,0.848484848484849,0.229371996765997,0.904447584633016
"79",2009-04-27,0.943029180176007,0.91916961130742,NA,0.402597402597403,0.359307359307359,0.505054098697553,0.380407191926442
"80",2009-04-28,0.933765632237147,0.934628975265018,NA,0.406926406926407,0.735930735930736,0.150771590095212,0.885962949031205
"81",2009-04-29,0.962019453450672,0.93904593639576,NA,0.735930735930736,0.614718614718615,0.744161142559496,0.397303344600631
"82",2009-04-30,0.938397406206577,0.949646643109541,NA,0.311688311688312,0.688311688311688,0.103464537162757,0.894507587379374
"83",2009-05-01,0.901806391848078,0.920936395759717,NA,0.186147186147186,0.164502164502165,0.396645434193607,0.300012057830058
"84",2009-05-04,0.960166743862899,0.928445229681979,NA,0.917748917748918,0.653679653679654,0.956633522639224,0.17603169579768
"85",2009-05-05,0.972672533580361,0.928445229681979,NA,0.601731601731602,0.558441558441558,0.591801100963837,0.472896573926279
"86",2009-05-06,0.953682260305697,0.920936395759717,NA,0.359307359307359,0.445887445887446,0.333106690974954,0.574727935781083
"87",2009-05-07,0.915238536359426,0.899734982332156,NA,0.173160173160173,0.238095238095238,0.240302017418153,0.495863955299242
"88",2009-05-08,0.955534969893469,0.874558303886926,NA,0.80952380952381,0.194805194805195,0.979531679600776,0.0206902027193325
"89",2009-05-11,0.940250115794349,0.840547703180212,NA,0.367965367965368,0.112554112554113,0.808297626897234,0.0575442693595613
"90",2009-05-12,0.918017600741084,0.849381625441696,NA,0.311688311688312,0.683982683982684,0.105428712971663,0.891417109253191
"91",2009-05-13,0.865215377489579,0.835689045936396,NA,0.0865800865800866,0.316017316017316,0.0471342107222333,0.804357177282925
"92",2009-05-14,0.869847151459009,0.833480565371025,NA,0.536796536796537,0.515151515151515,0.537389533075402,0.478487491417081
"93",2009-05-15,0.860120426123205,0.814929328621908,NA,0.402597402597403,0.238095238095238,0.66583756800608,0.190748474447923
"94",2009-05-18,0.910143584993052,0.880742049469965,NA,0.896103896103896,0.978354978354978,0.302796499006808,0.96203497097008
"95",2009-05-19,0.90365910143585,0.885600706713781,NA,0.428571428571429,0.619047619047619,0.26579048514157,0.747031802705986
"96",2009-05-20,0.879110699397869,0.871024734982332,NA,0.285714285714286,0.311688311688312,0.363294126855433,0.446648416979169
"97",2009-05-21,0.844835572024085,0.852473498233216,NA,0.186147186147186,0.242424242424242,0.261709241986306,0.47843748267365
"98",2009-05-22,0.839740620657712,0.855565371024735,NA,0.437229437229437,0.606060606060606,0.289079748563776,0.722263902677317
"99",2009-05-26,0.859194071329319,0.885159010600707,NA,0.705627705627706,0.848484848484849,0.368730878972572,0.842566941574311
"100",2009-05-27,0.834645669291339,0.867049469964664,NA,0.272727272727273,0.251082251082251,0.425308211630864,0.350695684422208
"101",2009-05-28,0.807781380268643,0.840106007067138,NA,0.246753246753247,0.164502164502165,0.531980054120281,0.211877404023085
"102",2009-05-29,0.860583603520148,0.839664310954064,NA,0.926406926406926,0.54978354978355,0.97952016826007,0.0925769074416023
"103",2009-06-01,0.870773506252895,0.891342756183746,NA,0.601731601731602,0.952380952380952,0.0846701148377823,0.987572333945741
"104",2009-06-02,0.904585456229736,0.909452296819788,NA,0.787878787878788,0.774891774891775,0.650980936459575,0.604730979609005
"105",2009-06-03,0.844835572024085,0.896643109540636,NA,0.0649350649350649,0.346320346320346,0.0235421924189108,0.869905326925354
"106",2009-06-04,0.824455766558592,0.887367491166078,NA,0.311688311688312,0.402597402597403,0.302690907438331,0.56647143475205
"107",2009-06-05,0.802223251505327,0.885159010600707,NA,0.29004329004329,0.515151515151515,0.17773629059514,0.749169110745767
"108",2009-06-08,0.815192218619731,0.888250883392226,NA,0.653679653679654,0.606060606060606,0.622128307023534,0.487650082564126
"109",2009-06-09,0.835108846688282,0.903710247349823,NA,0.714285714285714,0.74025974025974,0.559627966111691,0.642246957916836
"110",2009-06-10,0.829550717924965,0.899734982332156,NA,0.432900432900433,0.497835497835498,0.392570994485072,0.569250026561603
"111",2009-06-11,0.809170912459472,0.881183745583039,NA,0.311688311688312,0.246753246753247,0.505610185621396,0.292177432143267
"112",2009-06-12,0.798981009726725,0.876766784452297,NA,0.38961038961039,0.489177489177489,0.335169992868704,0.605467841978542
"113",2009-06-15,0.799444187123668,0.868374558303887,NA,0.510822510822511,0.41991341991342,0.60392814668525,0.358762381025578
"114",2009-06-16,0.792496526169523,0.843639575971731,NA,0.424242424242424,0.186147186147186,0.762430533960344,0.111499604379122
"115",2009-06-17,0.791106993978694,0.840106007067138,NA,0.480519480519481,0.497835497835498,0.467639205403751,0.514881497872207
"116",2009-06-18,0.76146364057434,0.813162544169611,NA,0.194805194805195,0.155844155844156,0.437141651765269,0.264207834739994
"117",2009-06-19,0.769800833719315,0.829505300353357,NA,0.588744588744589,0.770562770562771,0.31483773878999,0.816164253284919
"118",2009-06-22,0.761000463177397,0.824204946996466,NA,0.402597402597403,0.476190476190476,0.36868048637519,0.570482972351073
"119",2009-06-23,0.75683186660491,0.808745583038869,NA,0.437229437229437,0.29004329004329,0.647318295787071,0.236787785258193
"120",2009-06-24,0.752200092635479,0.803003533568905,NA,0.437229437229437,0.454545454545455,0.447711293837198,0.495599518730004
"121",2009-06-25,0.791570171375637,0.833480565371025,NA,0.874458874458874,0.865800865800866,0.696551283706735,0.654013395212555
"122",2009-06-26,0.777674849467346,0.848939929328622,NA,0.367965367965368,0.744588744588745,0.115343906192589,0.909675596770489
"123",2009-06-29,0.793886058360352,0.859982332155477,NA,0.696969696969697,0.714285714285714,0.564190779519909,0.617496407738386
"124",2009-06-30,0.78601204261232,0.857332155477032,NA,0.406926406926407,0.515151515151515,0.334806295627422,0.624899856301579
"125",2009-07-01,0.797128300138953,0.861749116607774,NA,0.614718614718615,0.614718614718615,0.548503783320768,0.548503783320768
