"","X1","PG","HAE","long_distance","Fx","Fy","MI_X","MI_Y"
"46",2009-03-10,0.719267515923567,0.935904302803071,"PG",0.896103896103896,0.606060606060606,0.948141031646356,0.310293168626875
"47",2009-03-11,0.717675159235669,0.915193715407963,"PG",0.458874458874459,0.142857142857143,0.710703252851564,0.0733290746575414
"48",2009-03-12,0.728980891719745,0.939653633279772,"PG",0.861471861471861,0.887445887445887,0.68562245310133,0.795766787837144
"49",2009-03-13,0.747611464968153,0.975183003035172,"PG",0.930735930735931,0.961038961038961,0.63659701669401,0.889868113238375
"50",2009-03-16,0.761464968152866,0.973397607570077,"PG",0.878787878787879,0.454545454545455,0.952243194519224,0.215817952738448
"51",2009-03-17,0.764012738853503,0.989109087662917,"PG",0.627705627705628,0.779220779220779,0.451182140498024,0.812475429095952
"52",2009-03-18,0.764649681528663,1.00107123727906,"PG",0.554112554112554,0.731601731601732,0.39802393332222,0.789082252979092
"53",2009-03-19,0.737420382165605,0.967684342081771,"PG",0.025974025974026,0.0865800865800866,0.0438311901052253,0.508075530772519
"54",2009-03-20,0.725955414012739,0.953401178361007,"PG",0.12987012987013,0.194805194805195,0.171989652880754,0.397548912858738
"55",2009-03-23,0.760191082802548,0.986788073558293,"PG",0.982683982683983,0.952380952380952,0.943847439270896,0.550294103499118
"56",2009-03-24,0.747611464968153,0.965720407070166,"PG",0.125541125541126,0.142857142857143,0.227578541048041,0.297680797841041
"57",2009-03-25,0.765286624203822,0.963220853419032,"PG",0.922077922077922,0.432900432900433,0.976352090801623,0.190101861849425
"58",2009-03-26,0.776433121019108,0.991787180860561,"PG",0.831168831168831,0.909090909090909,0.567983625830755,0.879128458095546
"59",2009-03-27,0.773407643312102,0.977682556686306,"PG",0.376623376623377,0.207792207792208,0.567558710152358,0.168161333969366
"60",2009-03-30,0.752866242038217,0.99196572040707,"PG",0.0779220779220779,0.766233766233766,0.0240435786505865,0.892975233481858
"61",2009-03-31,0.74984076433121,0.983395822174612,"PG",0.376623376623377,0.268398268398268,0.508347003582176,0.251238633417877
"62",2009-04-01,0.767675159235669,0.994108194965185,"PG",0.922077922077922,0.705627705627706,0.95374923911811,0.36460619366674
"63",2009-04-02,0.786942675159236,0.959471522942332,"PG",0.926406926406926,0.0822510822510823,0.963230036330421,0.0432728029601189
"64",2009-04-03,0.790286624203822,0.914658096768434,"PG",0.640692640692641,0.038961038961039,0.841615138731827,0.00834282115808409
"65",2009-04-06,0.790605095541401,0.906445277628995,"PG",0.545454545454545,0.264069264069264,0.718343738364971,0.164957191390473
"66",2009-04-07,0.77515923566879,0.897161221210498,"PG",0.103896103896104,0.246753246753247,0.0922749291647528,0.533125315959582
"67",2009-04-08,0.771815286624204,0.905016961256918,"PG",0.363636363636364,0.688311688311688,0.213784098765153,0.817519245945485
"68",2009-04-09,0.78328025477707,0.904838421710409,"PG",0.831168831168831,0.476190476190476,0.916411339704007,0.252163036636336
"69",2009-04-13,0.764968152866242,0.911087305838243,"PG",0.0909090909090909,0.666666666666667,0.0280863382830047,0.852702498841171
"70",2009-04-14,0.752388535031847,0.909480449919657,"PG",0.125541125541126,0.454545454545455,0.0601264052088175,0.719470849246805
"71",2009-04-15,0.776273885350318,0.901803249419746,"PG",0.952380952380952,0.268398268398268,0.988089428425112,0.127271495820667
"72",2009-04-16,0.803025477707006,0.91233708266381,"PG",0.96969696969697,0.727272727272727,0.989005490329341,0.291069099671377
"73",2009-04-17,0.822611464968153,0.918943045884663,"PG",0.922077922077922,0.666666666666667,0.960405786553495,0.329770771256164
"74",2009-04-20,0.807802547770701,0.919121585431173,"PG",0.112554112554113,0.493506493506494,0.0464667734486125,0.755368888441062
"75",2009-04-21,0.817993630573248,0.898232458489555,"PG",0.800865800865801,0.138528138528139,0.915924946637903,0.0519123668542015
"76",2009-04-22,0.789808917197452,0.877164792001428,"PG",0.0303030303030303,0.125541125541126,0.0324744803411226,0.564649452830614
"77",2009-04-23,0.785350318471338,0.872165684699161,"PG",0.316017316017316,0.341991341991342,0.348890947784592,0.411805643026682
"78",2009-04-24,0.788375796178344,0.899660774861632,"PG",0.632034632034632,0.917748917748918,0.307804977578031,0.961588023326371
"79",2009-04-27,0.795700636942675,0.897339760757008,"PG",0.753246753246753,0.432900432900433,0.858286641734814,0.2520173185692
"80",2009-04-28,0.79124203821656,0.899839314408141,"PG",0.316017316017316,0.554112554112554,0.217510127805988,0.699162963514308
"81",2009-04-29,0.802866242038217,0.921978218175326,"PG",0.831168831168831,0.874458874458874,0.645669533396055,0.808257990645821
"82",2009-04-30,0.787261146496815,0.921799678628816,"PG",0.112554112554113,0.476190476190476,0.0481067919372305,0.743810853253855
"83",2009-05-01,0.788216560509554,0.929119800035708,"PG",0.558441558441558,0.666666666666667,0.45612493323434,0.699459187832796
"84",2009-05-04,0.811942675159236,0.881449741117658,"PG",0.948051948051948,0.0303030303030303,0.952719332257171,0.0208901398678232
"85",2009-05-05,0.792834394904459,0.92037136225674,"PG",0.0909090909090909,0.96969696969697,0.0698877505350774,0.986427312600052
"86",2009-05-06,0.809554140127389,0.913765399035886,"PG",0.887445887445887,0.285714285714286,0.962106421666832,0.125761789836552
"87",2009-05-07,0.817515923566879,0.911265845384753,"PG",0.770562770562771,0.424242424242424,0.875896860095315,0.236666497052302
"88",2009-05-08,0.821178343949045,0.913943938582396,"PG",0.640692640692641,0.554112554112554,0.665508837509317,0.470833922193904
"89",2009-05-11,0.802070063694267,0.905016961256918,"PG",0.0909090909090909,0.255411255411255,0.0713144740632524,0.569102381187176
"90",2009-05-12,0.811146496815287,0.932869130512408,"PG",0.787878787878788,0.913419913419913,0.482022447032103,0.916084198418859
"91",2009-05-13,0.811464968152866,0.952508480628459,"PG",0.545454545454545,0.826839826839827,0.31496314000534,0.898744987064997
"92",2009-05-14,0.808917197452229,0.963577932512051,"PG",0.411255411255411,0.727272727272727,0.243282877220557,0.839932813849879
"93",2009-05-15,0.806847133757962,0.949116229244778,"PG",0.441558441558442,0.194805194805195,0.655440801703089,0.126719378517341
"94",2009-05-18,0.836305732484076,0.947866452419211,"PG",0.974025974025974,0.467532467532468,0.995317794564728,0.188638541897138
"95",2009-05-19,0.843152866242038,0.941617568291377,"PG",0.731601731601732,0.298701298701299,0.868858499405159,0.147980425465017
"96",2009-05-20,0.860191082802548,0.942153186930905,"PG",0.887445887445887,0.502164502164502,0.953914322743472,0.241813889385959
"97",2009-05-21,0.844267515923567,0.931262274593822,"PG",0.112554112554113,0.229437229437229,0.114560346786465,0.490906583064749
"98",2009-05-22,0.844426751592357,0.929298339582217,"PG",0.545454545454545,0.445887445887446,0.605585539639413,0.388329687835018
"99",2009-05-26,0.856369426751592,0.947152294233173,"PG",0.831168831168831,0.813852813852814,0.742700092535409,0.684858869692076
"100",2009-05-27,0.824522292993631,0.94804499196572,"PG",0.025974025974026,0.519480519480519,0.00472640033529507,0.807840630384649
"101",2009-05-28,0.837420382165605,0.944652740582039,"PG",0.852813852813853,0.402597402597403,0.940009212745087,0.19216873412847
"102",2009-05-29,0.827070063694267,0.950366006070345,"PG",0.168831168831169,0.640692640692641,0.070262399210616,0.829775726071874
"103",2009-06-01,0.84968152866242,0.975897161221211,"PG",0.943722943722944,0.891774891774892,0.89530977941163,0.596065032015988
"104",2009-06-02,0.855254777070064,0.974647384395644,"PG",0.688311688311688,0.467532467532468,0.777857707397089,0.323159868262521
"105",2009-06-03,0.856847133757962,0.98000357079093,"PG",0.593073593073593,0.623376623376623,0.541973291350476,0.611500981281135
"106",2009-06-04,0.849522292993631,0.962863774326013,"PG",0.251082251082251,0.173160173160173,0.426185444958072,0.197782142919491
"107",2009-06-05,0.846815286624204,0.945545438314587,"PG",0.406926406926407,0.173160173160173,0.636786264124887,0.1147452365283
"108",2009-06-08,0.846178343949045,0.936975540082128,"PG",0.497835497835498,0.264069264069264,0.667282613323796,0.182276590218839
"109",2009-06-09,0.834554140127388,0.953758257454026,"PG",0.151515151515152,0.792207792207792,0.0576837564101284,0.912729864361317
"110",2009-06-10,0.829299363057325,0.95607927155865,"PG",0.29004329004329,0.54978354978355,0.190622739823954,0.708831145673528
"111",2009-06-11,0.828184713375796,0.95232994108195,"PG",0.484848484848485,0.402597402597403,0.551354076885546,0.369275784826311
"112",2009-06-12,0.836783439490446,0.950544545616854,"PG",0.783549783549784,0.454545454545455,0.880499484505704,0.2573970818909
"113",2009-06-15,0.817356687898089,0.933761828244956,"PG",0.0909090909090909,0.173160173160173,0.117142914029858,0.440479539224286
"114",2009-06-16,0.797770700636943,0.947330833779682,"PG",0.0909090909090909,0.761904761904762,0.0292439863214691,0.893394053940744
"115",2009-06-17,0.796337579617834,0.995179432244242,"PG",0.476190476190476,0.978354978354978,0.189555000142779,0.996414125498273
"116",2009-06-18,0.814808917197452,1.03106588109266,"PG",0.917748917748918,0.952380952380952,0.636107252110431,0.882860974166379
"117",2009-06-19,0.806369426751592,1.03856454204606,"PG",0.229437229437229,0.666666666666667,0.108161155237342,0.834752584779237
"118",2009-06-22,0.805095541401274,1.01446170326727,"PG",0.476190476190476,0.12987012987013,0.733008286285348,0.0604776648582695
"119",2009-06-23,0.804936305732484,0.994822353151223,"PG",0.523809523809524,0.16017316017316,0.752143869841351,0.0768484641947173
"120",2009-06-24,0.804936305732484,0.990180324941975,"PG",0.541125541125541,0.367965367965368,0.652135986528431,0.28653335622411
"121",2009-06-25,0.822929936305733,1.01178361006963,"PG",0.896103896103896,0.844155844155844,0.838741661827383,0.626753758937731
"122",2009-06-26,0.824044585987261,1.02106766648813,"PG",0.558441558441558,0.692640692640693,0.435096881865393,0.735414039359658
"123",2009-06-29,0.831687898089172,1.01838957329048,"PG",0.753246753246753,0.432900432900433,0.858286641734814,0.2520173185692
"124",2009-06-30,0.813694267515924,1.01767541510445,"PG",0.0995670995670996,0.476190476190476,0.0395870753193652,0.751783701732476
"125",2009-07-01,0.828025477707006,1.0262453133369,"PG",0.874458874458874,0.675324675324675,0.911113808138122,0.402342309029727
