,BANC,CFFI
2008-08-06,0.7321839080459771,0.7308467741935484
2008-08-07,0.7327586206896552,0.7308467741935484
2008-08-08,0.7465517241379311,0.7291666666666666
2008-08-11,0.6586206896551725,0.7221102150537634
2008-08-12,0.6551724137931035,0.7221102150537634
2008-08-13,0.6540229885057472,0.7523521505376344
2008-08-14,0.6609195402298851,0.7523521505376344
2008-08-15,0.6793103448275862,0.6821236559139785
2008-08-18,0.6609195402298851,0.6821236559139785
2008-08-19,0.6609195402298851,0.7056451612903225
2008-08-20,0.6982758620689656,0.7620967741935484
2008-08-21,0.6982758620689656,0.7711693548387096
2008-08-22,0.7327586206896552,0.7711693548387096
2008-08-25,0.7327586206896552,0.7711693548387096
2008-08-26,0.7074712643678162,0.7234543010752689
2008-08-27,0.7160919540229886,0.7701612903225806
2008-08-28,0.706896551724138,0.7701612903225806
2008-08-29,0.706896551724138,0.7701612903225806
2008-09-02,0.7321839080459771,0.7308501344086021
2008-09-03,0.7321839080459771,0.739247311827957
2008-09-04,0.7183908045977012,0.739247311827957
2008-09-05,0.7040229885057472,0.739247311827957
2008-09-08,0.7258620689655173,0.7710013440860215
2008-09-09,0.7258620689655173,0.7143817204301075
2008-09-10,0.7011494252873564,0.7056451612903225
2008-09-11,0.7011494252873564,0.7056451612903225
2008-09-12,0.6948275862068966,0.6804435483870968
2008-09-15,0.6948275862068966,0.7137096774193548
2008-09-16,0.6839080459770116,0.6807795698924731
2008-09-17,0.635057471264368,0.6891801075268817
2008-09-18,0.6879310344827587,0.7056451612903225
2008-09-19,0.7413793103448276,0.6770833333333333
2008-09-22,0.7471264367816093,0.7056451612903225
2008-09-23,0.7471264367816093,0.7056451612903225
2008-09-24,0.7471264367816093,0.7728494623655914
2008-09-25,0.7729885057471264,0.7449596774193549
2008-09-26,0.7729885057471264,0.7728494623655914
2008-09-29,0.7701149425287357,0.6888440860215054
2008-09-30,0.7356321839080461,0.6888440860215054
2008-10-01,0.710919540229885,0.7728494623655914
2008-10-02,0.6304597701149426,0.7728494623655914
2008-10-03,0.632183908045977,0.7896505376344085
2008-10-06,0.5959770114942529,0.7053091397849461
2008-10-07,0.6034482758620691,0.6394489247311828
2008-10-08,0.589080459770115,0.6384408602150538
2008-10-09,0.589080459770115,0.6216397849462365
2008-10-10,0.5614942528735632,0.5715725806451614
2008-10-13,0.5798850574712644,0.5796370967741935
2008-10-14,0.5798850574712644,0.736760752688172
2008-10-15,0.632183908045977,0.6468413978494624
2008-10-16,0.6206896551724139,0.6297043010752688
2008-10-17,0.6178160919540231,0.6297043010752688
2008-10-20,0.6034482758620691,0.6297043010752688
2008-10-21,0.6040229885057472,0.6297043010752688
2008-10-22,0.6040229885057472,0.6300403225806451
2008-10-23,0.5816091954022988,0.6384408602150538
2008-10-24,0.5620689655172414,0.6384408602150538
2008-10-27,0.5666666666666667,0.6300403225806451
2008-10-28,0.5643678160919541,0.6300403225806451
2008-10-29,0.574712643678161,0.6300403225806451
2008-10-30,0.5597701149425288,0.6317204301075269
2008-10-31,0.5862068965517242,0.6549059139784945
2008-11-03,0.6137931034482759,0.678763440860215
2008-11-04,0.6206896551724139,0.671034946236559
2008-11-05,0.6206896551724139,0.6468413978494624
2008-11-06,0.574712643678161,0.6468413978494624
2008-11-07,0.589080459770115,0.6468413978494624
2008-11-10,0.589080459770115,0.6384408602150538
2008-11-11,0.6034482758620691,0.6246639784946236
2008-11-12,0.5689655172413793,0.5964381720430108
2008-11-13,0.5379310344827586,0.6384408602150538
2008-11-14,0.5867816091954023,0.6468413978494624
2008-11-17,0.5528735632183908,0.6468413978494624
2008-11-18,0.5821839080459771,0.5991263440860214
2008-11-19,0.5160919540229886,0.5782930107526881
2008-11-20,0.4764367816091954,0.5782930107526881
2008-11-21,0.5057471264367817,0.5712365591397849
2008-11-24,0.5132183908045977,0.5712365591397849
2008-11-25,0.5310344827586208,0.5880342741935484
2008-11-26,0.5310344827586208,0.5766129032258064
2008-11-28,0.571264367816092,0.5040322580645161
2008-12-01,0.5741379310344829,0.4786626344086021
2008-12-02,0.5735632183908047,0.4909274193548387
2008-12-03,0.5718390804597702,0.4909274193548387
2008-12-04,0.5459770114942529,0.6438172043010753
2008-12-05,0.5114942528735633,0.6384408602150538
2008-12-08,0.5160919540229886,0.6384375
2008-12-09,0.514367816091954,0.6061827956989246
2008-12-10,0.47241379310344833,0.6283602150537634
2008-12-11,0.5011494252873564,0.4905913978494623
2008-12-12,0.5160919540229886,0.4872311827956989
2008-12-15,0.5580459770114944,0.4956317204301075
2008-12-16,0.5126436781609196,0.5040322580645161
2008-12-17,0.5459770114942529,0.5467069892473118
2008-12-18,0.5459770114942529,0.5030241935483871
2008-12-19,0.4649425287356322,0.4348118279569892
2008-12-22,0.5655172413793104,0.47177419354838707
2008-12-23,0.5655172413793104,0.5036962365591398
2008-12-24,0.571264367816092,0.4909274193548387
2008-12-26,0.571264367816092,0.48756720430107525
2008-12-29,0.4885057471264368,0.5036962365591398
2008-12-30,0.5316091954022989,0.5036962365591398
2008-12-31,0.5545977011494253,0.5292372311827956
