,WSM,CBS
2008-08-06,0.653343023255814,0.6546452371618973
2008-08-07,0.6398982558139534,0.6291650333202665
2008-08-08,0.6660610465116279,0.6566052528420226
2008-08-11,0.693313953488372,0.6926695413563309
2008-08-12,0.7013081395348838,0.6781654253234026
2008-08-13,0.6820494186046512,0.6742453939631516
2008-08-14,0.6864098837209303,0.7075656605252841
2008-08-15,0.7027616279069767,0.7071736573892591
2008-08-18,0.6864098837209303,0.6883575068600548
2008-08-19,0.6609738372093024,0.6573892591140729
2008-08-20,0.6511627906976745,0.6452371618972952
2008-08-21,0.6656976744186047,0.6456291650333201
2008-08-22,0.6700581395348838,0.658173265386123
2008-08-25,0.6428052325581396,0.6483731869854958
2008-08-26,0.6529796511627907,0.6417091336730694
2008-08-27,0.6700581395348838,0.644453155625245
2008-08-28,0.6180959302325582,0.6562132497059976
2008-08-29,0.6428052325581396,0.6342610740885927
2008-09-02,0.6537063953488371,0.6428851430811445
2008-09-03,0.6580668604651163,0.6534692277538221
2008-09-04,0.6366279069767442,0.6342610740885927
2008-09-05,0.6489825581395349,0.649157193257546
2008-09-08,0.7042151162790697,0.6699333594668757
2008-09-09,0.6736918604651163,0.6507252058016464
2008-09-10,0.688953488372093,0.6613092904743237
2008-09-11,0.7063953488372093,0.6660133281066247
2008-09-12,0.6954941860465117,0.6605252842022736
2008-09-15,0.659156976744186,0.6334770678165424
2008-09-16,0.6795058139534883,0.6272050176401411
2008-09-17,0.6537063953488371,0.5899647197177578
2008-09-18,0.6911337209302325,0.6146609172873383
2008-09-19,0.6922238372093024,0.6150529204233633
2008-09-22,0.6464389534883721,0.6032928263426107
2008-09-23,0.6246366279069768,0.5821246569972559
2008-09-24,0.6119186046511628,0.5770286162289299
2008-09-25,0.6253633720930233,0.5974127793022344
2008-09-26,0.6111918604651163,0.6036848294786358
2008-09-29,0.5628633720930233,0.5605644845158761
2008-09-30,0.5879360465116279,0.5715405723245786
2008-10-01,0.5759447674418604,0.5656605252842022
2008-10-02,0.5501453488372093,0.53390827126617
2008-10-03,0.5406976744186047,0.5052920423363387
2008-10-06,0.53125,0.506860054880439
2008-10-07,0.5243459302325582,0.4645237161897295
2008-10-08,0.5069040697674418,0.4476675813406507
2008-10-09,0.46838662790697677,0.39749117992943944
2008-10-10,0.470203488372093,0.3175225401803214
2008-10-13,0.4952761627906977,0.3426107408859271
2008-10-14,0.4767441860465116,0.373578988631909
2008-10-15,0.43968023255813954,0.337906703253626
2008-10-16,0.45494186046511625,0.3449627597020776
2008-10-17,0.41896802325581395,0.368874950999608
2008-10-20,0.4273255813953488,0.3684829478635829
2008-10-21,0.4117005813953488,0.3543708349666797
2008-10-22,0.3982558139534884,0.31713053704429633
2008-10-23,0.3793604651162791,0.33006664053312423
2008-10-24,0.3430232558139535,0.3053704429635437
2008-10-27,0.3430232558139535,0.3049784398275186
2008-10-28,0.3815406976744186,0.34613876911015284
2008-10-29,0.2910610465116279,0.3418267346138769
2008-10-30,0.3001453488372093,0.36965895727165815
2008-10-31,0.3008720930232558,0.38063504508036067
2008-11-03,0.3346656976744186,0.37553900431203446
2008-11-04,0.34774709302325585,0.38573108584868676
2008-11-05,0.33975290697674415,0.35672285378283025
2008-11-06,0.311046511627907,0.3179145433163465
2008-11-07,0.32122093023255816,0.31987455899647194
2008-11-10,0.28415697674418605,0.31360250882007057
2008-11-11,0.28015988372093026,0.30027440219521756
2008-11-12,0.2616279069767442,0.23794590356722853
2008-11-13,0.2718023255813954,0.2520580164641317
2008-11-14,0.23473837209302326,0.25950607604860837
2008-11-17,0.2238372093023256,0.23951391611132888
2008-11-18,0.22056686046511628,0.23794590356722853
2008-11-19,0.19040697674418605,0.2112896903175225
2008-11-20,0.17151162790697674,0.17679341434731477
2008-11-21,0.17587209302325582,0.19521756174049393
2008-11-24,0.24563953488372092,0.23480987847902782
2008-11-25,0.24382267441860464,0.2320658565268522
2008-11-26,0.2710755813953488,0.25676205409643277
2008-11-28,0.2547238372093023,0.26107408859270875
2008-12-01,0.22238372093023256,0.22853782830262642
2008-12-02,0.2747093023255814,0.2512740101920815
2008-12-03,0.27870639534883723,0.28655429243433944
2008-12-04,0.29723837209302323,0.29008232065856526
2008-12-05,0.346656976744186,0.28969031752254015
2008-12-08,0.3132267441860465,0.30693845550764404
2008-12-09,0.2914244186046511,0.2920423363386907
2008-12-10,0.31213662790697677,0.3108584868678949
2008-12-11,0.28415697674418605,0.3038024304194433
2008-12-12,0.30050872093023256,0.32144257154057226
2008-12-15,0.2714389534883721,0.30027440219521756
2008-12-16,0.29069767441860467,0.31242649941199524
2008-12-17,0.29796511627906974,0.3038024304194433
2008-12-18,0.2910610465116279,0.29008232065856526
2008-12-19,0.28888081395348836,0.302234417875343
2008-12-22,0.26344476744186046,0.29243433947471575
2008-12-23,0.26671511627906974,0.29282634261074086
2008-12-24,0.26199127906976744,0.2943943551548412
2008-12-26,0.2710755813953488,0.30262642101136805
2008-12-29,0.2616279069767442,0.29635437083496663
2008-12-30,0.2747093023255814,0.31242649941199524
2008-12-31,0.2856104651162791,0.3210505684045472
