,WTFC,ZION
2008-08-06,0.5820051413881748,0.620776874435411
2008-08-07,0.5586118251928021,0.5803071364046973
2008-08-08,0.5886889460154241,0.5781391147244805
2008-08-11,0.6604113110539847,0.5925925925925926
2008-08-12,0.6329048843187661,0.5076784101174345
2008-08-13,0.6051413881748072,0.4858175248419151
2008-08-14,0.6061696658097686,0.5029810298102981
2008-08-15,0.6218508997429306,0.5055103884372177
2008-08-18,0.5930591259640103,0.46811201445347783
2008-08-19,0.5699228791773779,0.4561878952122854
2008-08-20,0.5583547557840617,0.46811201445347783
2008-08-21,0.5508997429305913,0.45871725383920503
2008-08-22,0.5673521850899743,0.46070460704607047
2008-08-25,0.548586118251928,0.44932249322493223
2008-08-26,0.5557840616966582,0.44878048780487806
2008-08-27,0.5704370179948587,0.45799457994579945
2008-08-28,0.5925449871465296,0.47208672086720865
2008-08-29,0.5976863753213368,0.48491418247515805
2008-09-02,0.6043701799485862,0.5320686540198735
2008-09-03,0.6388174807197944,0.5544715447154471
2008-09-04,0.5992287917737789,0.5515808491418247
2008-09-05,0.638560411311054,0.5956639566395664
2008-09-08,0.6820051413881748,0.6623306233062329
2008-09-09,0.6899742930591259,0.6061427280939475
2008-09-10,0.6966580976863754,0.5886178861788618
2008-09-11,0.7046272493573265,0.6074074074074074
2008-09-12,0.7218508997429306,0.6771454381210478
2008-09-15,0.6904884318766067,0.6657633242999097
2008-09-16,0.744987146529563,0.7259259259259259
2008-09-17,0.7208226221079691,0.6502258355916892
2008-09-18,0.843444730077121,0.8169828364950316
2008-09-19,0.9730077120822623,0.9544715447154472
2008-09-22,0.8568123393316195,0.853297199638663
2008-09-23,0.8161953727506427,0.7324299909665763
2008-09-24,0.8074550128534704,0.71869918699187
2008-09-25,0.8311053984575836,0.7499548328816621
2008-09-26,0.8241645244215939,0.7945799457994579
2008-09-29,0.7205655526992288,0.6187895212285456
2008-09-30,0.7544987146529564,0.6991869918699187
2008-10-01,0.7784061696658098,0.8039747064137308
2008-10-02,0.7712082262210798,0.7866305329719964
2008-10-03,0.7737789203084834,0.7868112014453477
2008-10-06,0.7832904884318767,0.7308039747064138
2008-10-07,0.7503856041131106,0.626196928635953
2008-10-08,0.7203084832904885,0.6063233965672991
2008-10-09,0.5784061696658098,0.5308039747064137
2008-10-10,0.6609254498714653,0.6028906955736223
2008-10-13,0.6848329048843188,0.5779584462511291
2008-10-14,0.7452442159383034,0.7185185185185186
2008-10-15,0.7146529562982006,0.6791327913279134
2008-10-16,0.7529562982005141,0.7262872628726288
2008-10-17,0.7593830334190231,0.6560072267389341
2008-10-20,0.7431876606683805,0.6236675700090335
2008-10-21,0.7383033419023136,0.588256549232159
2008-10-22,0.6187660668380462,0.5925925925925926
2008-10-23,0.5773778920308483,0.5678410117434507
2008-10-24,0.5796915167095116,0.5824751580849142
2008-10-27,0.5717223650385604,0.624390243902439
2008-10-28,0.5886889460154241,0.671364046973803
2008-10-29,0.5884318766066838,0.6594399277326106
2008-10-30,0.6362467866323908,0.6516711833785004
2008-10-31,0.6580976863753214,0.6885275519421861
2008-11-03,0.6938303341902313,0.7409214092140921
2008-11-04,0.7023136246786633,0.7772357723577236
2008-11-05,0.6365038560411311,0.7112917795844624
2008-11-06,0.5979434447300772,0.6757000903342366
2008-11-07,0.6015424164524421,0.7037037037037037
2008-11-10,0.589974293059126,0.6856368563685638
2008-11-11,0.5987146529562982,0.671364046973803
2008-11-12,0.5629820051413882,0.5806684733514001
2008-11-13,0.6308483290488431,0.6278229448961156
2008-11-14,0.5871465295629821,0.5906052393857272
2008-11-17,0.5650385604113111,0.5425474254742547
2008-11-18,0.5483290488431877,0.5320686540198735
2008-11-19,0.5084832904884319,0.49810298102981027
2008-11-20,0.46786632390745503,0.47533875338753384
2008-11-21,0.4534704370179949,0.4679313459801264
2008-11-24,0.5141388174807198,0.5392953929539296
2008-11-25,0.5290488431876607,0.5568202348690153
2008-11-26,0.5200514138817481,0.5626016260162602
2008-11-28,0.5303341902313624,0.5761517615176152
2008-12-01,0.44395886889460157,0.46811201445347783
2008-12-02,0.47737789203084835,0.46720867208672084
2008-12-03,0.5053984575835476,0.4903342366757001
2008-12-04,0.4979434447300772,0.5118337850045167
2008-12-05,0.5318766066838047,0.5423667570009033
2008-12-08,0.5570694087403599,0.5257452574525745
2008-12-09,0.5182519280205655,0.5026196928635953
2008-12-10,0.5349614395886889,0.5118337850045167
2008-12-11,0.46272493573264784,0.4867208672086721
2008-12-12,0.4624678663239074,0.4644986449864499
2008-12-15,0.4429305912596401,0.439747064137308
2008-12-16,0.46272493573264784,0.48870822041553746
2008-12-17,0.4866323907455013,0.47678410117434505
2008-12-18,0.5023136246786633,0.4691960252935862
2008-12-19,0.5156812339331619,0.4505871725383921
2008-12-22,0.4956298200514139,0.4075880758807588
2008-12-23,0.48251928020565554,0.3938572719060524
2008-12-24,0.4994858611825193,0.3992773261065944
2008-12-26,0.5030848329048844,0.40307136404697375
2008-12-29,0.4930591259640103,0.39241192411924114
2008-12-30,0.5089974293059126,0.413550135501355
2008-12-31,0.5287917737789203,0.44281842818428185
