,NTRS,VNO
2008-08-06,1.097967479674797,1.054468085106383
2008-08-07,1.0498644986449865,1.0395744680851065
2008-08-08,1.0750677506775068,1.0736170212765959
2008-08-11,1.0990514905149051,1.1069148936170212
2008-08-12,1.0653116531165312,1.0759574468085107
2008-08-13,1.0345528455284552,1.0630851063829787
2008-08-14,1.065989159891599,1.0841489361702128
2008-08-15,1.0745257452574526,1.0874468085106384
2008-08-18,1.0405149051490516,1.0521276595744682
2008-08-19,1.0235772357723578,1.0298936170212767
2008-08-20,1.0594850948509484,1.0322340425531915
2008-08-21,1.0462059620596205,1.021595744680851
2008-08-22,1.0753387533875338,1.0659574468085107
2008-08-25,1.0398373983739837,1.0262765957446809
2008-08-26,1.0479674796747969,1.0267021276595745
2008-08-27,1.0678861788617886,1.0390425531914893
2008-08-28,1.1056910569105691,1.07
2008-08-29,1.0892953929539295,1.0580851063829786
2008-09-02,1.0890243902439025,1.0738297872340425
2008-09-03,1.1086720867208673,1.093191489361702
2008-09-04,1.0489159891598916,1.0685106382978724
2008-09-05,1.0925474254742547,1.0641489361702128
2008-09-08,1.1399728997289973,1.1153191489361702
2008-09-09,1.1165311653116532,1.0713829787234042
2008-09-10,1.1341463414634148,1.0781914893617022
2008-09-11,1.1815718157181572,1.0944680851063828
2008-09-12,1.1800813008130082,1.1046808510638297
2008-09-15,1.1394308943089433,0.9436170212765957
2008-09-16,1.0886178861788618,1.0119148936170212
2008-09-17,0.9582655826558266,0.9361702127659575
2008-09-18,1.0223577235772359,1.0736170212765959
2008-09-19,1.0372628726287263,1.1248936170212764
2008-09-22,0.962059620596206,0.9941489361702128
2008-09-23,0.9353658536585366,0.986595744680851
2008-09-24,0.9918699186991871,0.9729787234042553
2008-09-25,1.009349593495935,0.9827659574468085
2008-09-26,1.0826558265582658,1.0075531914893616
2008-09-29,0.8789972899728998,0.9176595744680852
2008-09-30,0.9783197831978321,0.9675531914893617
2008-10-01,0.9693766937669378,0.958936170212766
2008-10-02,0.8781842818428185,0.8976595744680851
2008-10-03,0.8676151761517615,0.8542553191489362
2008-10-06,0.8222222222222223,0.8469148936170213
2008-10-07,0.7510840108401085,0.7803191489361702
2008-10-08,0.7696476964769647,0.8191489361702128
2008-10-09,0.6899728997289973,0.723404255319149
2008-10-10,0.7665311653116531,0.8322340425531916
2008-10-13,0.8537940379403794,0.8417021276595745
2008-10-14,0.8640921409214093,0.7553191489361702
2008-10-15,0.744308943089431,0.6576595744680851
2008-10-16,0.7894308943089431,0.7023404255319149
2008-10-17,0.7626016260162602,0.7065957446808511
2008-10-20,0.7914634146341464,0.7202127659574469
2008-10-21,0.7884823848238482,0.6809574468085107
2008-10-22,0.6928184281842819,0.6451063829787234
2008-10-23,0.6857723577235773,0.6414893617021277
2008-10-24,0.6712737127371274,0.6042553191489362
2008-10-27,0.6731707317073171,0.5896808510638298
2008-10-28,0.7448509485094851,0.7128723404255319
2008-10-29,0.7467479674796749,0.6631914893617021
2008-10-30,0.752710027100271,0.6825531914893617
2008-10-31,0.7630081300813009,0.750531914893617
2008-11-03,0.7227642276422765,0.7121276595744681
2008-11-04,0.776829268292683,0.7989361702127659
2008-11-05,0.7084010840108401,0.7129787234042553
2008-11-06,0.675609756097561,0.6788297872340425
2008-11-07,0.6978319783197833,0.7144680851063829
2008-11-10,0.6846883468834689,0.6547872340425531
2008-11-11,0.6302168021680217,0.6623404255319149
2008-11-12,0.6143631436314364,0.5940425531914894
2008-11-13,0.6747967479674797,0.654468085106383
2008-11-14,0.6086720867208673,0.5987234042553191
2008-11-17,0.5712737127371273,0.568404255319149
2008-11-18,0.590379403794038,0.5761702127659574
2008-11-19,0.5237127371273713,0.5018085106382979
2008-11-20,0.46734417344173446,0.4429787234042553
2008-11-21,0.5140921409214092,0.47117021276595744
2008-11-24,0.5947154471544716,0.5592553191489362
2008-11-25,0.5631436314363144,0.5791489361702128
2008-11-26,0.6017615176151762,0.597872340425532
2008-11-28,0.6218157181571816,0.5686170212765957
2008-12-01,0.5338753387533876,0.4581914893617021
2008-12-02,0.5775067750677506,0.5045744680851064
2008-12-03,0.6172086720867208,0.5490425531914893
2008-12-04,0.625609756097561,0.5362765957446808
2008-12-05,0.6853658536585366,0.5985106382978723
2008-12-08,0.7162601626016261,0.6551063829787234
2008-12-09,0.6789972899728998,0.5977659574468085
2008-12-10,0.6811653116531166,0.6463829787234042
2008-12-11,0.6182926829268294,0.563936170212766
2008-12-12,0.620460704607046,0.6195744680851064
2008-12-15,0.6127371273712737,0.6001063829787233
2008-12-16,0.6910569105691057,0.6845744680851064
2008-12-17,0.6846883468834689,0.6817021276595745
2008-12-18,0.6688346883468835,0.6196808510638298
2008-12-19,0.6987804878048781,0.6384042553191489
2008-12-22,0.6771002710027101,0.6140425531914894
2008-12-23,0.6696476964769649,0.6238297872340426
2008-12-24,0.6718157181571816,0.6239361702127659
2008-12-26,0.6676151761517616,0.6274468085106383
2008-12-29,0.6478319783197832,0.5929787234042554
2008-12-30,0.6819783197831978,0.6189361702127659
2008-12-31,0.7065040650406504,0.6420212765957447
