,LAMR,LBTYA
2008-08-15,0.9042769857433809,0.841552734375
2008-08-18,0.8995247793618466,0.8103027343749999
2008-08-19,0.8667119257750622,0.80126953125
2008-08-20,0.8574338085539716,0.8156738281249999
2008-08-21,0.8630911971034171,0.8059082031249999
2008-08-22,0.8719167232405522,0.81787109375
2008-08-25,0.8445349626612356,0.80224609375
2008-08-26,0.8336727766463002,0.82275390625
2008-08-27,0.8388775741117901,0.8427734375000001
2008-08-28,0.8486082824168364,0.86572265625
2008-08-29,0.8406879384476126,0.85888671875
2008-09-02,0.852907897714415,0.8574218749999999
2008-09-03,0.8628649015614394,0.8505859375000001
2008-09-04,0.8565286263860603,0.82568359375
2008-09-05,0.8522290110884815,0.822021484375
2008-09-08,0.891378139850645,0.821533203125
2008-09-09,0.8510975333785925,0.793212890625
2008-09-10,0.8252998415931206,0.781005859375
2008-09-11,0.8440823715772799,0.78662109375
2008-09-12,0.8409142339895904,0.786376953125
2008-09-15,0.8078750848608284,0.7568359375
2008-09-16,0.812174700158407,0.7526855468749999
2008-09-17,0.7886399637927134,0.702392578125
2008-09-18,0.8117221090744512,0.737060546875
2008-09-19,0.8535867843403485,0.742431640625
2008-09-22,0.8372935053179453,0.7177734375
2008-09-23,0.8058384249830278,0.72021484375
2008-09-24,0.7694048427245984,0.7404785156249999
2008-09-25,0.7651052274270198,0.74853515625
2008-09-26,0.745417515274949,0.751220703125
2008-09-29,0.6718714641321567,0.67138671875
2008-09-30,0.6990269291694954,0.73974609375
2008-10-01,0.6809232858112696,0.724853515625
2008-10-02,0.6494682054763521,0.695068359375
2008-10-03,0.6324960398280154,0.6787109375
2008-10-06,0.6107716677981444,0.640380859375
2008-10-07,0.5822584295089387,0.571044921875
2008-10-08,0.6200497850192351,0.5517578125
2008-10-09,0.5838424983027835,0.5224609375
2008-10-10,0.5087123783661462,0.45654296875
2008-10-13,0.5182167911292147,0.512451171875
2008-10-14,0.4756166553518896,0.484375
2008-10-15,0.41593120615523876,0.427734375
2008-10-16,0.4073319755600815,0.4384765625
2008-10-17,0.4095949309798598,0.441162109375
2008-10-20,0.4052953156822811,0.4599609375
2008-10-21,0.4016745870106359,0.4345703125
2008-10-22,0.363204344874406,0.41699218749999994
2008-10-23,0.34012219959266804,0.375244140625
2008-10-24,0.3131930300973071,0.32861328125
2008-10-27,0.2948630911971034,0.294921875
2008-10-28,0.30210454854039376,0.329833984375
2008-10-29,0.3505317945236479,0.351318359375
2008-10-30,0.3385381307988233,0.390380859375
2008-10-31,0.34329033718035756,0.40258789062499994
2008-11-03,0.36229916270649476,0.41918945312500006
2008-11-04,0.3641095270423173,0.4296875
2008-11-05,0.3466847703100249,0.393310546875
2008-11-06,0.33107037791355515,0.370849609375
2008-11-07,0.35143697669155916,0.3935546875
2008-11-10,0.3073093460058837,0.37841796875
2008-11-11,0.3032360262502829,0.356689453125
2008-11-12,0.28513238289205706,0.3388671875
2008-11-13,0.32360262502828696,0.37060546875
2008-11-14,0.33672776646300073,0.344970703125
2008-11-17,0.2968997510749038,0.32568359375
2008-11-18,0.2964471599909482,0.320068359375
2008-11-19,0.2658972618239421,0.293212890625
2008-11-20,0.23512106811495817,0.255615234375
2008-11-21,0.249377687259561,0.26708984375
2008-11-24,0.2572980312287848,0.308349609375
2008-11-25,0.2984838198687486,0.317138671875
2008-11-26,0.3193030097307083,0.326171875
2008-11-28,0.33650147092102284,0.353759765625
2008-12-01,0.3036886173342385,0.285888671875
2008-12-02,0.31002489250961757,0.306640625
2008-12-03,0.3215659651504866,0.312255859375
2008-12-04,0.3242815116542204,0.297607421875
2008-12-05,0.326091875990043,0.31103515625
2008-12-08,0.333785924417289,0.332763671875
2008-12-09,0.3385381307988233,0.33837890625
2008-12-10,0.33899072188277896,0.332275390625
2008-12-11,0.3102511880515954,0.31884765625
2008-12-12,0.3079882326318172,0.3173828125
2008-12-15,0.28422720072414576,0.298583984375
2008-12-16,0.30595157275401674,0.31201171875
2008-12-17,0.3193030097307083,0.3173828125
2008-12-18,0.3070830504639059,0.329833984375
2008-12-19,0.31387191672324055,0.341552734375
2008-12-22,0.29803122878479293,0.323974609375
2008-12-23,0.29463679565512557,0.346923828125
2008-12-24,0.28988458927359134,0.35498046874999994
2008-12-26,0.2910160669834804,0.372802734375
2008-12-29,0.2747227879610772,0.358642578125
2008-12-30,0.2783435166327224,0.376220703125
2008-12-31,0.28422720072414576,0.388671875
