,GPS,VFC
2008-07-15,0.7957600827300931,0.8810329697881409
2008-07-16,0.8366080661840745,0.916509966152689
2008-07-17,0.8547052740434333,0.9255359157578037
2008-07-18,0.8583247156153051,0.9216497430111571
2008-07-21,0.843846949327818,0.9127491538172245
2008-07-22,0.8614270941054809,0.9355647486523756
2008-07-23,0.8898655635987591,0.9464711044252225
2008-07-24,0.8500517063081696,0.9167606869750533
2008-07-25,0.8422957600827301,0.9069825749028456
2008-07-28,0.8340227507755946,0.8797793656763195
2008-07-29,0.8459152016546019,0.9022188792779241
2008-07-30,0.8505687693898656,0.9103673060047638
2008-07-31,0.8335056876938988,0.8973298232418202
2008-08-01,0.8448810754912099,0.8899335589820735
2008-08-04,0.8443640124095139,0.9040992854456563
2008-08-05,0.8846949327817993,0.930801053027454
2008-08-06,0.8769389865563599,0.9393255609878401
2008-08-07,0.8748707342295761,0.927416321925536
2008-08-08,0.9353671147880042,0.9724207095399272
2008-08-11,0.96794208893485,0.986461075592328
2008-08-12,1.0113753877973113,0.972169988717563
2008-08-13,0.9756980351602896,0.9667794910367307
2008-08-14,0.9891416752843847,0.9652751661025448
2008-08-15,1.0031023784901758,0.9774351259872133
2008-08-18,1.001034126163392,0.9652751661025448
2008-08-19,0.9829369183040332,0.9612636329447162
2008-08-20,0.983453981385729,0.9638962015795413
2008-08-21,0.9829369183040332,0.9690359784380093
2008-08-22,1.0279214064115823,0.9755547198194809
2008-08-25,0.9963805584281282,0.9573774601980696
2008-08-26,0.9912099276111687,0.9616397141782624
2008-08-27,0.9886246122026888,0.9753039989971167
2008-08-28,1.0072388831437435,0.9957377460198071
2008-08-29,1.0056876938986556,0.9934812586185283
2008-09-02,1.0139607032057911,1.0002507208223643
2008-09-03,1.032574974146846,1.0572897079102421
2008-09-04,0.9896587383660806,1.0427479002131128
2008-09-05,0.9922440537745606,1.0196815845555975
2008-09-08,1.0201654601861427,1.0477623166603987
2008-09-09,1.000517063081696,1.0351009151310016
2008-09-10,0.9989658738366081,1.0516484894070453
2008-09-11,1.0243019648397105,1.0445029459696626
2008-09-12,1.001551189245088,1.0361037984204589
2008-09-15,0.9886246122026888,1.0200576657891438
2008-09-16,1.0077559462254395,1.042873260624295
2008-09-17,0.954498448810755,1.000752162467093
2008-09-18,0.9638055842812824,1.0179265387990473
2008-09-19,0.9865563598759047,1.0315908236179017
2008-09-22,0.9725956566701137,0.9875893192929673
2008-09-23,0.9467425025853153,0.9632693995236306
2008-09-24,0.9317476732161324,0.9709163846057416
2008-09-25,0.9436401240951396,1.0022564874012787
2008-09-26,0.9498448810754913,1.005766578914379
2008-09-29,0.9079627714581179,0.9600100288328945
2008-09-30,0.9193381592554293,0.9691613388491915
2008-10-01,0.9120992761116856,0.9564999373197944
2008-10-02,0.8877973112719753,0.9181396514980569
2008-10-03,0.8702171664943122,0.9077347373699386
2008-10-06,0.8536711478800415,0.8649868371568259
2008-10-07,0.8014477766287487,0.8216121348878026
2008-10-08,0.7983453981385729,0.7936567631941833
2008-10-09,0.7182006204756981,0.7240817349880908
2008-10-10,0.7145811789038263,0.7885169863357152
2008-10-13,0.7859358841778696,0.7836279302996114
2008-10-14,0.7440537745604964,0.7410053904976809
2008-10-15,0.6675284384694933,0.6862228908110819
2008-10-16,0.7197518097207859,0.7333584054155698
2008-10-17,0.6938986556359876,0.6963770841168359
2008-10-20,0.6995863495346432,0.6855960887551711
2008-10-21,0.6907962771458117,0.6792027077848816
2008-10-22,0.6437435367114788,0.6229158831640967
2008-10-23,0.6116856256463289,0.6255484517989219
2008-10-24,0.5796277145811789,0.5819230287075342
2008-10-27,0.5884177869700103,0.5749028456813339
2008-10-28,0.6447776628748708,0.6586436003510092
2008-10-29,0.6416752843846949,0.6893569010906356
2008-10-30,0.6504653567735263,0.6886047386235428
2008-10-31,0.6690796277145812,0.6907358656136393
2008-11-03,0.6478800413650465,0.6862228908110819
2008-11-04,0.6737331954498449,0.7160586686724333
2008-11-05,0.6639089968976215,0.6847185658768961
2008-11-06,0.6442605997931748,0.6452300363545193
2008-11-07,0.6628748707342296,0.6473611633446158
2008-11-10,0.6530506721820063,0.6384605741506832
2008-11-11,0.6266804550155118,0.6152688980819857
2008-11-12,0.5718717683557394,0.588567130500188
2008-11-13,0.6359875904860394,0.6266766954995613
2008-11-14,0.5972078593588418,0.5917011407797418
2008-11-17,0.5542916235780766,0.5705152312899586
2008-11-18,0.5661840744570837,0.5559734235928294
2008-11-19,0.5217166494312306,0.499937319794409
2008-11-20,0.4917269906928645,0.5009402030838661
2008-11-21,0.6256463288521199,0.5365425598595963
2008-11-24,0.6225439503619441,0.5786636580167983
2008-11-25,0.6230610134436402,0.6083740754669675
2008-11-26,0.6659772492244054,0.643349630186787
2008-11-28,0.6732161323681489,0.6555095900714555
2008-12-01,0.641158221302999,0.593581546947474
2008-12-02,0.6323681489141676,0.6160210605490787
2008-12-03,0.6654601861427094,0.656888554594459
2008-12-04,0.6809720785935884,0.6675441895449418
2008-12-05,0.7244053774560496,0.6862228908110819
2008-12-08,0.733712512926577,0.7054030337219507
2008-12-09,0.6918304033092038,0.6751911746270528
2008-12-10,0.7233712512926577,0.6822113576532531
2008-12-11,0.671147880041365,0.6496176507458945
2008-12-12,0.6820062047569804,0.6651623417324809
2008-12-15,0.6644260599793175,0.6393380970289583
2008-12-16,0.7001034126163391,0.6944966779491036
2008-12-17,0.7275077559462254,0.7060298357778614
2008-12-18,0.7171664943123061,0.7062805566002257
2008-12-19,0.7016546018614271,0.697254606995111
2008-12-22,0.6799379524301965,0.6721825247586812
2008-12-23,0.6618407445708376,0.6605240065187414
2008-12-24,0.6706308169596691,0.6652877021436631
2008-12-26,0.6706308169596691,0.6825874388867996
2008-12-29,0.672182006204757,0.6676695499561238
2008-12-30,0.6804550155118925,0.6750658142158706
2008-12-31,0.6923474663908997,0.6865989720446284
