"","X1","CMS","GXP","long_distance","Fx","Fy","MI_X","MI_Y"
"66",2009-04-07,1.14066985645933,0.681749622926094,"GXP",0.402597402597403,0.411255411255411,0.437718614982373,0.465350470724724
"67",2009-04-08,1.15885167464115,0.704374057315234,"GXP",0.826839826839827,0.96969696969697,0.213426516148906,0.985659544459746
"68",2009-04-09,1.16937799043062,0.710407239819005,"GXP",0.74025974025974,0.748917748917749,0.607557172444197,0.64145328066012
"69",2009-04-13,1.15502392344498,0.704876822523881,"GXP",0.264069264069264,0.294372294372294,0.331621892049153,0.443997415544234
"70",2009-04-14,1.12918660287081,0.698340874811463,"GXP",0.151515151515152,0.281385281385281,0.129686878675567,0.62950915145616
"71",2009-04-15,1.1311004784689,0.708396178984414,"GXP",0.584415584415584,0.852813852813853,0.208782338020134,0.938069634980254
"72",2009-04-16,1.14736842105263,0.724484665661136,"GXP",0.800865800865801,0.926406926406926,0.3178653218232,0.94017723376219
"73",2009-04-17,1.14258373205742,0.737556561085973,"GXP",0.441558441558442,0.887445887445887,0.110423052854659,0.97542854504965
"74",2009-04-20,1.1244019138756,0.719457013574661,"GXP",0.212121212121212,0.0995670995670996,0.630197772304197,0.0952627592909589
"75",2009-04-21,1.1311004784689,0.733031674208145,"GXP",0.670995670995671,0.891774891774892,0.237090470762699,0.948491325322432
"76",2009-04-22,1.13875598086124,0.731523378582202,"GXP",0.688311688311688,0.476190476190476,0.821177223586188,0.248955607819647
"77",2009-04-23,1.111004784689,0.722976370035194,"GXP",0.12987012987013,0.246753246753247,0.121258196940752,0.616503388207063
"78",2009-04-24,1.10909090909091,0.714932126696833,"GXP",0.489177489177489,0.251082251082251,0.765396199120723,0.131244273387999
"79",2009-04-27,1.1244019138756,0.71744595274007,"GXP",0.787878787878788,0.627705627705628,0.846822097292398,0.333002621939261
"80",2009-04-28,1.13588516746411,0.726495726495726,"GXP",0.753246753246753,0.826839826839827,0.481513101784788,0.79335877218501
"81",2009-04-29,1.15406698564593,0.723479135243841,"GXP",0.826839826839827,0.411255411255411,0.952311653386211,0.117463826316345
"82",2009-04-30,1.15023923444976,0.727501256913022,"GXP",0.463203463203463,0.696969696969697,0.227077575681496,0.838863790988056
"83",2009-05-01,1.14832535885167,0.728506787330317,"GXP",0.489177489177489,0.571428571428571,0.390774962868489,0.639884351718794
"84",2009-05-04,1.16746411483254,0.732528908999497,"GXP",0.83982683982684,0.696969696969697,0.873074486505308,0.352505450144668
"85",2009-05-05,1.16746411483254,0.721468074409251,"GXP",0.536796536796537,0.203463203463203,0.839490682220102,0.0739152568940458
"86",2009-05-06,1.15311004784689,0.739567621920563,"GXP",0.264069264069264,0.939393939393939,0.0592436323410335,0.991530825327931
"87",2009-05-07,1.13588516746411,0.740573152337858,"GXP",0.225108225108225,0.571428571428571,0.0802622215732113,0.851732856086074
"88",2009-05-08,1.13971291866029,0.761689291101056,"GXP",0.623376623376623,0.952380952380952,0.139463076505155,0.990567857838804
"89",2009-05-11,1.14162679425837,0.762192056309703,"GXP",0.584415584415584,0.558441558441558,0.577982643952097,0.4962964514787
"90",2009-05-12,1.14736842105263,0.705882352941176,"GXP",0.649350649350649,0.00432900432900433,0.918394016252686,0.00017864144439183
"91",2009-05-13,1.11674641148325,0.741578682755153,"GXP",0.121212121212121,0.982683982683983,0.0463204487105317,0.99732484653742
"92",2009-05-14,1.10526315789474,0.750628456510809,"GXP",0.294372294372294,0.818181818181818,0.0715117890544387,0.958890347086864
"93",2009-05-15,1.0755980861244,0.744092508798391,"GXP",0.116883116883117,0.29004329004329,0.0745246491698009,0.707641994412416
"94",2009-05-18,1.07177033492823,0.748114630467572,"GXP",0.458874458874459,0.696969696969697,0.22242870881583,0.841318047760808
"95",2009-05-19,1.08995215311005,0.749120160884867,"GXP",0.83982683982684,0.571428571428571,0.930964853666255,0.210401460798594
"96",2009-05-20,1.0688995215311,0.749120160884867,"GXP",0.177489177489178,0.545454545454545,0.0559616863466201,0.858138696853548
"97",2009-05-21,1.05167464114833,0.749622926093514,"GXP",0.212121212121212,0.558441558441558,0.0747141902457074,0.849444988250997
"98",2009-05-22,1.05263157894737,0.755656108597285,"GXP",0.554112554112554,0.727272727272727,0.30796103701258,0.816614918225445
"99",2009-05-26,1.0822966507177,0.768728004022122,"GXP",0.917748917748918,0.878787878787879,0.827453274577591,0.539257854035678
"100",2009-05-27,1.05071770334928,0.746606334841629,"GXP",0.103896103896104,0.0779220779220779,0.41455101042029,0.199821249896174
"101",2009-05-28,1.06507177033493,0.757667169431875,"GXP",0.787878787878788,0.852813852813853,0.497340900300126,0.80391556667493
"102",2009-05-29,1.08516746411483,0.757667169431875,"GXP",0.844155844155844,0.545454545454545,0.940721861697269,0.186746105802661
"103",2009-06-01,1.13588516746411,0.778783308195073,"GXP",0.96969696969697,0.943722943722944,0.891280375678745,0.492686988585075
"104",2009-06-02,1.13397129186603,0.777777777777778,"GXP",0.489177489177489,0.497835497835498,0.483188199796096,0.510022794143502
"105",2009-06-03,1.11961722488038,0.768225238813474,"GXP",0.246753246753247,0.229437229437229,0.402758777914321,0.332203809140266
"106",2009-06-04,1.12248803827751,0.77526395173454,"GXP",0.601731601731602,0.774891774891775,0.314607503022019,0.847035648145955
"107",2009-06-05,1.12727272727273,0.781799899446958,"GXP",0.640692640692641,0.744588744588745,0.4174386466644,0.767024453935769
"108",2009-06-08,1.12057416267943,0.781799899446958,"GXP",0.415584415584416,0.545454545454545,0.30139740943715,0.679769703853453
"109",2009-06-09,1.10717703349282,0.772247360482655,"GXP",0.264069264069264,0.229437229437229,0.44131843613733,0.304001344633321
"110",2009-06-10,1.12057416267943,0.780291603821016,"GXP",0.770562770562771,0.792207792207792,0.594974989879505,0.687856080421008
"111",2009-06-11,1.15311004784689,0.79788838612368,"GXP",0.917748917748918,0.917748917748918,0.702951157234718,0.702951157234718
"112",2009-06-12,1.17703349282297,0.79989944695827,"GXP",0.861471861471861,0.597402597402597,0.941740601451551,0.210703063071242
"113",2009-06-15,1.15885167464115,0.787330316742081,"GXP",0.216450216450216,0.203463203463203,0.382740602634423,0.325403243111927
"114",2009-06-16,1.14545454545455,0.782302664655606,"GXP",0.277056277056277,0.337662337662338,0.297768689172255,0.508965620771847
"115",2009-06-17,1.15406698564593,0.780291603821016,"GXP",0.701298701298701,0.454545454545455,0.848217742216235,0.214602973288338
"116",2009-06-18,1.16937799043062,0.789844142785319,"GXP",0.787878787878788,0.818181818181818,0.581125351874759,0.719809968907809
"117",2009-06-19,1.15311004784689,0.776269482151835,"GXP",0.238095238095238,0.19047619047619,0.461509575319512,0.257408112379584
"118",2009-06-22,1.14545454545455,0.772247360482655,"GXP",0.402597402597403,0.393939393939394,0.460963715779435,0.433168951965754
"119",2009-06-23,1.1244019138756,0.7526395173454,"GXP",0.181818181818182,0.0995670995670996,0.567976931555578,0.124469379373093
"120",2009-06-24,1.13397129186603,0.756158873805933,"GXP",0.727272727272727,0.670995670995671,0.699361586195264,0.500768330667527
"121",2009-06-25,1.15406698564593,0.769230769230769,"GXP",0.83982683982684,0.878787878787879,0.559375941953294,0.784265215607256
"122",2009-06-26,1.14641148325359,0.775766716943187,"GXP",0.402597402597403,0.744588744588745,0.144619235801645,0.905871768254529
"123",2009-06-29,1.16746411483254,0.788838612368024,"GXP",0.844155844155844,0.874458874458874,0.585943243954019,0.762318186414864
"124",2009-06-30,1.15598086124402,0.781799899446958,"GXP",0.294372294372294,0.285714285714286,0.408197377151197,0.376567592515746
"125",2009-07-01,1.18086124401914,0.791855203619909,"GXP",0.861471861471861,0.835497835497836,0.742395870450418,0.598915034491023
