"","X1","CTWS","JNJ","long_distance","Fx","Fy","MI_X","MI_Y"
"90",2009-05-12,0.844783715012723,0.90684253915911,NA,0.493506493506494,0.887445887445887,0.264273423314561,0.952161952693102
"91",2009-05-13,0.81891433418151,0.909315746084089,"CTWS",0.134199134199134,0.632034632034632,0.0546958032376605,0.8085713599475
"92",2009-05-14,0.836726039016115,0.90717230008244,"CTWS",0.861471861471861,0.41991341991342,0.940096818226859,0.224919797790432
"93",2009-05-15,0.830788804071247,0.913602638087387,"CTWS",0.367965367965368,0.761904761904762,0.211721294332245,0.871109274592816
"94",2009-05-18,0.855810008481764,0.924154987633965,"CTWS",0.896103896103896,0.844155844155844,0.845115205093094,0.648332036379005
"95",2009-05-19,0.874469889737065,0.921516900247321,"CTWS",0.861471861471861,0.406926406926407,0.940878674200891,0.216452311118196
"96",2009-05-20,0.844359626802375,0.92118713932399,"CTWS",0.125541125541126,0.502164502164502,0.057157974586954,0.726528143597974
"97",2009-05-21,0.843935538592027,0.906677658697444,"CTWS",0.506493506493506,0.108225108225108,0.737737009811453,0.0449963839585531
"98",2009-05-22,0.84520780322307,0.903050288540808,"CTWS",0.536796536796537,0.350649350649351,0.643727709486463,0.27409396658199
"99",2009-05-26,0.876590330788804,0.911129431162407,"CTWS",0.909090909090909,0.805194805194805,0.901359719981164,0.547832319781789
"100",2009-05-27,0.862595419847328,0.893981863149217,"CTWS",0.229437229437229,0.0865800865800866,0.513004737711644,0.0748792502944908
"101",2009-05-28,0.864715860899067,0.899093157460841,"CTWS",0.554112554112554,0.718614718614719,0.426771593409253,0.770047924991472
"102",2009-05-29,0.89440203562341,0.909480626545754,"CTWS",0.9004329004329,0.844155844155844,0.853952676913262,0.638790731109678
"103",2009-06-01,0.947837150127227,0.919703215169003,NA,0.956709956709957,0.835497835497836,0.961293575391587,0.463151594193603
"104",2009-06-02,0.951229855810009,0.92679307502061,NA,0.571428571428571,0.779220779220779,0.403347009611571,0.836990767408193
