,SJW,ACE
2008-08-06,0.8404357577699455,0.8932906271072152
2008-08-07,0.8404357577699455,0.8823331085637223
2008-08-08,0.8535725728933035,0.9121712744436952
2008-08-11,0.8654277475168216,0.9177343223196224
2008-08-12,0.8615828260173022,0.9076196898179366
2008-08-13,0.8830503043896186,0.8946392447741065
2008-08-14,0.8904197372636975,0.8828388401888064
2008-08-15,0.880807433514899,0.8787929871881323
2008-08-18,0.8881768663889779,0.8664868509777478
2008-08-19,0.8958667093880167,0.8381658799730276
2008-08-20,0.8913809676385773,0.841031692515172
2008-08-21,0.8865748157641782,0.8560350640593392
2008-08-22,0.9096443447612944,0.870869858395145
2008-08-25,0.893303428388337,0.8582265677680377
2008-08-26,0.8968279397628964,0.8471004720161834
2008-08-27,0.9067606536366549,0.8656439649359406
2008-08-28,0.9096443447612944,0.8811530681051922
2008-08-29,0.8929830182633771,0.8868846931894808
2008-09-02,0.8865748157641782,0.8819959541469993
2008-09-03,0.8923421980134573,0.8825016857720837
2008-09-04,0.862223646267222,0.8691840863115308
2008-09-05,0.8417173982697853,0.8816587997302764
2008-09-08,0.8558154437680231,0.9055967633175994
2008-09-09,0.8208907401473887,0.8745785569790965
2008-09-10,0.8144825376481897,0.8698583951449764
2008-09-11,0.8244152515219481,0.8720498988536749
2008-09-12,0.8087151553989105,0.8786244099797706
2008-09-15,0.7981416212752322,0.8895819285232637
2008-09-16,0.8317846843960269,0.965104517869184
2008-09-17,0.8003844921499519,0.9366149696561026
2008-09-18,0.8724767702659404,0.9962913014160486
2008-09-19,0.8945850688881769,1.112609575185435
2008-09-22,0.8990708106376161,1.007923128792987
2008-09-23,0.9202178788849728,0.9524612272420768
2008-09-24,0.9192566485100929,0.945043830074174
2008-09-25,0.9480935597564882,1.0114632501685772
2008-09-26,0.950656840756168,0.9659474039109912
2008-09-29,0.8888176866388977,0.8934592043155766
2008-09-30,0.9602691445049663,0.9125084288604182
2008-10-01,0.9394424863825697,0.9098111935266352
2008-10-02,0.9522588913809675,0.9103169251517195
2008-10-03,0.9045177827619353,0.8892447741065408
2008-10-06,0.8676706183915411,0.8833445718138907
2008-10-07,0.8199295097725088,0.8513149022252191
2008-10-08,0.7773149631528357,0.7670262980445044
2008-10-09,0.7087471964114066,0.644807821982468
2008-10-10,0.7709067606536366,0.6869521240728254
2008-10-13,0.843960269144505,0.772757923128793
2008-10-14,0.8298622236462672,0.8302427511800404
2008-10-15,0.7513617430310797,0.7489885367498315
2008-10-16,0.8458827298942646,0.7515171948752528
2008-10-17,0.7917334187760333,0.7852326365475387
2008-10-20,0.8760012816404998,0.8324342548887391
2008-10-21,0.831464274271067,0.8051247471341875
2008-10-22,0.7792374239025953,0.7636547538772758
2008-10-23,0.8234540211470682,0.8012474713418746
2008-10-24,0.7577699455302787,0.8177680377612946
2008-10-27,0.7231656520346043,0.74763991908294
2008-10-28,0.7917334187760333,0.8322656776803775
2008-10-29,0.7962191605254726,0.9531355360755226
2008-10-30,0.8420378083947453,0.9398179366149697
2008-10-31,0.8907401473886575,0.9669588671611598
2008-11-03,0.9163729573854534,0.9310519217801753
2008-11-04,0.8715155398910606,0.9329062710721511
2008-11-05,0.843960269144505,0.8828388401888064
2008-11-06,0.8603011855174624,0.8636210384356034
2008-11-07,0.8897789170137776,0.9002022926500337
2008-11-10,0.8647869272669015,0.8718813216453135
2008-11-11,0.8769625120153797,0.8690155091031692
2008-11-12,0.799743671900032,0.8366486850977748
2008-11-13,0.8817686638897789,0.9128455832771409
2008-11-14,0.7840435757769945,0.8884018880647337
2008-11-17,0.8119192566485101,0.8632838840188807
2008-11-18,0.81223966677347,0.8497977073499662
2008-11-19,0.7661006087792374,0.6818948078219825
2008-11-20,0.6956103812880488,0.640087660148348
2008-11-21,0.7667414290291573,0.7729265003371545
2008-11-24,0.825056071771868,0.7855697909642616
2008-11-25,0.8324255046459468,0.8175994605529332
2008-11-26,0.8798462031400193,0.8368172623061362
2008-11-28,0.8971483498878564,0.8808159136884693
2008-12-01,0.7776353732777955,0.7459541469993257
2008-12-02,0.8353091957705864,0.7660148347943357
2008-12-03,0.8266581223966677,0.7913014160485502
2008-12-04,0.7946171099006729,0.7982130815913688
2008-12-05,0.8359500160205062,0.8737356709372892
2008-12-08,0.8836911246395386,0.8293998651382334
2008-12-09,0.7971803909003524,0.8051247471341875
2008-12-10,0.8080743351489906,0.8084962913014161
2008-12-11,0.7850048061518744,0.7980445043830074
2008-12-12,0.8462031400192246,0.7941672285906946
2008-12-15,0.818968279397629,0.8118678354686446
2008-12-16,0.8785645626401795,0.8674983142279163
2008-12-17,0.8753604613905799,0.8597437626432907
2008-12-18,0.8740788208907402,0.8725556304787593
2008-12-19,0.8849727651393784,0.8776129467296022
2008-12-22,0.9051586030118551,0.8772757923128793
2008-12-23,0.9186158282601731,0.870869858395145
2008-12-24,0.9234219801345722,0.8690155091031692
2008-12-26,0.9144504966356937,0.8752528658125421
2008-12-29,0.881127843639859,0.8811530681051922
2008-12-30,0.9208586991348926,0.881490222521915
2008-12-31,0.9593079141300865,0.8921105866486851
