"","X1","MLM","STNR","long_distance","Fx","Fy","MI_X","MI_Y"
"69",2009-04-13,0.871422932701796,0.940663761314113,NA,0.54978354978355,0.515151515151515,0.52469276762467,0.447698415126875
"70",2009-04-14,0.831458456680482,0.938652363392558,"MLM",0.103896103896104,0.506493506493506,0.0295051094308055,0.874950731343102
"71",2009-04-15,0.852378133017565,0.949715051961113,"MLM",0.770562770562771,0.653679653679654,0.721420414780545,0.456871644028294
"72",2009-04-16,0.903690546674561,0.972175662085149,"MLM",0.948051948051948,0.757575757575758,0.928920352750961,0.411152509708609
"73",2009-04-17,0.893625419380304,0.994636272209185,"MLM",0.380952380952381,0.757575757575758,0.157799942349058,0.858345178017615
"74",2009-04-20,0.849615156897572,0.992960107274556,"MLM",0.0952380952380952,0.510822510822511,0.0247728937056815,0.886259716632659
"75",2009-04-21,0.869252022893231,1.02346630908481,"MLM",0.761904761904762,0.800865800865801,0.593350646749843,0.689644196333094
"76",2009-04-22,0.882376159463193,1.01307408649011,"MLM",0.688311688311688,0.393939393939394,0.787992490431917,0.203121059625349
"77",2009-04-23,0.88208012630748,1.00636942675159,"MLM",0.480519480519481,0.428571428571429,0.507514440642084,0.387558503505988
"78",2009-04-24,0.914347740280245,1.01977874622863,"MLM",0.848484848484849,0.662337662337662,0.8245369844671,0.39816192515389
"79",2009-04-27,0.886915334517466,0.951726449882669,"MLM",0.186147186147186,0.051948051948052,0.714798735751999,0.0469891673217662
"80",2009-04-28,0.869252022893231,0.962453905464298,"MLM",0.272727272727273,0.645021645021645,0.113209512154563,0.827495770200735
"81",2009-04-29,0.855338464574699,1.01843781428093,"MLM",0.298701298701299,0.935064935064935,0.0503997162709475,0.982121062272848
"82",2009-04-30,0.829188869153345,1.06067717063359,"MLM",0.181818181818182,0.874458874458874,0.0246513592595609,0.975806431076199
"83",2009-05-01,0.822873495164792,1.04927924907811,"MLM",0.38961038961039,0.393939393939394,0.412205482153312,0.422854844748727
"84",2009-05-04,0.878034339846063,1.07274555816292,"MLM",0.956709956709957,0.753246753246753,0.942908176106185,0.388744179352868
"85",2009-05-05,0.927471876850207,1.06201810258129,"MLM",0.943722943722944,0.398268398268398,0.977961021571744,0.0884419229270234
"86",2009-05-06,0.929642786658772,1.04559168622192,"MLM",0.541125541125541,0.341991341991342,0.669125663688726,0.229719870579148
"87",2009-05-07,0.885336491020328,1.00301709688233,"MLM",0.0995670995670996,0.116883116883117,0.250091679021481,0.355786288300588
"88",2009-05-08,0.890073021511743,1.02815957090178,"MLM",0.571428571428571,0.770562770562771,0.347524320204296,0.772978618081786
"89",2009-05-11,0.865896980461812,0.986590680522964,"MLM",0.207792207792208,0.121212121212121,0.521839419841745,0.16005414853081
"90",2009-05-12,0.85800276297612,1.01273885350318,"MLM",0.38961038961039,0.783549783549784,0.153356166929088,0.875789571610052
"91",2009-05-13,0.816163410301954,0.95407308079115,"MLM",0.0995670995670996,0.0649350649350649,0.436484872072757,0.171293529239224
"92",2009-05-14,0.805703572133412,0.980221253771371,"MLM",0.350649350649351,0.787878787878788,0.122264220764508,0.894229551331893
"93",2009-05-15,0.800078942174857,0.964465303385853,"MLM",0.393939393939394,0.337662337662338,0.478273529503971,0.336061551341222
"94",2009-05-18,0.840142095914742,1.00368756285619,"MLM",0.926406926406926,0.865800865800866,0.84112627862322,0.644681940251662
"95",2009-05-19,0.828695480560489,0.987931612470667,"MLM",0.341991341991342,0.341991341991342,0.395292612288707,0.395292612288707
"96",2009-05-20,0.830669034931912,0.991954408313778,"MLM",0.541125541125541,0.567099567099567,0.468856918686564,0.526338224834582
"97",2009-05-21,0.792184724689165,0.995306738183037,"MLM",0.103896103896104,0.554112554112554,0.0249527386876448,0.897772865372638
"98",2009-05-22,0.778073810933491,0.967147167281261,"MLM",0.281385281385281,0.216450216450216,0.462946269423785,0.257970187724885
"99",2009-05-26,0.802249851983422,1.02111967817633,"MLM",0.813852813852814,0.930735930735931,0.534745450465689,0.879312055603455
"100",2009-05-27,0.787349516479179,0.982232651692927,"MLM",0.277056277056277,0.138528138528139,0.602722135927773,0.131898854019926
"101",2009-05-28,0.788434971383462,0.976868923902112,"MLM",0.515151515151515,0.463203463203463,0.52305105659128,0.405700192350639
"102",2009-05-29,0.803927373199132,0.977204156889038,"MLM",0.744588744588745,0.528138528138528,0.767122063387415,0.314423275829243
"103",2009-06-01,0.84596408131044,1.03955749245726,"MLM",0.930735930735931,0.948051948051948,0.769064061595083,0.840086339821376
"104",2009-06-02,0.856226564041839,0.99832383506537,"MLM",0.666666666666667,0.125541125541126,0.927889702892005,0.0244905192525885
"105",2009-06-03,0.828892835997632,0.983238350653704,"MLM",0.168831168831169,0.346320346320346,0.131988119149237,0.64339638081314
"106",2009-06-04,0.817248865206236,1.00268186389541,"MLM",0.333333333333333,0.718614718614719,0.135114046150222,0.849998805221603
"107",2009-06-05,0.795243733964871,1.05833053972511,"MLM",0.207792207792208,0.930735930735931,0.0248211546750161,0.987279832720296
"108",2009-06-08,0.765739096112098,1.05665437479048,"MLM",0.134199134199134,0.510822510822511,0.0464191380353847,0.845558271038971
"109",2009-06-09,0.773238602723505,1.06570566543748,"MLM",0.653679653679654,0.623376623376623,0.578897735805804,0.511646742654324
"110",2009-06-10,0.774028024472074,1.11967817633255,"MLM",0.506493506493506,0.913419913419913,0.175199695673288,0.945104746079593
