,BDC,ARCC
2008-08-06,0.8720271800679502,0.7622377622377622
2008-08-07,0.8645526613816535,0.7454545454545455
2008-08-08,0.8969422423556059,0.8013986013986014
2008-08-11,0.9306908267270669,0.8349650349650349
2008-08-12,0.9286523216308041,0.820979020979021
2008-08-13,0.922083805209513,0.8188811188811189
2008-08-14,0.9406568516421292,0.8412587412587412
2008-08-15,0.9404303510758778,0.8482517482517483
2008-08-18,0.9284258210645527,0.8286713286713286
2008-08-19,0.8718006795016988,0.8132867132867133
2008-08-20,0.857757644394111,0.8202797202797203
2008-08-21,0.829445073612684,0.8132867132867133
2008-08-22,0.8364665911664779,0.8419580419580418
2008-08-25,0.8251415628539072,0.8265734265734266
2008-08-26,0.8332955832389581,0.8293706293706293
2008-08-27,0.8391845979614949,0.8398601398601399
2008-08-28,0.8534541336353341,0.8643356643356642
2008-08-29,0.832163080407701,0.8454545454545453
2008-09-02,0.8305775764439411,0.8601398601398601
2008-09-03,0.8269535673839185,0.8587412587412586
2008-09-04,0.8099660249150623,0.8377622377622378
2008-09-05,0.8163080407701019,0.8419580419580418
2008-09-08,0.8190260475651189,0.881118881118881
2008-09-09,0.7759909399773499,0.8398601398601399
2008-09-10,0.8013590033975085,0.8363636363636364
2008-09-11,0.7691959229898075,0.8097902097902098
2008-09-12,0.7633069082672708,0.7888111888111887
2008-09-15,0.7173272933182333,0.7573426573426573
2008-09-16,0.727519818799547,0.7832167832167831
2008-09-17,0.6867497168742922,0.7090909090909091
2008-09-18,0.7150622876557192,0.8349650349650349
2008-09-19,0.7814269535673839,0.8216783216783217
2008-09-22,0.734088335220838,0.7797202797202797
2008-09-23,0.7159682899207248,0.7615384615384615
2008-09-24,0.7082672706681766,0.7594405594405593
2008-09-25,0.7259343148357871,0.7678321678321678
2008-09-26,0.7370328425821064,0.7783216783216783
2008-09-29,0.7021517553793885,0.7083916083916084
2008-09-30,0.7200453001132503,0.7293706293706294
2008-10-01,0.7053227633069084,0.7097902097902098
2008-10-02,0.6246885617214043,0.6881118881118881
2008-10-03,0.6192525481313703,0.6538461538461537
2008-10-06,0.5873159682899207,0.6083916083916083
2008-10-07,0.5469988674971688,0.5594405594405594
2008-10-08,0.5390713476783693,0.5237762237762238
2008-10-09,0.5266138165345413,0.423076923076923
2008-10-10,0.5114382785956965,0.4552447552447552
2008-10-13,0.5904869762174406,0.5321678321678321
2008-10-14,0.5728199320498302,0.5055944055944056
2008-10-15,0.5091732729331824,0.43916083916083914
2008-10-16,0.5533408833522084,0.4748251748251748
2008-10-17,0.5578708946772367,0.48741258741258736
2008-10-20,0.5954699886749717,0.5216783216783216
2008-10-21,0.5621744054360136,0.5314685314685315
2008-10-22,0.48471121177802945,0.47832167832167827
2008-10-23,0.35469988674971686,0.42797202797202794
2008-10-24,0.38029445073612683,0.4209790209790209
2008-10-27,0.3687429218573047,0.406993006993007
2008-10-28,0.402718006795017,0.458041958041958
2008-10-29,0.42242355605889015,0.47412587412587415
2008-10-30,0.45118912797281996,0.5097902097902097
2008-10-31,0.4720271800679502,0.5496503496503496
2008-11-03,0.49037372593431483,0.5629370629370629
2008-11-04,0.48901472253680633,0.5706293706293706
2008-11-05,0.4607021517553794,0.5258741258741259
2008-11-06,0.4138165345413364,0.5097902097902097
2008-11-07,0.4242355605889015,0.4832167832167832
2008-11-10,0.4022650056625142,0.4377622377622377
2008-11-11,0.37734994337485844,0.40279720279720277
2008-11-12,0.34949037372593433,0.35524475524475524
2008-11-13,0.37802944507361275,0.4188811188811189
2008-11-14,0.35855039637599095,0.3811188811188811
2008-11-17,0.34813137032842584,0.37132867132867126
2008-11-18,0.3621744054360136,0.36153846153846153
2008-11-19,0.32548131370328426,0.3111888111888112
2008-11-20,0.267044167610419,0.2636363636363636
2008-11-21,0.26047565118912797,0.2776223776223776
2008-11-24,0.3062287655719139,0.28041958041958037
2008-11-25,0.31913929784824463,0.286013986013986
2008-11-26,0.3642129105322763,0.3153846153846154
2008-11-28,0.3945639864099661,0.34825174825174826
2008-12-01,0.3474518686296716,0.33216783216783213
2008-12-02,0.3782559456398641,0.36573426573426576
2008-12-03,0.41404303510758783,0.413986013986014
2008-12-04,0.40588901472253686,0.3832167832167832
2008-12-05,0.4308040770101925,0.4293706293706293
2008-12-08,0.4604756511891279,0.4209790209790209
2008-12-09,0.43125707814269537,0.39720279720279716
2008-12-10,0.44915062287655716,0.4314685314685314
2008-12-11,0.3956964892412231,0.39440559440559436
2008-12-12,0.4090600226500566,0.4181818181818182
2008-12-15,0.3963759909399774,0.406993006993007
2008-12-16,0.4371460928652322,0.4195804195804196
2008-12-17,0.4597961494903738,0.4209790209790209
2008-12-18,0.42332955832389585,0.40909090909090906
2008-12-19,0.4398640996602492,0.4265734265734265
2008-12-22,0.4231030577576444,0.423076923076923
2008-12-23,0.40543601359003395,0.41188811188811186
2008-12-24,0.4160815402038505,0.4167832167832168
2008-12-26,0.4342015855039638,0.41188811188811186
2008-12-29,0.4138165345413364,0.40629370629370626
2008-12-30,0.4493771234428086,0.43286713286713285
2008-12-31,0.47293318233295584,0.44265734265734263
