,BBGI,ANF
2008-08-06,0.6601769911504425,0.6791372166707287
2008-08-07,0.6548672566371682,0.6068730197416524
2008-08-08,0.663716814159292,0.613941018766756
2008-08-11,0.6760884955752212,0.6593955642213014
2008-08-12,0.6141592920353982,0.6388008774067755
2008-08-13,0.6141592920353982,0.6246648793565683
2008-08-14,0.6867256637168141,0.6406288081891299
2008-08-15,0.743362831858407,0.6408725322934439
2008-08-18,0.7168141592920353,0.6272239824518645
2008-08-19,0.5787610619469026,0.6123568120887155
2008-08-20,0.6867256637168141,0.6152815013404825
2008-08-21,0.7079646017699115,0.6188155008530344
2008-08-22,0.695575221238938,0.6275895686083354
2008-08-25,0.7079646017699115,0.6177187423836217
2008-08-26,0.7008849557522123,0.6188155008530344
2008-08-27,0.5805309734513273,0.6275895686083354
2008-08-28,0.5663716814159292,0.6385571533024615
2008-08-29,0.5876106194690265,0.6391664635632465
2008-09-02,0.5752212389380531,0.6743845966366074
2008-09-03,0.5752212389380531,0.6667072873507189
2008-09-04,0.5752212389380531,0.6213746039483306
2008-09-05,0.5858407079646017,0.5923714355349744
2008-09-08,0.5858407079646017,0.6143066049232269
2008-09-09,0.5840707964601769,0.6001706068730197
2008-09-10,0.5362831858407079,0.6058981233243967
2008-09-11,0.5238938053097345,0.6123568120887155
2008-09-12,0.5238938053097345,0.5909090909090909
2008-09-15,0.5238938053097345,0.5765293687545698
2008-09-16,0.42477876106194684,0.5898123324396782
2008-09-17,0.3982300884955752,0.5332683402388496
2008-09-18,0.39469026548672564,0.5381428223251279
2008-09-19,0.5964601769911504,0.5374116500121862
2008-09-22,0.4884955752212389,0.5051182061905922
2008-09-23,0.44247787610619466,0.505727516451377
2008-09-24,0.5132743362831858,0.48098951986351446
2008-09-25,0.4619646017699115,0.4813551060199854
2008-09-26,0.3734513274336283,0.4734340726297831
2008-09-29,0.5292035398230088,0.43553497440896904
2008-09-30,0.29911504424778756,0.4807457957592006
2008-10-01,0.3716814159292035,0.47124055569095785
2008-10-02,0.36637168141592913,0.4539361442846697
2008-10-03,0.3699115044247787,0.43943456007799175
2008-10-06,0.30973451327433627,0.42773580307092374
2008-10-07,0.3575221238938053,0.40823787472581036
2008-10-08,0.2831858407079646,0.3961735315622715
2008-10-09,0.2994690265486725,0.3374360224226176
2008-10-10,0.30265486725663715,0.33231781623202533
2008-10-13,0.35398230088495575,0.36363636363636365
2008-10-14,0.3805309734513274,0.3468194004387034
2008-10-15,0.33330973451327434,0.3367048501096758
2008-10-16,0.3185840707964602,0.35681208871557396
2008-10-17,0.29026548672566366,0.36558615647087495
2008-10-20,0.2884955752212389,0.36095539848891056
2008-10-21,0.2884955752212389,0.359614915915184
2008-10-22,0.30088495575221236,0.33475505727516447
2008-10-23,0.2654867256637168,0.31842554228613207
2008-10-24,0.2654867256637168,0.30477699244455275
2008-10-27,0.247787610619469,0.29722154521082134
2008-10-28,0.2495575221238938,0.3399951255179137
2008-10-29,0.23893805309734514,0.33646112600536193
2008-10-30,0.26546902654867255,0.3297587131367292
2008-10-31,0.263716814159292,0.3529125030465513
2008-11-03,0.26546902654867255,0.3290275408237875
2008-11-04,0.2566371681415929,0.3242749207896661
2008-11-05,0.2654867256637168,0.3263465756763344
2008-11-06,0.25486725663716814,0.32354374847672435
2008-11-07,0.2654867256637168,0.3058737509139654
2008-11-10,0.23893805309734514,0.2957592005849378
2008-11-11,0.23008849557522124,0.2833292712649281
2008-11-12,0.231858407079646,0.25542286132098463
2008-11-13,0.35044247787610616,0.2734584450402145
2008-11-14,0.3403539823008849,0.21679259078722884
2008-11-17,0.35398230088495575,0.1876675603217158
2008-11-18,0.33274336283185835,0.1947355593468194
2008-11-19,0.3433451327433628,0.17730928588837436
2008-11-20,0.30088495575221236,0.17243480380209603
2008-11-21,0.20353982300884954,0.17840604435778698
2008-11-24,0.16460176991150444,0.21264928101389227
2008-11-25,0.17876106194690264,0.21776748720448452
2008-11-26,0.15044247787610618,0.23434072629783084
2008-11-28,0.15492035398230086,0.2355593468194004
2008-12-01,0.13451327433628318,0.20070679990251034
2008-12-02,0.13451327433628318,0.2049719717280039
2008-12-03,0.1929203539823009,0.20204728247623688
2008-12-04,0.2831858407079646,0.21776748720448452
2008-12-05,0.35044247787610616,0.23482817450645868
2008-12-08,0.3292035398230089,0.2490860346088228
2008-12-09,0.31327433628318585,0.24250548379234704
2008-12-10,0.29203539823008845,0.25859127467706555
2008-12-11,0.29203539823008845,0.2461613453570558
2008-12-12,0.27431858407079646,0.25676334389471117
2008-12-15,0.29203539823008845,0.24835486229588105
2008-12-16,0.2792920353982301,0.26626858396295394
2008-12-17,0.26192920353982296,0.2768705825006093
2008-12-18,0.23539823008849559,0.27382403119668536
2008-12-19,0.23539823008849559,0.2783329271264928
2008-12-22,0.2495575221238938,0.2628564465025591
2008-12-23,0.247787610619469,0.25249817206921765
2008-12-24,0.30088495575221236,0.2676090665366805
2008-12-26,0.2973451327433628,0.27126492810138925
2008-12-29,0.29026548672566366,0.2633438947111869
2008-12-30,0.30265486725663715,0.27065561784060443
2008-12-31,0.3185840707964602,0.2811357543261028
