"","X1","XEL","DTE","long_distance","Fx","Fy","MI_X","MI_Y"
"116",2009-06-18,0.9723991507431,0.88152444076222,"DTE",0.909090909090909,0.891774891774892,0.745626298228744,0.579741733097283
"117",2009-06-19,0.961252653927813,0.864402098867716,"DTE",0.229437229437229,0.16017316017316,0.568299984810417,0.196649763601138
"118",2009-06-22,0.967091295116773,0.867992267329467,"DTE",0.714285714285714,0.601731601731602,0.773482725034203,0.348236347893874
"119",2009-06-23,0.937898089171975,0.851422259044463,"DTE",0.0476190476190476,0.164502164502165,0.0297881966064268,0.791266475155912
"120",2009-06-24,0.948513800424629,0.859983429991715,"DTE",0.80952380952381,0.787878787878788,0.685080819789087,0.565135773174436
"121",2009-06-25,0.96656050955414,0.88069594034797,"DTE",0.891774891774892,0.939393939393939,0.403656241002606,0.882911176554223
"122",2009-06-26,0.966029723991507,0.882629107981221,"DTE",0.497835497835498,0.562770562770563,0.393981887077123,0.63150370930724
"123",2009-06-29,0.978768577494692,0.895056614194974,"DTE",0.831168831168831,0.848484848484849,0.584618361138888,0.698050688059468
"124",2009-06-30,0.977176220806794,0.883733775200221,"DTE",0.471861471861472,0.238095238095238,0.812513251772512,0.102440527996565
"125",2009-07-01,0.996815286624204,0.898094449047225,"DTE",0.9004329004329,0.883116883116883,0.737282254716851,0.582500353245221
