"","X1","MDCA","HOG","long_distance","Fx","Fy","MI_X","MI_Y"
"107",2009-06-05,1.76729559748428,0.94945652173913,"HOG",0.298701298701299,0.0476190476190476,0.611521075268904,0.0312293947989498
"108",2009-06-08,1.77044025157233,0.92554347826087,"HOG",0.632034632034632,0.242424242424242,0.686591810225469,0.166793466400887
"109",2009-06-09,1.82389937106918,0.923913043478261,"HOG",0.878787878787879,0.510822510822511,0.869668427183318,0.404780002867734
"110",2009-06-10,1.85220125786163,0.898369565217391,"HOG",0.783549783549784,0.229437229437229,0.824828633760938,0.140914144670471
"111",2009-06-11,1.83647798742138,0.916847826086957,"HOG",0.428571428571429,0.757575757575758,0.333022716618024,0.753224088872066
"112",2009-06-12,1.85220125786163,0.906521739130435,"HOG",0.701298701298701,0.385281385281385,0.705142238564171,0.296448681843291
"113",2009-06-15,1.81761006289308,0.87554347826087,"HOG",0.264069264069264,0.164502164502165,0.367828011188363,0.170181691711783
"114",2009-06-16,1.76100628930818,0.867934782608696,"HOG",0.16017316017316,0.411255411255411,0.122266719982448,0.533672687041238
"115",2009-06-17,1.77044025157233,0.896739130434783,"HOG",0.688311688311688,0.852813852813853,0.609665260309301,0.824076515793259
"116",2009-06-18,1.76100628930818,0.892391304347826,"HOG",0.497835497835498,0.45021645021645,0.471080319550685,0.405945201324267
"117",2009-06-19,1.77987421383648,0.9,"HOG",0.727272727272727,0.645021645021645,0.682760701137792,0.575713801931208
"118",2009-06-22,1.77358490566038,0.846195652173913,"HOG",0.528138528138528,0.0606060606060606,0.750752919719616,0.0279364554877491
"119",2009-06-23,1.77358490566038,0.833695652173913,"HOG",0.614718614718615,0.337662337662338,0.631728847210139,0.261724049733269
"120",2009-06-24,1.74528301886792,0.864673913043478,"HOG",0.29004329004329,0.887445887445887,0.185507707865684,0.902173207302505
"121",2009-06-25,1.77358490566038,0.890760869565217,"HOG",0.787878787878788,0.848484848484849,0.730499797393902,0.81050944710418
"122",2009-06-26,1.75471698113208,0.905978260869565,"HOG",0.359307359307359,0.74025974025974,0.265005821504648,0.750831777246308
"123",2009-06-29,1.74528301886792,0.9125,"HOG",0.497835497835498,0.632034632034632,0.427472286115682,0.603972519342718
"124",2009-06-30,1.73270440251572,0.880978260869565,"HOG",0.467532467532468,0.164502164502165,0.583911248841001,0.116930601365305
"125",2009-07-01,1.7562893081761,0.891847826086957,"HOG",0.761904761904762,0.701298701298701,0.715308456392085,0.636228423973732
