"","X1","BTU","SFY","long_distance","Fx","Fy","MI_X","MI_Y"
"86",2009-05-06,1.30327214684757,0.765208110992529,"SFY",0.614718614718615,0.982683982683983,0.053265605911738,0.998543813583016
"87",2009-05-07,1.25738228252195,0.860192102454643,"SFY",0.251082251082251,0.987012987012987,0.0229086593468769,0.999385766903704
"88",2009-05-08,1.31404628890662,0.965848452508004,"SFY",0.792207792207792,0.987012987012987,0.08110034000341,0.997695595955197
"89",2009-05-11,1.26895450917797,0.895410885805763,"SFY",0.268398268398268,0.0909090909090909,0.796747702961865,0.0510928892875744
"90",2009-05-12,1.27174780526736,0.85965848452508,"SFY",0.554112554112554,0.186147186147186,0.907016264925469,0.0452956983323253
"91",2009-05-13,1.17916999201915,0.749733191035219,"SFY",0.125541125541126,0.0173160173160173,0.858305087055102,0.00923590506283296
"92",2009-05-14,1.19712689545092,0.796157950907151,"SFY",0.619047619047619,0.926406926406926,0.100144676290574,0.98313692891118
"93",2009-05-15,1.15482841181165,0.750266808964781,"SFY",0.251082251082251,0.121212121212121,0.705030065331273,0.104191162192624
"94",2009-05-18,1.22745411013567,0.833511205976521,"SFY",0.887445887445887,0.982683982683983,0.155944852268718,0.988686112389758
"95",2009-05-19,1.26296887470072,0.837246531483458,"SFY",0.692640692640693,0.554112554112554,0.778128261952704,0.307481232813643
"96",2009-05-20,1.27893056664006,0.791355389541089,"SFY",0.61038961038961,0.138528138528139,0.944456841620406,0.0211215823037296
"97",2009-05-21,1.21508379888268,0.740661686232657,"SFY",0.168831168831169,0.121212121212121,0.511764293018941,0.214252154842559
"98",2009-05-22,1.22466081404629,0.74332977588047,"SFY",0.584415584415584,0.54978354978355,0.588468673542049,0.464977226977269
"99",2009-05-26,1.2609736632083,0.795090715048026,"SFY",0.701298701298701,0.952380952380952,0.107580699697256,0.988015908125856
"100",2009-05-27,1.25738228252195,0.779615795090715,"SFY",0.489177489177489,0.333333333333333,0.723691493006031,0.21638146808499
"101",2009-05-28,1.30327214684757,0.85752401280683,"SFY",0.757575757575758,0.978354978354978,0.0887835717824675,0.995727508947685
"102",2009-05-29,1.35594573024741,0.876734258271078,"SFY",0.779220779220779,0.722943722943723,0.721866219404597,0.47370238483568
"103",2009-06-01,1.4293695131684,0.930096051227321,"SFY",0.844155844155844,0.917748917748918,0.378866504792418,0.878725238711292
"104",2009-06-02,1.42577813248204,0.912486659551761,"SFY",0.493506493506494,0.337662337662338,0.724602702289459,0.218342279403679
"105",2009-06-03,1.35714285714286,0.843116328708645,"SFY",0.177489177489178,0.0865800865800866,0.659790627499145,0.105032637030691
"106",2009-06-04,1.40901835594573,0.90128068303095,"SFY",0.761904761904762,0.952380952380952,0.142728195820519,0.981603763543321
"107",2009-06-05,1.41101356743815,0.933831376734258,"SFY",0.536796536796537,0.831168831168831,0.134353091854994,0.94394272465687
"108",2009-06-08,1.36552274541101,0.900213447171825,"SFY",0.285714285714286,0.225108225108225,0.536562576245453,0.273940169412493
"109",2009-06-09,1.42378292098962,0.942369263607257,"SFY",0.787878787878788,0.87012987012987,0.398039327288712,0.835709179572696
"110",2009-06-10,1.42338387869114,0.985592315901814,"SFY",0.523809523809524,0.865800865800866,0.102115971401339,0.966597609484989
"111",2009-06-11,1.46767757382283,1.01013874066169,"SFY",0.718614718614719,0.748917748917749,0.528152337253994,0.659036864027876
"112",2009-06-12,1.42298483639266,1.02401280683031,"SFY",0.303030303030303,0.627705627705628,0.0914628801936396,0.893053731519576
"113",2009-06-15,1.33639265762171,0.988260405549627,"SFY",0.138528138528139,0.229437229437229,0.16108381147876,0.617585918516981
"114",2009-06-16,1.2853152434158,1.034151547492,"SFY",0.229437229437229,0.865800865800866,0.0234439981967299,0.986769164866398
"115",2009-06-17,1.23543495610535,0.986659551760939,"SFY",0.225108225108225,0.155844155844156,0.560240203565181,0.208140550716002
"116",2009-06-18,1.2366320830008,0.984525080042689,"SFY",0.532467532467532,0.502164502164502,0.560257415523994,0.453560457115764
"117",2009-06-19,1.25259377494014,0.964247598719317,"SFY",0.61038961038961,0.329004329004329,0.865530549718511,0.119211948826239
"118",2009-06-22,1.12968874700718,0.827641408751334,"SFY",0.0692640692640693,0.012987012987013,0.804468219108302,0.0164233898681799
"119",2009-06-23,1.16440542697526,0.784418356456777,"SFY",0.70995670995671,0.142857142857143,0.965945243998277,0.0166501512459297
"120",2009-06-24,1.16719872306465,0.784418356456777,"SFY",0.554112554112554,0.519480519480519,0.575755233479858,0.453549372817884
"121",2009-06-25,1.22545889864326,0.84204909284952,"SFY",0.818181818181818,0.952380952380952,0.197036654067124,0.968916697695874
"122",2009-06-26,1.21667996807662,0.850586979722519,"SFY",0.441558441558442,0.588744588744589,0.268185271595507,0.742310276108722
"123",2009-06-29,1.21867517956903,0.877801494130203,"SFY",0.541125541125541,0.80952380952381,0.15600747051495,0.926451744659501
"124",2009-06-30,1.20351157222666,0.888473852721451,"SFY",0.398268398268398,0.61038961038961,0.188247675740997,0.814359972261267
"125",2009-07-01,1.19792498004789,0.898612593383138,"SFY",0.458874458874459,0.601731601731602,0.278877903753535,0.742269864272589
