,UTX,HUB_B
2008-07-14,0.8236643281165676,0.7584602368866328
2008-07-15,0.8105774419859686,0.7654399323181048
2008-07-16,0.8244738262277388,0.7848984771573604
2008-07-17,0.8729087965461414,0.8204314720812182
2008-07-18,0.8646788990825688,0.8151438240270727
2008-07-21,0.8641392336751214,0.8147208121827412
2008-07-22,0.8805990286022665,0.8191624365482233
2008-07-23,0.8874797625472207,0.831218274111675
2008-07-24,0.8661629789530491,0.8045685279187816
2008-07-25,0.8800593631948193,0.8703468697123519
2008-07-28,0.864409066378845,0.8635786802030456
2008-07-29,0.8839719373988126,0.8900169204737732
2008-07-30,0.8938208310847274,0.8999576988155668
2008-07-31,0.8631948192120884,0.8917089678510998
2008-08-01,0.8575283324338909,0.8781725888324874
2008-08-04,0.8602266594711279,0.8659052453468696
2008-08-05,0.8842417701025365,0.8925549915397631
2008-08-06,0.8978683216405827,0.9084179357021998
2008-08-07,0.8734484619535886,0.8965736040609137
2008-08-08,0.9020507285483,0.9145516074450085
2008-08-11,0.9069077172153265,0.9183587140439933
2008-08-12,0.8973286562331355,0.9211082910321489
2008-08-13,0.8917970858067996,0.9251269035532995
2008-08-14,0.8920669185105234,0.9357021996615905
2008-08-15,0.9012412304371289,0.9384517766497461
2008-08-18,0.8881543443065298,0.9251269035532995
2008-08-19,0.8762817053426876,0.9086294416243654
2008-08-20,0.8735833783054505,0.9143401015228425
2008-08-21,0.8662978953049109,0.9170896785109983
2008-08-22,0.8901780895844577,0.922165820642978
2008-08-25,0.8764166216945493,0.906725888324873
2008-08-26,0.8754722072315164,0.911590524534687
2008-08-27,0.8776308688613059,0.9219543147208122
2008-08-28,0.9001618996222341,0.9443739424703891
2008-08-29,0.8849163518618457,0.9202622673434856
2008-09-02,0.8926065839179708,0.938663282571912
2008-09-03,0.9096060442525634,0.9293570219966159
2008-09-04,0.8753372908796545,0.9293570219966159
2008-09-05,0.8645439827307069,0.9039763113367174
2008-09-08,0.8874797625472207,0.9105329949238578
2008-09-09,0.8649487317862924,0.8893824027072758
2008-09-10,0.8542903399892067,0.9098984771573605
2008-09-11,0.8625202374527792,0.9041878172588832
2008-09-12,0.8696708041014569,0.9113790186125212
2008-09-15,0.8515920129519697,0.8813451776649747
2008-09-16,0.8514570966001078,0.8887478849407784
2008-09-17,0.8190771721532649,0.8862098138747885
2008-09-18,0.8430922827846735,0.8682318104906936
2008-09-19,0.8675121424716675,0.8682318104906936
2008-09-22,0.8313545601726928,0.84412013536379
2008-09-23,0.8115218564490015,0.8071065989847714
2008-09-24,0.8045062061521856,0.7878595600676819
2008-09-25,0.7983000539665407,0.7825719120135364
2008-09-26,0.8211009174311926,0.7603637901861252
2008-09-29,0.7644360496492174,0.7100253807106599
2008-09-30,0.810307609282245,0.7413282571912013
2008-10-01,0.7976254722072315,0.741751269035533
2008-10-02,0.7417701025364273,0.6931049069373943
2008-10-03,0.7401511063140852,0.6941624365482233
2008-10-06,0.7103345925526173,0.6761844331641286
2008-10-07,0.6762007555315703,0.6611675126903553
2008-10-08,0.6702644360496491,0.6372673434856175
2008-10-09,0.6250674581759309,0.6129441624365483
2008-10-10,0.6426065839179709,0.6277495769881557
2008-10-13,0.7303022126281705,0.7540186125211505
2008-10-14,0.7087155963302753,0.6981810490693738
2008-10-15,0.6644630329195899,0.6505922165820643
2008-10-16,0.7134376686454398,0.6905668358714043
2008-10-17,0.6841608202914193,0.7191201353637902
2008-10-20,0.7046681057744197,0.7244077834179357
2008-10-21,0.6873988127361036,0.7011421319796954
2008-10-22,0.6556934700485698,0.641497461928934
2008-10-23,0.6569077172153265,0.6501692047377327
2008-10-24,0.6382892606583918,0.6395939086294415
2008-10-27,0.6095520777118186,0.637901861252115
2008-10-28,0.6919859686994063,0.6869712351945854
2008-10-29,0.7026443604964921,0.7284263959390862
2008-10-30,0.7227468969239071,0.747673434856176
2008-10-31,0.7415002698327037,0.7586717428087986
2008-11-03,0.7319212088505126,0.7612098138747885
2008-11-04,0.7723961144090663,0.7749576988155669
2008-11-05,0.7240960604425256,0.7079103214890017
2008-11-06,0.6828116567728009,0.6679357021996616
2008-11-07,0.6990016189962224,0.6871827411167513
2008-11-10,0.7041284403669724,0.6702622673434856
2008-11-11,0.6988667026443605,0.6556683587140439
2008-11-12,0.6612250404749055,0.6269035532994924
2008-11-13,0.7053426875337291,0.6766074450084602
2008-11-14,0.6776848354020506,0.6419204737732657
2008-11-17,0.6496222342147868,0.6529187817258884
2008-11-18,0.6654074473826227,0.6393824027072758
2008-11-19,0.6204803022126282,0.6068104906937395
2008-11-20,0.5831084727468969,0.5473773265651438
2008-11-21,0.6296546141392336,0.5621827411167513
2008-11-24,0.662574203993524,0.5727580372250423
2008-11-25,0.6358607663248785,0.5638747884940778
2008-11-26,0.6439557474365892,0.6156937394247038
2008-11-28,0.654749055585537,0.6324027072758037
2008-12-01,0.6154883971937398,0.5767766497461929
2008-12-02,0.6214247166756611,0.580160744500846
2008-12-03,0.6384241770102536,0.6254230118443316
2008-12-04,0.636265515380464,0.5960236886632826
2008-12-05,0.6612250404749055,0.6235194585448393
2008-12-08,0.656368051807879,0.6590524534686971
2008-12-09,0.6471937398812736,0.6326142131979695
2008-12-10,0.6477334052887209,0.6385363790186125
2008-12-11,0.6351861845655693,0.6156937394247038
2008-12-12,0.6586616297895305,0.6376903553299492
2008-12-15,0.66958985429034,0.6307106598984772
2008-12-16,0.6971127900701565,0.6641285956006767
2008-12-17,0.682676740420939,0.6937394247038916
2008-12-18,0.6855099838100378,0.6791455160744501
2008-12-19,0.6930652995143011,0.676818950930626
2008-12-22,0.6980572045331894,0.6732233502538071
2008-12-23,0.6829465731246627,0.6747038917089678
2008-12-24,0.6900971397733404,0.6810490693739425
2008-12-26,0.6898273070696168,0.672165820642978
2008-12-29,0.6925256341068536,0.6613790186125211
2008-12-30,0.7155963302752293,0.6842216582064298
2008-12-31,0.7231516459794927,0.6912013536379018
