,COLM,LH
2008-08-06,0.959551656920078,0.9465031666891255
2008-08-07,0.9451754385964912,0.9479854467052958
2008-08-08,0.9880604288499025,0.9659075596280826
2008-08-11,1.0056042884990255,0.9756097560975612
2008-08-12,0.9780701754385965,0.9756097560975612
2008-08-13,0.9602826510721247,0.9723756906077349
2008-08-14,0.9824561403508772,0.9730494542514486
2008-08-15,0.9878167641325536,0.9854467052957823
2008-08-18,0.9795321637426901,0.9869289853119526
2008-08-19,0.9907407407407407,0.9873332434981809
2008-08-20,0.9795321637426901,0.9756097560975612
2008-08-21,0.9841617933723197,0.9770920361137314
2008-08-22,0.9958576998050682,0.9756097560975612
2008-08-25,0.9661306042884991,0.9702196469478508
2008-08-26,0.9634502923976608,0.9743969815388763
2008-08-27,0.9766081871345029,0.9846381889233257
2008-08-28,0.9926900584795322,0.9912410726317209
2008-08-29,0.9841617933723197,0.9857162107532679
2008-09-02,1.0046296296296295,0.9946098908502898
2008-09-03,1.0109649122807018,1.0016170327449132
2008-09-04,0.9875730994152048,0.984503436194583
2008-09-05,0.9761208576998052,0.9835601670933837
2008-09-08,1.0097465886939572,1.0129362619593048
2008-09-09,1.0019493177387915,1.0024255491173697
2008-09-10,1.0090155945419104,0.9971701926964022
2008-09-11,1.0360623781676415,1.002290796388627
2008-09-12,1.02046783625731,0.9982482145263443
2008-09-15,1.012914230019493,0.9997304945425145
2008-09-16,1.0550682261208577,0.9836949198221265
2008-09-17,1.0270467836257309,0.9589004177334591
2008-09-18,1.1267056530214425,0.991106319902978
2008-09-19,1.144736842105263,0.991106319902978
2008-09-22,1.0757797270955165,0.9615954723083143
2008-09-23,1.0638401559454191,0.9431343484705565
2008-09-24,1.0453216374269005,0.9502762430939227
2008-09-25,1.067251461988304,0.9510847594663793
2008-09-26,1.0584795321637426,0.9369357229483898
2008-09-29,1.007309941520468,0.9191483627543457
2008-09-30,1.0224171539961013,0.9365314647621615
2008-10-01,0.996588693957115,0.9326236356286215
2008-10-02,0.9710038986354776,0.9101199299285813
2008-10-03,0.9269005847953217,0.8938148497507075
2008-10-06,0.8884015594541911,0.8486726856218839
2008-10-07,0.8467348927875243,0.8318285945290392
2008-10-08,0.8501461988304094,0.817005794367336
2008-10-09,0.8226120857699805,0.7579840991780085
2008-10-10,0.8703703703703703,0.7322463279881418
2008-10-13,0.8864522417153997,0.812558954318825
2008-10-14,0.8274853801169592,0.8083816197277995
2008-10-15,0.7809454191033138,0.7815658267079909
2008-10-16,0.8304093567251462,0.8048780487804879
2008-10-17,0.8450292397660819,0.8033957687643175
2008-10-20,0.8004385964912282,0.8260342271931007
2008-10-21,0.7738791423001949,0.8252257108206442
2008-10-22,0.7451267056530214,0.7880339576876432
2008-10-23,0.7563352826510721,0.8071688451691147
2008-10-24,0.763888888888889,0.8105376633876836
2008-10-27,0.7941033138401561,0.7821048376229619
2008-10-28,0.9115497076023391,0.8122894488613396
2008-10-29,0.908625730994152,0.809190136100256
2008-10-30,0.8640350877192983,0.821452634415847
2008-10-31,0.8983918128654971,0.8285945290392132
2008-11-03,0.8808479532163742,0.8277860126667566
2008-11-04,0.8986354775828461,0.8520415038404529
2008-11-05,0.837475633528265,0.8368144454925213
2008-11-06,0.8206627680311891,0.8362754345775503
2008-11-07,0.8435672514619883,0.8578358711763914
2008-11-10,0.8131091617933722,0.8556798275165073
2008-11-11,0.8467348927875243,0.8438215873871446
2008-11-12,0.8274853801169592,0.8443605983021156
2008-11-13,0.9217836257309941,0.8709068858644388
2008-11-14,0.8771929824561404,0.8707721331356961
2008-11-17,0.8711013645224172,0.8548713111440507
2008-11-18,0.8598927875243665,0.8570273548039349
2008-11-19,0.7592592592592593,0.8133674706912816
2008-11-20,0.7755847953216374,0.7935588195660963
2008-11-21,0.8484405458089669,0.8046085433230024
2008-11-24,0.7514619883040936,0.8275165072092711
2008-11-25,0.7270955165692008,0.8295377981404124
2008-11-26,0.7748538011695907,0.8423393073709743
2008-11-28,0.7687621832358674,0.8537932893141087
2008-12-01,0.7049220272904484,0.802587252391861
2008-12-02,0.8118908382066277,0.8007007141894624
2008-12-03,0.8019005847953216,0.8232044198895029
2008-12-04,0.8131091617933722,0.8306158199703545
2008-12-05,0.8598927875243665,0.8594529039213045
2008-12-08,0.89546783625731,0.8496159547230832
2008-12-09,0.855263157894737,0.8322328527152675
2008-12-10,0.8942495126705654,0.845303867403315
2008-12-11,0.8262670565302144,0.8427435655572026
2008-12-12,0.8416179337231969,0.8381619727799489
2008-12-15,0.8067738791423001,0.826438485379329
2008-12-16,0.8664717348927876,0.8575663657189059
2008-12-17,0.8832846003898636,0.8577011184476486
2008-12-18,0.8740253411306043,0.8594529039213045
2008-12-19,0.8723196881091617,0.850289718366797
2008-12-22,0.8406432748538012,0.8562188384314783
2008-12-23,0.8099415204678363,0.8388357364236626
2008-12-24,0.814571150097466,0.8335803800026951
2008-12-26,0.8396686159844055,0.8479989219781702
2008-12-29,0.8238304093567252,0.85581458024525
2008-12-30,0.8503898635477583,0.864708260342272
2008-12-31,0.8618421052631579,0.8679423258320982
