"","X1","MBRG","DX","long_distance","Fx","Fy","MI_X","MI_Y"
"113",2009-06-15,1.07065667380443,1.10909090909091,NA,0.445887445887446,0.298701298701299,0.471499093217664,0.286575460417504
"114",2009-06-16,1.01713062098501,1.10769230769231,NA,0.051948051948052,0.510822510822511,0.0390829840772329,0.643055336840356
"115",2009-06-17,1.01713062098501,1.13566433566434,NA,0.584415584415584,0.917748917748918,0.504543238510695,0.914098858447683
"116",2009-06-18,0.982155603140614,1.15384615384615,"MBRG",0.125541125541126,0.883116883116883,0.0846567799939106,0.913873596672079
"117",2009-06-19,1.00142755174875,1.11048951048951,"MBRG",0.818181818181818,0.0303030303030303,0.889185929912486,0.0174787649841152
"118",2009-06-22,0.999286224125625,1.12027972027972,"MBRG",0.406926406926407,0.787878787878788,0.347502233702759,0.796654294130763
"119",2009-06-23,0.999286224125625,1.13006993006993,"MBRG",0.584415584415584,0.787878787878788,0.529825151192309,0.776686498390555
"120",2009-06-24,0.999286224125625,1.15384615384615,"MBRG",0.584415584415584,0.896103896103896,0.509635350281118,0.89126508893995
"121",2009-06-25,0.999286224125625,1.18181818181818,"MBRG",0.584415584415584,0.917748917748918,0.504543238510695,0.914098858447683
"122",2009-06-26,0.982155603140614,1.15384615384615,"MBRG",0.246753246753247,0.0735930735930736,0.36411313403275,0.0768169373843328
"123",2009-06-29,1.05281941470378,1.13986013986014,"MBRG",0.96969696969697,0.220779220779221,0.976364091035033,0.150968962159281
"124",2009-06-30,0.982155603140614,1.14685314685315,"MBRG",0.025974025974026,0.748917748917749,0.0153081162155291,0.84627612402404
"125",2009-07-01,0.922198429693076,1.14965034965035,"MBRG",0.025974025974026,0.683982683982684,0.0159173050452288,0.802131000754552
