"","X1","OEH","CCO","long_distance","Fx","Fy","MI_X","MI_Y"
"77",2009-04-23,1.02628434886499,0.674626865671642,"CCO",0.956709956709957,0.445887445887446,0.98488801441949,0.179547851277275
"78",2009-04-24,1.05973715651135,0.673134328358209,"CCO",0.844155844155844,0.515151515151515,0.899057879028754,0.298555641642403
"79",2009-04-27,0.722819593787336,0.532835820895522,"CCO",0,0.00865800865800866,1e-10,0.845252764493826
"80",2009-04-28,0.718040621266428,0.537313432835821,"CCO",0.467532467532468,0.696969696969697,0.340309426713164,0.762825130780826
"81",2009-04-29,0.740740740740741,0.534328358208955,"CCO",0.83982683982684,0.458874458874459,0.906224337919192,0.252092025817012
"82",2009-04-30,0.77299880525687,0.573134328358209,"CCO",0.891774891774892,0.943722943722944,0.657324028216382,0.886133497606815
"83",2009-05-01,0.817204301075269,0.571641791044776,"CCO",0.917748917748918,0.510822510822511,0.959283432083038,0.242935510088624
"84",2009-05-04,0.927120669056153,0.604477611940298,"CCO",0.982683982683983,0.909090909090909,0.96899447893426,0.516751466369921
"85",2009-05-05,0.95221027479092,0.664179104477612,"CCO",0.818181818181818,0.961038961038961,0.462060700158924,0.958250423537152
"86",2009-05-06,0.937873357228196,0.649253731343283,"CCO",0.393939393939394,0.25974025974026,0.522568246720452,0.250025361955062
"87",2009-05-07,0.833930704898447,0.716417910447761,"CCO",0.038961038961039,0.961038961038961,0.0200878799925355,0.979912120007464
"88",2009-05-08,0.854241338112306,0.807462686567164,"CCO",0.796536796536797,0.974025974025974,0.387408170323237,0.978906197154488
"89",2009-05-11,0.857825567502987,0.752238805970149,"CCO",0.597402597402597,0.0649350649350649,0.831104282106487,0.024561897378568
"90",2009-05-12,0.800477897252091,0.626865671641791,"CCO",0.12987012987013,0.00865800865800866,0.629176235682078,0.0078631645067324
"91",2009-05-13,0.721624850657109,0.543283582089552,"CCO",0.0476190476190476,0.0173160173160173,0.344875461236911,0.0635450673170057
"92",2009-05-14,0.743130227001195,0.567164179104478,"CCO",0.831168831168831,0.883116883116883,0.658433626541614,0.81738303923443
"93",2009-05-15,0.741935483870968,0.549253731343284,"CCO",0.528138528138528,0.212121212121212,0.707219456576522,0.143452202084856
"94",2009-05-18,0.768219832735962,0.570149253731343,"CCO",0.857142857142857,0.878787878787879,0.713859982580188,0.78368140241916
"95",2009-05-19,0.777777777777778,0.588059701492537,"CCO",0.683982683982684,0.852813852813853,0.474752819314535,0.858156893163928
"96",2009-05-20,0.855436081242533,0.565671641791045,"CCO",0.956709956709957,0.164502164502165,0.986176499665768,0.067703066778181
"97",2009-05-21,0.813620071684588,0.544776119402985,"CCO",0.181818181818182,0.168831168831169,0.29776400112781,0.262219806301355
"98",2009-05-22,0.811230585424134,0.553731343283582,"CCO",0.502164502164502,0.774891774891775,0.331121517710323,0.834301459354918
"99",2009-05-26,0.845878136200717,0.573134328358209,"CCO",0.891774891774892,0.865800865800866,0.799793202761748,0.711437269982892
"100",2009-05-27,0.86857825567503,0.537313432835821,"CCO",0.818181818181818,0.0779220779220779,0.928440174409203,0.0269394316336139
"101",2009-05-28,0.870967741935484,0.511940298507463,"CCO",0.584415584415584,0.116883116883117,0.801469705308631,0.0557984474156533
"102",2009-05-29,0.850657108721625,0.525373134328358,"CCO",0.324675324675325,0.831168831168831,0.156296932289664,0.919371869089927
"103",2009-06-01,0.978494623655914,0.537313432835821,"CCO",0.982683982683983,0.818181818181818,0.986284713189452,0.37231582749357
"104",2009-06-02,1,0.838805970149254,"CCO",0.774891774891775,1,0.152766659301488,0.9999999999
"105",2009-06-03,0.947431302270012,0.780597014925373,"CCO",0.173160173160173,0.0649350649350649,0.449842290213249,0.0864586972847855
"106",2009-06-04,0.953405017921147,0.767164179104478,"CCO",0.623376623376623,0.311688311688312,0.751239544527257,0.210362495454709
"107",2009-06-05,0.989247311827957,0.949253731343284,"CCO",0.865800865800866,0.995670995670996,0.314473967678915,0.997110494811293
"108",2009-06-08,1.00119474313023,0.934328358208955,"CCO",0.675324675324675,0.337662337662338,0.791230084675426,0.216290645389402
"109",2009-06-09,1.05615292712067,0.953731343283582,"CCO",0.904761904761905,0.800865800865801,0.876695372889549,0.569728618682434
"110",2009-06-10,1.07885304659498,0.992537313432836,"CCO",0.774891774891775,0.878787878787879,0.569992841849338,0.850261120667977
"111",2009-06-11,1.01433691756272,1.0044776119403,"CCO",0.142857142857143,0.722943722943723,0.0604579108688095,0.878255331159735
"112",2009-06-12,1.01194743130227,0.973134328358209,"CCO",0.510822510822511,0.212121212121212,0.690212587831049,0.148384570916119
"113",2009-06-15,0.949820788530466,0.929850746268657,"CCO",0.138528138528139,0.121212121212121,0.277667908703274,0.221214449460531
"114",2009-06-16,0.909199522102748,0.850746268656716,"CCO",0.194805194805195,0.0476190476190476,0.529938416068166,0.0507614619913703
"115",2009-06-17,0.891278375149343,0.753731343283582,"CCO",0.346320346320346,0.025974025974026,0.730549208878238,0.0116676117493183
"116",2009-06-18,0.888888888888889,0.764179104477612,"CCO",0.506493506493506,0.748917748917749,0.352253230907168,0.804845015126075
"117",2009-06-19,0.908004778972521,0.798507462686567,"CCO",0.774891774891775,0.883116883116883,0.563604424952547,0.85700409468348
"118",2009-06-22,0.855436081242533,0.728358208955224,"CCO",0.147186147186147,0.038961038961039,0.482371996755479,0.0526159026700537
"119",2009-06-23,0.890083632019116,0.717910447761194,"CCO",0.878787878787879,0.346320346320346,0.947123054864977,0.156780775558121
"120",2009-06-24,0.921146953405018,0.752238805970149,"CCO",0.852813852813853,0.883116883116883,0.699099581285432,0.796748491713678
"121",2009-06-25,0.995221027479092,0.791044776119403,"CCO",0.952380952380952,0.896103896103896,0.90302369559995,0.639998240004388
"122",2009-06-26,1.04062126642772,0.761194029850746,"CCO",0.9004329004329,0.164502164502165,0.963992681302586,0.0640309497421282
"123",2009-06-29,1.0131421744325,0.782089552238806,"CCO",0.298701298701299,0.835497835497836,0.138691367764896,0.924967372690225
"124",2009-06-30,1.01433691756272,0.791044776119403,"CCO",0.571428571428571,0.718614718614719,0.449590085592169,0.740305354104515
"125",2009-07-01,0.997610513739546,0.794029850746269,"CCO",0.380952380952381,0.636363636363636,0.276604047379261,0.734115121210957
