,HT,AIN
2008-08-06,0.8349944629014397,0.8708946772366931
2008-08-07,0.8006644518272427,0.8694790486976217
2008-08-08,0.8394241417497232,0.9244054360135899
2008-08-11,0.8737541528239203,0.9626274065685164
2008-08-12,0.8593576965669989,0.9668742921857304
2008-08-13,0.867109634551495,0.9592298980747452
2008-08-14,0.8527131782945737,0.9762174405436013
2008-08-15,0.8305647840531563,0.9861268403171007
2008-08-18,0.805094130675526,0.9493204983012458
2008-08-19,0.7995570321151717,0.8244620611551529
2008-08-20,0.8017718715393135,0.8258776896942243
2008-08-21,0.7829457364341086,0.8241789354473386
2008-08-22,0.806201550387597,0.8502265005662515
2008-08-25,0.7840531561461794,0.8309739524348811
2008-08-26,0.7862679955703211,0.8400339750849377
2008-08-27,0.7862679955703211,0.8558890147225368
2008-08-28,0.8028792912513844,0.8825028312570782
2008-08-29,0.8017718715393135,0.8683465458663647
2008-09-02,0.8294573643410853,0.8714609286523216
2008-09-03,0.858250276854928,0.8850509626274066
2008-09-04,0.8305647840531563,0.8456964892412231
2008-09-05,0.8294573643410853,0.8485277463193658
2008-09-08,0.868217054263566,0.8706115515288788
2008-09-09,0.8361018826135106,0.8516421291053227
2008-09-10,0.8604651162790697,0.8751415628539071
2008-09-11,0.867109634551495,0.8842015855039638
2008-09-12,0.8726467331118495,0.8921291053227633
2008-09-15,0.8028792912513844,0.8663646659116648
2008-09-16,0.8648947951273532,0.9006228765571913
2008-09-17,0.7840531561461794,0.8742921857304643
2008-09-18,0.8826135105204873,0.8989241223103057
2008-09-19,0.9534883720930233,0.9060022650056625
2008-09-22,0.8294573643410853,0.8561721404303511
2008-09-23,0.8261351052048727,0.8210645526613817
2008-09-24,0.8028792912513844,0.8219139297848245
2008-09-25,0.8006644518272427,0.8009626274065685
2008-09-26,0.806201550387597,0.8040770101925254
2008-09-29,0.7308970099667774,0.7412231030577576
2008-09-30,0.823920265780731,0.7737825594563986
2008-10-01,0.7751937984496124,0.7607587768969423
2008-10-02,0.7441860465116279,0.7364099660249152
2008-10-03,0.7242524916943522,0.6902604756511891
2008-10-06,0.646733111849391,0.6528878822197055
2008-10-07,0.5980066445182725,0.6033408833522084
2008-10-08,0.5138427464008859,0.5747451868629672
2008-10-09,0.4706533776301218,0.5436013590033975
2008-10-10,0.47176079734219273,0.5376557191392978
2008-10-13,0.5703211517165007,0.5937146092865232
2008-10-14,0.5094130675526024,0.5721970554926388
2008-10-15,0.47951273532668887,0.5147225368063421
2008-10-16,0.44296788482835,0.5450169875424689
2008-10-17,0.42635658914728686,0.5385050962627407
2008-10-20,0.42192691029900337,0.5676670441676104
2008-10-21,0.4019933554817276,0.5603057757644394
2008-10-22,0.37984496124031014,0.5342582106455266
2008-10-23,0.3820598006644519,0.4983012457531144
2008-10-24,0.3554817275747508,0.4603624009060023
2008-10-27,0.3333333333333333,0.3969422423556059
2008-10-28,0.3311184939091916,0.39354473386183464
2008-10-29,0.3444075304540421,0.3932616081540204
2008-10-30,0.4130675526024363,0.3972253680634201
2008-10-31,0.46622369878183834,0.41223103057757643
2008-11-03,0.4706533776301218,0.40656851642129105
2008-11-04,0.47397563676633453,0.4507361268403171
2008-11-05,0.42192691029900337,0.44960362400906007
2008-11-06,0.416389811738649,0.4396942242355606
2008-11-07,0.42192691029900337,0.446489241223103
2008-11-10,0.3975636766334441,0.3994903737259343
2008-11-11,0.39977851605758585,0.4142129105322763
2008-11-12,0.3698781838316722,0.37032842582106457
2008-11-13,0.34330011074197125,0.413929784824462
2008-11-14,0.30121816168327803,0.3745753114382786
2008-11-17,0.28460686600221485,0.3725934314835787
2008-11-18,0.32115171650055374,0.37995469988674974
2008-11-19,0.29346622369878184,0.35079275198188
2008-11-20,0.2868217054263566,0.32276330690826727
2008-11-21,0.27574750830564787,0.3363533408833522
2008-11-24,0.33776301218161686,0.37429218573046436
2008-11-25,0.3178294573643411,0.37287655719139295
2008-11-26,0.3654485049833887,0.4190260475651189
2008-11-28,0.38981173864894797,0.43544733861834656
2008-12-01,0.3244739756367664,0.3607021517553794
2008-12-02,0.35880398671096353,0.38420158550396377
2008-12-03,0.34219269102990035,0.4051528878822197
2008-12-04,0.32558139534883723,0.38420158550396377
2008-12-05,0.35437430786268,0.38278595696489237
2008-12-08,0.3864894795127354,0.4014722536806342
2008-12-09,0.3078626799557032,0.3825028312570781
2008-12-10,0.33222591362126247,0.3912797281993205
2008-12-11,0.28128460686600226,0.36183465458663644
2008-12-12,0.31007751937984496,0.37853907134767834
2008-12-15,0.2879291251384275,0.37032842582106457
2008-12-16,0.3045404208194906,0.3969422423556059
2008-12-17,0.30011074197120713,0.3952434881087203
2008-12-18,0.3089700996677741,0.3822197055492639
2008-12-19,0.3654485049833887,0.3892978482446206
2008-12-22,0.32225913621262464,0.37315968289920726
2008-12-23,0.3045404208194906,0.3646659116647792
2008-12-24,0.32115171650055374,0.3643827859569649
2008-12-26,0.3233665559246955,0.3669309173272933
2008-12-29,0.31561461794019935,0.3465458663646659
2008-12-30,0.32115171650055374,0.3465458663646659
2008-12-31,0.33222591362126247,0.3635334088335221
