,KMX,MWW
2008-08-06,0.6465217391304348,0.6270959087860496
2008-08-07,0.6339130434782608,0.6371562709590879
2008-08-08,0.6478260869565218,0.6639839034205232
2008-08-11,0.6791304347826087,0.6911468812877263
2008-08-12,0.6534782608695652,0.6670020120724346
2008-08-13,0.648695652173913,0.6673373574782024
2008-08-14,0.6547826086956522,0.6844399731723675
2008-08-15,0.6608695652173913,0.681421864520456
2008-08-18,0.6591304347826087,0.6656606304493629
2008-08-19,0.65,0.6448692152917506
2008-08-20,0.6478260869565218,0.6408450704225351
2008-08-21,0.6447826086956522,0.6374916163648559
2008-08-22,0.6569565217391304,0.6542588866532529
2008-08-25,0.6347826086956522,0.6384976525821596
2008-08-26,0.6504347826086957,0.6441985244802146
2008-08-27,0.6508695652173914,0.6505700871898055
2008-08-28,0.6521739130434783,0.6656606304493629
2008-08-29,0.6434782608695653,0.6552649228705566
2008-09-02,0.6652173913043479,0.6696847753185781
2008-09-03,0.6869565217391305,0.6666666666666666
2008-09-04,0.69,0.6421864520456069
2008-09-05,0.6695652173913044,0.6556002682763247
2008-09-08,0.717391304347826,0.6770623742454729
2008-09-09,0.6969565217391305,0.6522468142186452
2008-09-10,0.6839130434782609,0.6458752515090543
2008-09-11,0.6969565217391305,0.6344735077129444
2008-09-12,0.6808695652173913,0.6448692152917506
2008-09-15,0.6608695652173913,0.6052984574111335
2008-09-16,0.6665217391304348,0.5583501006036217
2008-09-17,0.6660869565217391,0.5949027498323273
2008-09-18,0.6604347826086956,0.6217303822937625
2008-09-19,0.717391304347826,0.607981220657277
2008-09-22,0.6604347826086956,0.5633802816901409
2008-09-23,0.6226086956521739,0.562374245472837
2008-09-24,0.6391304347826087,0.551307847082495
2008-09-25,0.6417391304347826,0.5583501006036217
2008-09-26,0.6269565217391304,0.5593561368209256
2008-09-29,0.6126086956521739,0.4996646545942321
2008-09-30,0.6086956521739131,0.5
2008-10-01,0.5808695652173913,0.5040241448692153
2008-10-02,0.5369565217391304,0.47451374916163647
2008-10-03,0.5208695652173914,0.46847753185781355
2008-10-06,0.4752173913043478,0.4966465459423206
2008-10-07,0.43913043478260866,0.4932930918846412
2008-10-08,0.42695652173913046,0.49161636485580146
2008-10-09,0.43913043478260866,0.4416498993963783
2008-10-10,0.4491304347826087,0.4312541918175721
2008-10-13,0.4721739130434782,0.48390342052313884
2008-10-14,0.4534782608695652,0.44265593561368205
2008-10-15,0.41521739130434787,0.3953722334004024
2008-10-16,0.41391304347826086,0.40442655935613686
2008-10-17,0.42,0.4178403755868545
2008-10-20,0.45391304347826084,0.42655935613682094
2008-10-21,0.43565217391304345,0.38732394366197187
2008-10-22,0.42043478260869566,0.3641851106639839
2008-10-23,0.42478260869565215,0.3658618376928236
2008-10-24,0.40739130434782606,0.3551307847082495
2008-10-27,0.40391304347826085,0.3487592219986586
2008-10-28,0.43347826086956526,0.3953722334004024
2008-10-29,0.4373913043478261,0.4175050301810865
2008-10-30,0.44782608695652176,0.43158953722334004
2008-10-31,0.4617391304347826,0.47753185781354796
2008-11-03,0.4330434782608696,0.47116029510395707
2008-11-04,0.44826086956521743,0.45003353454057676
2008-11-05,0.40652173913043477,0.42018779342723
2008-11-06,0.38913043478260867,0.40207914151576124
2008-11-07,0.3991304347826087,0.4027498323272971
2008-11-10,0.37,0.4242119382964453
2008-11-11,0.3647826086956522,0.40241448692152915
2008-11-12,0.3595652173913043,0.39101274312541917
2008-11-13,0.39652173913043476,0.41716968477531857
2008-11-14,0.3634782608695652,0.3896713615023474
2008-11-17,0.3539130434782609,0.3544600938967136
2008-11-18,0.3517391304347826,0.35110663983903423
2008-11-19,0.3095652173913043,0.30952380952380953
2008-11-20,0.2708695652173913,0.3024815560026827
2008-11-21,0.2834782608695652,0.32293762575452717
2008-11-24,0.3169565217391304,0.369215291750503
2008-11-25,0.33608695652173914,0.3655264922870557
2008-11-26,0.3408695652173913,0.39067739771965126
2008-11-28,0.3308695652173913,0.38464118041582834
2008-12-01,0.29695652173913045,0.358148893360161
2008-12-02,0.3104347826086956,0.36519114688128773
2008-12-03,0.31956521739130433,0.3702213279678068
2008-12-04,0.3282608695652174,0.37290409121395035
2008-12-05,0.3573913043478261,0.3819584171696848
2008-12-08,0.3734782608695652,0.403085177733065
2008-12-09,0.35434782608695653,0.38162307176391685
2008-12-10,0.3730434782608696,0.3970489604292421
2008-12-11,0.3734782608695652,0.35378940308517776
2008-12-12,0.361304347826087,0.3554661301140174
2008-12-15,0.33,0.35714285714285715
2008-12-16,0.34478260869565214,0.3705566733735748
2008-12-17,0.35043478260869565,0.3926894701542589
2008-12-18,0.3565217391304348,0.39570757880617036
2008-12-19,0.3173913043478261,0.41247484909456744
2008-12-22,0.3269565217391304,0.4014084507042254
2008-12-23,0.331304347826087,0.3876592890677398
2008-12-24,0.32304347826086954,0.3796109993293092
2008-12-26,0.3282608695652174,0.3829644533869886
2008-12-29,0.3234782608695652,0.3615023474178404
2008-12-30,0.34478260869565214,0.38732394366197187
2008-12-31,0.3426086956521739,0.40543259557344064
