"","X1","YUM","TWC","long_distance","Fx","Fy","MI_X","MI_Y"
"72",2009-04-16,0.994375,1.33123312331233,"YUM",0.956709956709957,0.87012987012987,0.906944501865848,0.621225337528187
"73",2009-04-17,1.0021875,1.3015301530153,"YUM",0.619047619047619,0.177489177489178,0.859712594850112,0.0607014678200162
"74",2009-04-20,0.9790625,1.23177317731773,"YUM",0.199134199134199,0.038961038961039,0.76061398814087,0.0277751155010886
"75",2009-04-21,1.0053125,1.26147614761476,"YUM",0.852813852813853,0.848484848484849,0.716022020672664,0.704494872171862
"76",2009-04-22,1.0028125,1.24887488748875,"YUM",0.463203463203463,0.354978354978355,0.548536426917333,0.304890820891987
"77",2009-04-23,1.07875,1.22097209720972,"YUM",0.991341991341991,0.177489177489178,0.998917492694903,0.0135938417159561
"78",2009-04-24,1.0896875,1.22727272727273,"YUM",0.688311688311688,0.593073593073593,0.649574187016611,0.450065631863325
"79",2009-04-27,1.0790625,1.21107110711071,"YUM",0.333333333333333,0.303030303030303,0.420330475968867,0.342009152758111
"80",2009-04-28,1.0565625,1.22637263726373,"YUM",0.216450216450216,0.727272727272727,0.0641234738134413,0.900431141087275
"81",2009-04-29,1.0575,1.4005400540054,"YUM",0.502164502164502,1,0.0346787535842554,0.9999999999
"82",2009-04-30,1.0421875,1.45049504950495,"YUM",0.281385281385281,0.917748917748918,0.0570199916608344,0.974257704437491
"83",2009-05-01,1.034375,1.51035103510351,"YUM",0.363636363636364,0.930735930735931,0.0896205407858585,0.971851868904141
"84",2009-05-04,1.0640625,1.57605760576058,"YUM",0.865800865800866,0.939393939393939,0.641924945750011,0.872320472176911
"85",2009-05-05,1.1003125,1.53375337533753,"YUM",0.904761904761905,0.138528138528139,0.984588365957502,0.0159210432096566
"86",2009-05-06,1.1046875,1.51710171017102,"YUM",0.54978354978355,0.346320346320346,0.663881092968496,0.237523440116942
"87",2009-05-07,1.060625,1.56300630063006,"YUM",0.0692640692640693,0.891774891774892,0.00484808738974019,0.989840882181695
"88",2009-05-08,1.06,1.61206120612061,"YUM",0.480519480519481,0.891774891774892,0.185946952684237,0.928672728100457
"89",2009-05-11,1.053125,1.52115211521152,"YUM",0.398268398268398,0.038961038961039,0.898001886260784,0.00907222764956939
"90",2009-05-12,1.029375,1.42484248424842,"YUM",0.203463203463203,0.0303030303030303,0.804448946125722,0.017554787369938
"91",2009-05-13,0.9878125,1.3960396039604,"YUM",0.0606060606060606,0.199134199134199,0.0578544681860126,0.672820417752918
"92",2009-05-14,1.0053125,1.39288928892889,"YUM",0.800865800865801,0.471861471861472,0.849832810007898,0.231643823560377
"93",2009-05-15,1.03625,1.3955895589559,"YUM",0.87012987012987,0.532467532467532,0.896101031258227,0.246929144285397
"94",2009-05-18,1.0771875,1.45364536453645,"YUM",0.922077922077922,0.930735930735931,0.781272237772506,0.811692920224133
"95",2009-05-19,1.0740625,1.46129612961296,"YUM",0.463203463203463,0.593073593073593,0.351191846217986,0.621125395617458
"96",2009-05-20,1.0596875,1.496399639964,"YUM",0.29004329004329,0.848484848484849,0.0778657822551535,0.94126312251641
"97",2009-05-21,1.0378125,1.46219621962196,"YUM",0.216450216450216,0.168831168831169,0.414916425735217,0.24481257020954
"98",2009-05-22,1.0578125,1.45274527452745,"YUM",0.805194805194805,0.402597402597403,0.880278304422671,0.167490230362617
"99",2009-05-26,1.0921875,1.48199819981998,"YUM",0.878787878787879,0.822510822510823,0.782424591630171,0.633074300075302
"100",2009-05-27,1.069375,1.44149414941494,"YUM",0.216450216450216,0.12987012987013,0.497526373763338,0.169303954930744
"101",2009-05-28,1.065,1.42799279927993,"YUM",0.424242424242424,0.367965367965368,0.483137654939441,0.353129153575205
"102",2009-05-29,1.0821875,1.38568856885689,"YUM",0.787878787878788,0.116883116883117,0.960530610843606,0.0175017280755725
"103",2009-06-01,1.1215625,1.36993699369937,"YUM",0.904761904761905,0.346320346320346,0.960566958660615,0.0906150857180189
"104",2009-06-02,1.13875,1.3973897389739,"YUM",0.787878787878788,0.822510822510823,0.626392806950825,0.710587575828065
"105",2009-06-03,1.145,1.39468946894689,"YUM",0.58008658008658,0.476190476190476,0.594462205309534,0.376918195746817
"106",2009-06-04,1.1190625,1.45454545454545,"YUM",0.203463203463203,0.939393939393939,0.0276471914039202,0.987518836431222
"107",2009-06-05,1.1175,1.44014401440144,"YUM",0.471861471861472,0.354978354978355,0.559898095961901,0.29856851097912
"108",2009-06-08,1.116875,1.45139513951395,"YUM",0.480519480519481,0.627705627705628,0.348957878520615,0.651361271294088
"109",2009-06-09,1.1128125,1.44959495949595,"YUM",0.437229437229437,0.480519480519481,0.401220769707774,0.496047412175426
"110",2009-06-10,1.0865625,1.42394239423942,"YUM",0.19047619047619,0.238095238095238,0.259365621672064,0.417021139442975
"111",2009-06-11,1.06875,1.40639063906391,"YUM",0.246753246753247,0.311688311688312,0.276440662991483,0.456353007817517
"112",2009-06-12,1.0940625,1.3964896489649,"YUM",0.83982683982684,0.38961038961039,0.911122809907112,0.142441333939373
"113",2009-06-15,1.079375,1.38748874887489,"YUM",0.29004329004329,0.406926406926407,0.25967586168904,0.541426692626944
"114",2009-06-16,1.058125,1.36948694869487,"YUM",0.225108225108225,0.307359307359307,0.246484280182548,0.479827597079161
"115",2009-06-17,1.0628125,1.39108910891089,"YUM",0.558441558441558,0.761904761904762,0.351858185303574,0.765447361354634
"116",2009-06-18,1.064375,1.39063906390639,"YUM",0.515151515151515,0.493506493506494,0.495186237312038,0.448876644472742
"117",2009-06-19,1.0775,1.36453645364536,"YUM",0.744588744588745,0.220779220779221,0.907921466700125,0.0633405376612949
"118",2009-06-22,1.043125,1.36138613861386,"YUM",0.0995670995670996,0.471861471861472,0.0348182302837213,0.842569098923503
"119",2009-06-23,1.0215625,1.39018901890189,"YUM",0.216450216450216,0.831168831168831,0.0472226367782089,0.949772348233474
"120",2009-06-24,1.0178125,1.38388838883888,"YUM",0.437229437229437,0.432900432900433,0.441110336902653,0.431430513962726
"121",2009-06-25,1.05125,1.42529252925293,"YUM",0.878787878787879,0.887445887445887,0.730998938714376,0.756248402532251
"122",2009-06-26,1.0384375,1.4005400540054,"YUM",0.311688311688312,0.246753246753247,0.456353007817517,0.276440662991483
"123",2009-06-29,1.04125,1.42484248424842,"YUM",0.528138528138528,0.779220779220779,0.30434709792646,0.801617459551379
"124",2009-06-30,1.041875,1.42529252925293,"YUM",0.497835497835498,0.502164502164502,0.465034261613372,0.474319444244234
"125",2009-07-01,1.094375,1.42259225922592,"YUM",0.952380952380952,0.476190476190476,0.973971813132703,0.14173684001502
