"","X1","CIM","XL","long_distance","Fx","Fy","MI_X","MI_Y"
"66",2009-04-07,0.931547619047619,1.46272493573265,"CIM",0.181818181818182,0.285714285714286,0.214753090169934,0.48023016603546
"67",2009-04-08,0.946428571428572,1.60925449871465,"CIM",0.692640692640693,0.917748917748918,0.34857449324507,0.931839817408747
"68",2009-04-09,1.04464285714286,1.97429305912596,"CIM",0.952380952380952,0.982683982683983,0.627191757440876,0.928775939442991
"69",2009-04-13,0.988095238095238,2.08997429305913,"CIM",0.155844155844156,0.857142857142857,0.0409763769310528,0.962490229667902
"70",2009-04-14,0.976190476190476,1.86889460154242,"CIM",0.467532467532468,0.0822510822510823,0.795319572299935,0.0401695123198851
"71",2009-04-15,0.967261904761905,1.95372750642673,"CIM",0.502164502164502,0.818181818181818,0.262866776143929,0.88339102296944
"72",2009-04-16,0.99702380952381,2.06426735218509,"CIM",0.779220779220779,0.857142857142857,0.572116265234497,0.799658642128319
"73",2009-04-17,1.01190476190476,2.09768637532134,"CIM",0.67965367965368,0.675324675324675,0.610036181930506,0.600143244571877
"74",2009-04-20,0.961309523809524,1.82519280205656,"CIM",0.181818181818182,0.0606060606060606,0.521306451392304,0.0819239750712664
"75",2009-04-21,0.967261904761905,2.01285347043702,"CIM",0.623376623376623,0.922077922077922,0.271458638901523,0.950808919683076
"76",2009-04-22,0.973214285714286,1.94344473007712,"CIM",0.623376623376623,0.29004329004329,0.786838676147637,0.172908250883223
"77",2009-04-23,1.0327380952381,2.12596401028278,"CIM",0.896103896103896,0.917748917748918,0.70402014829088,0.800410005723924
"78",2009-04-24,1.07142857142857,2.30334190231362,"CIM",0.813852813852814,0.904761904761905,0.55243650012329,0.857696115415623
"79",2009-04-27,1.02380952380952,2.17994858611825,"CIM",0.194805194805195,0.207792207792208,0.302062470688984,0.338454862054846
"80",2009-04-28,1.04166666666667,2.12853470437018,"CIM",0.701298701298701,0.350649350649351,0.829792875666646,0.193857220034108
"81",2009-04-29,1.06845238095238,2.3598971722365,"CIM",0.753246753246753,0.926406926406926,0.408836931166726,0.924433555775168
"82",2009-04-30,1.05059523809524,2.44473007712082,"CIM",0.380952380952381,0.774891774891775,0.184428263173739,0.881500796033362
"83",2009-05-01,1.02380952380952,2.52956298200514,"CIM",0.324675324675325,0.766233766233766,0.145713709375081,0.890416629353766
"84",2009-05-04,1.10714285714286,2.7866323907455,"CIM",0.930735930735931,0.917748917748918,0.79999635757354,0.733259924660893
"85",2009-05-05,1.125,2.60925449871465,"CIM",0.692640692640693,0.177489177489178,0.884784563949315,0.0697755829716748
"86",2009-05-06,1.11904761904762,2.70694087403599,"CIM",0.528138528138528,0.779220779220779,0.320023104684417,0.834257772058081
"87",2009-05-07,1.02678571428571,2.58354755784062,"CIM",0.0952380952380952,0.238095238095238,0.110998282215694,0.53537532631739
"88",2009-05-08,1.11607142857143,2.8586118251928,"CIM",0.935064935064935,0.926406926406926,0.796126561497257,0.748689479287275
"89",2009-05-11,1.05952380952381,2.573264781491,"CIM",0.181818181818182,0.0865800865800866,0.457645723576826,0.129284681725588
"90",2009-05-12,1.05952380952381,2.44473007712082,"CIM",0.567099567099567,0.225108225108225,0.771558961300523,0.13446870818604
"91",2009-05-13,1.0297619047619,2.19794344473008,"CIM",0.311688311688312,0.0865800865800866,0.649226896366907,0.071994553167861
"92",2009-05-14,1.0625,2.41388174807198,"CIM",0.783549783549784,0.917748917748918,0.47277953283103,0.898719117479361
"93",2009-05-15,1.0625,2.29562982005141,"CIM",0.567099567099567,0.229437229437229,0.768954718497117,0.13837932768988
"94",2009-05-18,1.11011904761905,2.60925449871465,"CIM",0.831168831168831,0.956709956709957,0.447413577570562,0.942841169696702
"95",2009-05-19,1.10416666666667,2.573264781491,"CIM",0.528138528138528,0.458874458874459,0.568417094110883,0.4240290839058
"96",2009-05-20,1.0922619047619,2.50385604113111,"CIM",0.489177489177489,0.333333333333333,0.61210228562112,0.289143284454245
"97",2009-05-21,1.10714285714286,2.53727506426735,"CIM",0.675324675324675,0.662337662337662,0.614554699814561,0.585142261502575
"98",2009-05-22,1.07440476190476,2.53470437017995,"CIM",0.303030303030303,0.54978354978355,0.219463658166109,0.704964157297475
"99",2009-05-26,1.01785714285714,2.58354755784062,"CIM",0.168831168831169,0.692640692640693,0.0648716888794426,0.88748751545777
"100",2009-05-27,1.00892857142857,2.51670951156812,"CIM",0.506493506493506,0.337662337662338,0.6302589809229,0.28382193270535
"101",2009-05-28,0.988095238095238,2.57840616966581,"CIM",0.354978354978355,0.718614718614719,0.189577188294408,0.843296579770895
"102",2009-05-29,1.03869047619048,2.60154241645244,"CIM",0.852813852813853,0.649350649350649,0.868640023361311,0.388028589419485
"103",2009-06-01,1.04166666666667,2.66838046272494,"CIM",0.588744588744589,0.731601731601732,0.433802825993699,0.745486399410913
"104",2009-06-02,1.03869047619048,2.65038560411311,"CIM",0.54978354978355,0.515151515151515,0.555399083148572,0.482681797889345
"105",2009-06-03,1.04166666666667,2.51670951156812,"CIM",0.588744588744589,0.225108225108225,0.790539263764173,0.12754211470526
"106",2009-06-04,1.04166666666667,2.67866323907455,"CIM",0.567099567099567,0.861471861471861,0.287867175628286,0.906132123059893
"107",2009-06-05,1.00297619047619,2.74293059125964,"CIM",0.225108225108225,0.714285714285714,0.0942832232798271,0.88329270439821
"108",2009-06-08,1,2.80976863753213,"CIM",0.54978354978355,0.714285714285714,0.398826836050555,0.746773585460001
"109",2009-06-09,1.04464285714286,2.88946015424165,"CIM",0.831168831168831,0.744588744588745,0.78360518086858,0.550590243410059
"110",2009-06-10,1.01190476190476,3.12082262210797,"CIM",0.285714285714286,0.891774891774892,0.0850494575563568,0.966929183896036
"111",2009-06-11,0.970238095238095,3.03598971722365,"CIM",0.212121212121212,0.333333333333333,0.227228165062343,0.515314594426145
"112",2009-06-12,0.976190476190476,2.98971722365039,"CIM",0.623376623376623,0.45021645021645,0.69557979613058,0.344913100831131
"113",2009-06-15,0.973214285714286,2.83804627249357,"CIM",0.54978354978355,0.225108225108225,0.755694688729899,0.140314391083784
"114",2009-06-16,0.973214285714286,2.72236503856041,"CIM",0.567099567099567,0.272727272727273,0.742535653241893,0.179704422757736
"115",2009-06-17,0.964285714285714,2.70179948586118,"CIM",0.502164502164502,0.510822510822511,0.494737034311283,0.512896867613287
"116",2009-06-18,0.93452380952381,2.80462724935733,"CIM",0.285714285714286,0.783549783549784,0.114154433980357,0.911091953050743
"117",2009-06-19,0.904761904761905,2.88688946015424,"CIM",0.277056277056277,0.753246753246753,0.117545108361332,0.893928908259053
"118",2009-06-22,0.922619047619048,2.70179948586118,"CIM",0.722943722943723,0.177489177489178,0.901524815751408,0.0650961848883798
"119",2009-06-23,0.952380952380952,2.77892030848329,"CIM",0.787878787878788,0.748917748917749,0.710551548480407,0.60889189557948
"120",2009-06-24,0.976190476190476,2.77634961439589,"CIM",0.748917748917749,0.54978354978355,0.789278643354753,0.369950718785997
"121",2009-06-25,1.01190476190476,2.87146529562982,"CIM",0.813852813852814,0.766233766233766,0.73757713619426,0.607479094875515
"122",2009-06-26,0.982142857142857,2.7892030848329,"CIM",0.307359307359307,0.324675324675325,0.371175117988026,0.411007271670835
"123",2009-06-29,1.00892857142857,2.95372750642673,"CIM",0.757575757575758,0.857142857142857,0.536027247008477,0.815931082161359
"124",2009-06-30,1.03869047619048,2.94601542416452,"CIM",0.774891774891775,0.536796536796537,0.825708316554398,0.33316029233383
"125",2009-07-01,1.03869047619048,3.15167095115681,"CIM",0.567099567099567,0.874458874458874,0.275070582897975,0.91853416013582
