,CCK,PX
2008-08-07,1.0844841592201462,1.0672490128036378
2008-08-08,1.0832656376929326,1.080531291133182
2008-08-11,1.0816409423233142,1.055402656455666
2008-08-12,1.0617384240454915,1.0525308124925212
2008-08-13,1.0722989439480097,1.0773004666746442
2008-08-14,1.0877335499593825,1.0702405169319134
2008-08-15,1.09017059301381,1.068206294124686
2008-08-18,1.0771730300568643,1.060189063060907
2008-08-19,1.0861088545897644,1.0573172190977624
2008-08-20,1.0974817221770918,1.072873040564796
2008-08-21,1.1141348497156782,1.0868732798851264
2008-08-22,1.119821283509342,1.08615531889434
2008-08-25,1.0885458976441917,1.0652147899964102
2008-08-26,1.1011372867587326,1.0745482828766304
2008-08-27,1.1100731112916327,1.0808902716285749
2008-08-28,1.124289195775792,1.0889075026923538
2008-08-29,1.1267262388302193,1.0750269235371546
2008-09-02,1.0609260763606825,1.063659207849707
2008-09-03,1.0621445978878958,1.0495393083642455
2008-09-04,0.9865962632006499,1.0190259662558334
2008-09-05,1.0154346060113728,1.0306330022735433
2008-09-08,0.9748172217709179,1.0099317937058754
2008-09-09,0.9565393988627132,0.9801364125882495
2008-09-10,0.9780666125101543,0.9929400502572695
2008-09-11,1.0219333874898455,1.0181883450999163
2008-09-12,1.0438667749796913,1.038650233337322
2008-09-15,0.9943135662063363,1.0058633480914205
2008-09-16,0.9447603574329814,1.0242910135215986
2008-09-17,0.8854589764419172,0.9887519444776834
2008-09-18,0.9004874086108855,0.9831279167165251
2008-09-19,0.9752233956133225,1.0488213473734596
2008-09-22,0.9634443541835905,0.9973674763671174
2008-09-23,0.9370430544272949,0.9574009812133543
2008-09-24,0.9277010560519902,0.9405288979298791
2008-09-25,0.9589764419171405,0.9322723465358382
2008-09-26,0.9496344435418358,0.8872801244465719
2008-09-29,0.8704305442729487,0.8416896015316502
2008-09-30,0.9021121039805037,0.858442024649994
2008-10-01,0.9285134037367992,0.841210960871126
2008-10-02,0.8497156783103168,0.8346296517889196
2008-10-03,0.8257514216084483,0.8705277013282279
2008-10-06,0.8131600324939073,0.827809022376451
2008-10-07,0.8025995125913892,0.7856886442503291
2008-10-08,0.8127538586515028,0.772167045590523
2008-10-09,0.7412672623883022,0.7330381715926768
2008-10-10,0.7319252640129975,0.7323202106018907
2008-10-13,0.855808285946385,0.8252961589086993
2008-10-14,0.8021933387489846,0.8098599976067968
2008-10-15,0.7359870024370431,0.7417733636472419
2008-10-16,0.835093419983753,0.7642694746918751
2008-10-17,0.868399675060926,0.7682182601411991
2008-10-20,0.8960194963444353,0.84982649276056
2008-10-21,0.8533712428919578,0.7815005384707432
2008-10-22,0.8054427294882208,0.7088668182362092
2008-10-23,0.7774167343623071,0.6800287184396315
2008-10-24,0.7388302193338749,0.643532368074668
2008-10-27,0.682778229082047,0.5990187866459257
2008-10-28,0.7493907392363931,0.6880459495034104
2008-10-29,0.784727863525589,0.7384228790235732
2008-10-30,0.7965069049553208,0.7647481153523992
2008-10-31,0.8196588139723802,0.7795859758286467
2008-11-03,0.8030056864337937,0.7545770013162619
2008-11-04,0.8151909017059301,0.8138087830561207
2008-11-05,0.7879772542648252,0.7563719037932273
2008-11-06,0.7607636068237206,0.720473854253919
2008-11-07,0.7798537774167343,0.759363407921503
2008-11-10,0.7558895207148659,0.7567308842886205
2008-11-11,0.7217709179528838,0.7160464281440709
2008-11-12,0.670186839967506,0.6771568744764869
2008-11-13,0.7075548334687246,0.7452435084360417
2008-11-14,0.6624695369618195,0.7114993418690918
2008-11-17,0.6649065800162469,0.6924733756132584
2008-11-18,0.653127538586515,0.6884049299988034
2008-11-19,0.6186027619821284,0.6442503290654542
2008-11-20,0.5706742485783916,0.5719755893263133
2008-11-21,0.5812347684809098,0.6501136771568745
2008-11-24,0.6080422420796101,0.6720114873758526
2008-11-25,0.6104792851340373,0.7043197319612302
2008-11-26,0.6470349309504467,0.7104224003829126
2008-11-28,0.6519090170593014,0.7065932750987196
2008-12-01,0.5978878960194963,0.6175661122412349
2008-12-02,0.6421608448415922,0.6602847911930119
2008-12-03,0.6766856214459789,0.6485580950101713
2008-12-04,0.656783103168156,0.6246260619839656
2008-12-05,0.6758732737611698,0.6678233815962666
2008-12-08,0.7311129163281884,0.7097044393921265
2008-12-09,0.7075548334687246,0.6814646404212039
2008-12-10,0.7412672623883022,0.7010889075026925
2008-12-11,0.7209585702680747,0.6673447409357426
2008-12-12,0.7514216084484159,0.6674644011008736
2008-12-15,0.7465475223395612,0.6632762953212876
2008-12-16,0.7887896019496344,0.7020461888237407
2008-12-17,0.7835093419983752,0.703601770970444
2008-12-18,0.7871649065800161,0.6887639104941966
2008-12-19,0.7904142973192526,0.690917793466555
2008-12-22,0.7518277822908205,0.6711738662199355
2008-12-23,0.7408610885458976,0.6687806629173149
2008-12-24,0.7416734362307068,0.665071197798253
2008-12-26,0.7632006498781477,0.6727294483666388
2008-12-29,0.7489845653939886,0.6757209524949145
2008-12-30,0.7656376929325752,0.7018068684934785
2008-12-31,0.7798537774167343,0.7103027402177815
