"","X1","TAXI","VGR","long_distance","Fx","Fy","MI_X","MI_Y"
"44",2009-03-06,0.595052083333333,0.862068965517241,"TAXI",0.177489177489178,0.80952380952381,0.0611015107959109,0.919892887551652
"45",2009-03-09,0.470052083333333,0.898752751283933,"TAXI",0,0.982683982683983,1e-10,0.999999997861585
"46",2009-03-10,0.606770833333333,0.935436537050624,"TAXI",1,0.982683982683983,0.9999999999,0.00610623550570185
"47",2009-03-11,0.592447916666667,0.947909024211299,"TAXI",0.186147186147186,0.813852813852814,0.0653634693054351,0.919834238665136
"48",2009-03-12,0.755208333333333,0.964049889948643,"TAXI",1,0.865800865800866,0.9999999999,0.00310614919569473
"49",2009-03-13,0.766927083333333,0.980190755685987,"TAXI",0.770562770562771,0.857142857142857,0.627270181523503,0.813410873810058
"50",2009-03-16,0.81640625,0.978723404255319,"TAXI",0.952380952380952,0.441558441558442,0.974159362860715,0.175954900138652
"51",2009-03-17,0.868489583333333,1.02787967718269,"TAXI",0.952380952380952,0.987012987012987,0.65700984080547,0.958169952251721
"52",2009-03-18,0.97265625,0.986793837123991,"TAXI",0.982683982683983,0.038961038961039,0.998702010735248,0.00222126272138406
"53",2009-03-19,0.934895833333333,0.970652971386647,"TAXI",0.103896103896104,0.168831168831169,0.166593707086946,0.37694340607237
"54",2009-03-20,0.8828125,0.966250917094644,"TAXI",0.0735930735930736,0.372294372294372,0.0459854059962385,0.710953156076571
"55",2009-03-23,0.958333333333333,0.985326485693323,"TAXI",0.96969696969697,0.896103896103896,0.945515158505086,0.628723027410871
"56",2009-03-24,0.94921875,0.964049889948643,"TAXI",0.372294372294372,0.103896103896104,0.654388671678131,0.0754967711389937
"57",2009-03-25,1,0.980190755685987,NA,0.930735930735931,0.857142857142857,0.889609395482972,0.669147869486641
"58",2009-03-26,1.046875,0.988261188554659,NA,0.917748917748918,0.727272727272727,0.911516889110032,0.496622566943322
"59",2009-03-27,0.953125,0.96551724137931,NA,0.0346320346320346,0.0909090909090909,0.0851088166174599,0.429047143100667
"60",2009-03-30,0.880208333333333,0.966984592809978,NA,0.038961038961039,0.545454545454545,0.0101477971823872,0.89018234630577
"61",2009-03-31,0.96484375,0.953044754218635,NA,0.96969696969697,0.199134199134199,0.991938881400688,0.0400890486616217
"62",2009-04-01,1.00260416666667,0.96551724137931,NA,0.9004329004329,0.813852813852814,0.85982287538401,0.645433521447868
"63",2009-04-02,1.05729166666667,0.971386647101981,NA,0.930735930735931,0.683982683982684,0.934856306987444,0.423758375334452
"64",2009-04-03,1.05598958333333,0.967718268525312,NA,0.528138528138528,0.406926406926407,0.560111557597892,0.354164556232683
"65",2009-04-06,1.04817708333333,0.949376375641966,NA,0.38961038961039,0.142857142857143,0.615254373597097,0.112084905453487
"66",2009-04-07,1.04036458333333,0.958914159941306,NA,0.38961038961039,0.761904761904762,0.237934785483829,0.81956777935778
"67",2009-04-08,1,0.972120322817315,NA,0.103896103896104,0.826839826839827,0.0243497217517192,0.950442600569042
"68",2009-04-09,1.06640625,0.981658107116654,NA,0.961038961038961,0.757575757575758,0.961523204445812,0.446935169409005
"69",2009-04-13,1.08723958333333,0.982391782831988,"VGR",0.787878787878788,0.523809523809524,0.806431642814556,0.365118824030201
"70",2009-04-14,0.989583333333333,0.966250917094644,"VGR",0.0303030303030303,0.168831168831169,0.0349749127346297,0.62427428177487
"71",2009-04-15,1.01432291666667,0.988994864269993,"VGR",0.822510822510823,0.922077922077922,0.626527228059778,0.89066998691446
"72",2009-04-16,1.05729166666667,0.997065297138665,"VGR",0.909090909090909,0.727272727272727,0.900216569398447,0.508864066587038
"73",2009-04-17,1.0078125,1.00807043286867,NA,0.0779220779220779,0.787878787878788,0.016777093109119,0.945887357006857
"74",2009-04-20,0.90625,0.99046221570066,NA,0.00865800865800866,0.16017316017316,0.00600735701921329,0.798909296392415
"75",2009-04-21,0.912760416666667,1.01760821716801,"TAXI",0.670995670995671,0.939393939393939,0.394985511977844,0.946249902482631
"76",2009-04-22,0.90234375,1.00807043286867,"TAXI",0.346320346320346,0.285714285714286,0.420983425265,0.303082037479922
"77",2009-04-23,0.921875,0.994130594277329,"TAXI",0.800865800865801,0.207792207792208,0.905744063233407,0.0805246042848305
"78",2009-04-24,0.955729166666667,1.00073367571533,"TAXI",0.887445887445887,0.701298701298701,0.878282377860754,0.501314356838856
"79",2009-04-27,0.889322916666667,0.994864269992663,"TAXI",0.0432900432900433,0.363636363636364,0.0215292370736921,0.777872773625821
"80",2009-04-28,0.8984375,0.997798972853998,"TAXI",0.722943722943723,0.58008658008658,0.711191934415308,0.466051382125211
"81",2009-04-29,0.953125,1.00513573000734,"TAXI",0.943722943722944,0.714285714285714,0.945974398753673,0.436329955318933
"82",2009-04-30,0.959635416666667,0.988994864269993,"TAXI",0.662337662337662,0.177489177489178,0.824752258855536,0.0835679634585159
"83",2009-05-01,0.979166666666667,0.982391782831988,"TAXI",0.787878787878788,0.354978354978355,0.853874907812542,0.196012088241274
