"","X1","DIS","MTX","long_distance","Fx","Fy","MI_X","MI_Y"
"93",2009-05-15,0.978678929765886,0.877655677655678,"MTX",0.480519480519481,0.471861471861472,0.48785765807395,0.466446282090664
"94",2009-05-18,1.0121237458194,0.912820512820513,"MTX",0.909090909090909,0.917748917748918,0.670323661470502,0.738552532455938
"95",2009-05-19,0.995819397993311,0.936996336996337,"MTX",0.207792207792208,0.874458874458874,0.0180173480972306,0.987294211937702
"96",2009-05-20,0.984531772575251,0.951648351648352,"MTX",0.298701298701299,0.787878787878788,0.0697129995731542,0.943269176540634
"97",2009-05-21,0.971153846153846,0.916483516483516,"MTX",0.246753246753247,0.121212121212121,0.620769421706013,0.121820496649275
"98",2009-05-22,0.990802675585284,0.901831501831502,"MTX",0.822510822510823,0.246753246753247,0.968768358900379,0.0376964531066833
"99",2009-05-26,1.02591973244147,0.954334554334554,"MTX",0.913419913419913,0.961038961038961,0.425770033649317,0.908339582625995
"100",2009-05-27,0.997909698996655,0.918192918192918,"MTX",0.138528138528139,0.116883116883117,0.38345027229691,0.259958315210912
"101",2009-05-28,1.00292642140468,0.930891330891331,"MTX",0.61038961038961,0.774891774891775,0.371129937406623,0.812182380808178
"102",2009-05-29,1.01254180602007,0.955311355311355,"MTX",0.705627705627706,0.874458874458874,0.338373569041045,0.899089472657925
"103",2009-06-01,1.04640468227425,0.998046398046398,"MTX",0.904761904761905,0.930735930735931,0.591897337724058,0.804695953523285
"104",2009-06-02,1.05058528428094,1.0026862026862,"MTX",0.593073593073593,0.606060606060606,0.534607789665931,0.567553513621149
"105",2009-06-03,1.04849498327759,1.01269841269841,"MTX",0.493506493506494,0.727272727272727,0.272298054915543,0.818129892755493
"106",2009-06-04,1.05100334448161,1.04566544566545,"MTX",0.567099567099567,0.904761904761905,0.14588362234326,0.966560714352072
"107",2009-06-05,1.0430602006689,1.02148962148962,"MTX",0.380952380952381,0.19047619047619,0.676188565914449,0.136080709634735
"108",2009-06-08,1.05894648829431,0.994139194139194,"MTX",0.796536796536797,0.16017316017316,0.976422373665561,0.0164324756892879
"109",2009-06-09,1.05894648829431,0.993650793650794,"MTX",0.528138528138528,0.489177489177489,0.543984095976446,0.448336095050427
"110",2009-06-10,1.04933110367893,0.978021978021978,"MTX",0.359307359307359,0.264069264069264,0.532585669293519,0.260473031194976
"111",2009-06-11,1.05476588628763,1.01147741147741,"MTX",0.614718614718615,0.909090909090909,0.173131670891125,0.962980609538211
"112",2009-06-12,1.04765886287625,0.983394383394383,"MTX",0.402597402597403,0.155844155844156,0.757966414522549,0.0845138523570624
"113",2009-06-15,1.01379598662207,0.938461538461538,"MTX",0.112554112554113,0.0822510822510823,0.428244756443559,0.208907999814064
"114",2009-06-16,0.982023411371237,0.922588522588523,"MTX",0.125541125541126,0.233766233766234,0.140871149317168,0.585042075668291
"115",2009-06-17,0.989966555183946,0.902808302808303,"MTX",0.675324675324675,0.19047619047619,0.924186758207207,0.0422896129166747
"116",2009-06-18,0.991638795986622,0.901831501831502,"MTX",0.54978354978355,0.480519480519481,0.584539230109575,0.415399332486051
"117",2009-06-19,0.983695652173913,0.892307692307692,"MTX",0.376623376623377,0.32034632034632,0.486581537685534,0.333104131067957
"118",2009-06-22,0.947324414715719,0.852014652014652,"MTX",0.0952380952380952,0.0865800865800866,0.34346000036224,0.276146962463667
"119",2009-06-23,0.956521739130435,0.846398046398046,"MTX",0.70995670995671,0.367965367965368,0.86359163889967,0.153882393651414
"120",2009-06-24,0.957357859531772,0.844200244200244,"MTX",0.532467532467532,0.45021645021645,0.586567319008146,0.386010012132249
"121",2009-06-25,0.984531772575251,0.864224664224664,"MTX",0.887445887445887,0.844155844155844,0.795703621949639,0.570596298547302
"122",2009-06-26,0.979515050167224,0.898168498168498,"MTX",0.432900432900433,0.917748917748918,0.0654271721355881,0.984557452146073
"123",2009-06-29,0.989130434782609,0.899145299145299,"MTX",0.714285714285714,0.528138528138528,0.78121469493179,0.328516701341473
"124",2009-06-30,0.975334448160535,0.87960927960928,"MTX",0.242424242424242,0.19047619047619,0.449874042231285,0.258693489790843
"125",2009-07-01,0.980351170568562,0.910866910866911,"MTX",0.61038961038961,0.909090909090909,0.169844746291584,0.963638165722237
