"","X1","HIFS","PCG","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.841992117520602,0.915485699561969,"HIFS",0.779220779220779,0.0735930735930736,0.75550307257596,0.0590268813457465
"46",2009-03-10,0.895736295234683,0.923473331615563,"HIFS",0.965367965367965,0.74025974025974,0.976075108451144,0.657011947257279
"47",2009-03-11,0.871193120745253,0.915743365112084,"HIFS",0.0952380952380952,0.316017316017316,0.0745082976394975,0.350535239310702
"48",2009-03-12,0.967395198853457,0.925534656016491,NA,1,0.783549783549784,0.9999999999,0.475518821934488
"49",2009-03-13,1.02113937656754,0.933264622519969,NA,0.956709956709957,0.727272727272727,0.969421117507159,0.655629561032815
"50",2009-03-16,1.02113937656754,0.949239886627158,NA,0.779220779220779,0.874458874458874,0.756452559935719,0.883900066250553
"51",2009-03-17,1.02113937656754,0.967791806235506,NA,0.779220779220779,0.9004329004329,0.744564609977212,0.910609227217195
"52",2009-03-18,0.967395198853457,0.990208709095594,NA,0.051948051948052,0.9004329004329,0.0581427358558739,0.860870842113311
"53",2009-03-19,0.967395198853457,0.988662715794898,NA,0.779220779220779,0.480519480519481,0.810833246799967,0.469215339514307
"54",2009-03-20,0.967395198853457,0.995362020097913,NA,0.779220779220779,0.683982683982684,0.798634832773693,0.68295672516942
"55",2009-03-23,1.0263346470799,1.03916516361762,NA,0.965367965367965,0.956709956709957,0.929962776016956,0.904429590970022
"56",2009-03-24,0.949484055893945,1.03813450141716,NA,0.0216450216450216,0.489177489177489,0.0105525841506706,0.514990500657061
"57",2009-03-25,0.949480472948764,1.03890749806751,NA,0.25974025974026,0.523809523809524,0.230259507671829,0.534396554686771
"58",2009-03-26,0.935148692225009,1.04122648801855,"HIFS",0.147186147186147,0.575757575757576,0.115459103399309,0.58661008334807
"59",2009-03-27,0.935148692225009,0.999742334449884,"HIFS",0.779220779220779,0.051948051948052,0.740969649499374,0.0394443422684967
"60",2009-03-30,0.935148692225009,0.979902087090956,"HIFS",0.779220779220779,0.134199134199134,0.779743249838279,0.116741407499317
"61",2009-03-31,0.985309924758151,0.984797732543159,NA,0.952380952380952,0.640692640692641,0.96942685104007,0.588058506661961
"62",2009-04-01,0.985309924758151,0.982994073692347,NA,0.779220779220779,0.467532467532468,0.810965967080129,0.455699289106171
"63",2009-04-02,0.976352561805804,0.965730481834579,NA,0.177489177489178,0.16017316017316,0.185582267303075,0.162137932103721
"64",2009-04-03,1.00322106771766,0.9580005153311,NA,0.9004329004329,0.329004329004329,0.9255346967224,0.331920582459004
"65",2009-04-06,0.985309924758151,0.947951558876578,NA,0.125541125541126,0.281385281385281,0.107303046240487,0.305188777614176
"66",2009-04-07,0.985309924758151,0.974748776088637,NA,0.779220779220779,0.909090909090909,0.73986173241581,0.919399843847849
"67",2009-04-08,0.985309924758151,0.992270033496521,NA,0.779220779220779,0.878787878787879,0.754665848411335,0.888380553361982
"68",2009-04-09,0.985309924758151,0.99046637464571,NA,0.779220779220779,0.467532467532468,0.810965967080129,0.455699289106171
"69",2009-04-13,0.976352561805804,0.973460448338057,NA,0.177489177489178,0.16017316017316,0.185582267303075,0.162137932103721
"70",2009-04-14,0.976352561805804,0.962896160783303,NA,0.779220779220779,0.277056277056277,0.803814061666943,0.259604577766682
"71",2009-04-15,0.976352561805804,0.975264107188869,NA,0.779220779220779,0.805194805194805,0.778071003185137,0.81129951829304
"72",2009-04-16,0.976352561805804,0.978871424890492,NA,0.779220779220779,0.619047619047619,0.804811363915918,0.614373294892916
"73",2009-04-17,0.976352561805804,0.963669157433651,NA,0.779220779220779,0.186147186147186,0.7917193307783,0.167987628217391
"74",2009-04-20,0.976356144750985,0.970368461736666,NA,0.787878787878788,0.688311688311688,0.807272390960037,0.685968707162638
"75",2009-04-21,0.968649229666786,0.978098428240144,NA,0.186147186147186,0.718614718614719,0.1608732423661,0.731270659515316
"76",2009-04-22,0.968649229666786,0.961350167482608,NA,0.779220779220779,0.16017316017316,0.78638298526475,0.142224899683729
"77",2009-04-23,0.994267287710498,0.965730481834579,NA,0.896103896103896,0.640692640692641,0.920349224168028,0.612112326992349
"78",2009-04-24,0.967574346112504,0.952074207678433,NA,0.108225108225108,0.207792207792208,0.100486487810702,0.237743496091609
"79",2009-04-27,0.967753493371551,0.95671218758052,NA,0.796536796536797,0.640692640692641,0.821206842223103,0.634491974590167
"80",2009-04-28,0.967753493371551,0.972429786137593,NA,0.779220779220779,0.861471861471861,0.761429952407358,0.870404050918025
"81",2009-04-29,0.967753493371551,0.966245812934811,NA,0.779220779220779,0.367965367965368,0.80953185864997,0.352656604471138
"82",2009-04-30,0.985309924758151,0.956454522030404,NA,0.874458874458874,0.29004329004329,0.898979475738945,0.289155113679353
"83",2009-05-01,0.976352561805804,0.973975779438289,NA,0.177489177489178,0.878787878787879,0.181906495452375,0.888886625684348
"84",2009-05-04,1.00322465066284,0.975521772738985,NA,0.9004329004329,0.567099567099567,0.927556749859734,0.543696036147218
"85",2009-05-05,1.00322465066284,0.973718113888173,NA,0.779220779220779,0.467532467532468,0.810965967080129,0.455699289106171
"86",2009-05-06,1.00322465066284,0.960061839732028,NA,0.779220779220779,0.207792207792208,0.795401152480277,0.189623531576989
"87",2009-05-07,1.04729487638839,0.959804174181912,NA,0.939393939393939,0.493506493506494,0.96166791097242,0.476362421644344
"88",2009-05-08,1.05696882837693,0.952331873228549,"PCG",0.865800865800866,0.337662337662338,0.893936500113076,0.332391319760974
"89",2009-05-11,1.00501612325331,0.94717856222623,"PCG",0.051948051948052,0.380952380952381,0.0333949824724599,0.426794903916687
"90",2009-05-12,1.00501612325331,0.961092501932492,"PCG",0.779220779220779,0.848484848484849,0.765906558174865,0.856839825532228
"91",2009-05-13,1.00322465066284,0.936098943571244,"PCG",0.225108225108225,0.0995670995670996,0.259838175208337,0.0887238332276317
"92",2009-05-14,1.00322465066284,0.934810615820665,"PCG",0.779220779220779,0.489177489177489,0.810705041631305,0.478235283128741
"93",2009-05-15,1.00322465066284,0.916774027312548,"PCG",0.779220779220779,0.138528138528139,0.780958658753488,0.120965713873744
"94",2009-05-18,1.00340379792189,0.917031692862664,"PCG",0.792207792207792,0.515151515151515,0.823625266182791,0.504621122464711
"95",2009-05-19,1.00358294518094,0.918320020613244,"PCG",0.792207792207792,0.562770562770563,0.821870611293553,0.55395184203697
"96",2009-05-20,1.00358294518094,0.900541097655243,"PCG",0.779220779220779,0.138528138528139,0.780958658753488,0.120965713873744
"97",2009-05-21,1.00322465066284,0.897191445503736,"PCG",0.246753246753247,0.415584415584416,0.220392678924351,0.419377344178786
"98",2009-05-22,1.00322465066284,0.903117753156403,"PCG",0.779220779220779,0.67965367965368,0.799128719427155,0.678376368992614
"99",2009-05-26,0.976352561805804,0.940994589023448,"PCG",0.108225108225108,0.948051948051948,0.148851574591499,0.944251460270572
"100",2009-05-27,0.976352561805804,0.921927338314867,"PCG",0.779220779220779,0.134199134199134,0.779743249838279,0.116741407499317
"101",2009-05-28,0.994267287710498,0.950012883277506,"PCG",0.878787878787879,0.913419913419913,0.844377315299805,0.901216374937136
"102",2009-05-29,0.994267287710498,0.945890234475651,"PCG",0.779220779220779,0.402597402597403,0.810539781671967,0.388376737302586
"103",2009-06-01,0.994267287710498,0.972172120587477,"PCG",0.779220779220779,0.909090909090909,0.73986173241581,0.919399843847849
"104",2009-06-02,0.994267287710498,0.955423859829941,"PCG",0.779220779220779,0.16017316017316,0.78638298526475,0.142224899683729
"105",2009-06-03,0.994267287710498,0.959546508631796,"PCG",0.779220779220779,0.627705627705628,0.804129804241892,0.623500825872395
"106",2009-06-04,0.994267287710498,0.966761144035043,"PCG",0.779220779220779,0.701298701298701,0.796526476490339,0.701286955146637
"107",2009-06-05,0.994267287710498,0.968564802885854,"PCG",0.779220779220779,0.571428571428571,0.807874529355028,0.56428076137313
"108",2009-06-08,0.994267287710498,0.965730481834579,"PCG",0.779220779220779,0.441558441558442,0.811015855683341,0.428717928829374
"109",2009-06-09,0.994267287710498,0.953877866529245,"PCG",0.779220779220779,0.246753246753247,0.800672844533232,0.228867603021225
"110",2009-06-10,1.00501612325331,0.952589538778665,"PCG",0.865800865800866,0.489177489177489,0.897143911059628,0.475392885765115
"111",2009-06-11,1.00501612325331,0.972945117237825,"PCG",0.779220779220779,0.9004329004329,0.744564609977212,0.910609227217195
"112",2009-06-12,1.00501612325331,0.980159752641072,"PCG",0.779220779220779,0.701298701298701,0.796526476490339,0.701286955146637
"113",2009-06-15,1.00501612325331,0.963926822983767,"PCG",0.779220779220779,0.164502164502165,0.787352613617766,0.14650132563106
"114",2009-06-16,1.00501612325331,0.958515846431332,"PCG",0.779220779220779,0.376623376623377,0.809837884137516,0.361573890381449
"115",2009-06-17,1.06198495163024,0.958258180881216,"PCG",0.956709956709957,0.493506493506494,0.97483933237111,0.475530063284903
"116",2009-06-18,1.06198495163024,0.98917804689513,"PCG",0.779220779220779,0.922077922077922,0.731878486088946,0.932443167863576
"117",2009-06-19,1.05069867431028,0.971656789487246,"PCG",0.168831168831169,0.16017316017316,0.17634560000541,0.164526006171344
"118",2009-06-22,1.05087782156933,0.981963411491883,"PCG",0.792207792207792,0.783549783549784,0.796678061950904,0.785650648375182
"119",2009-06-23,1.05087782156933,0.965472816284463,"PCG",0.779220779220779,0.164502164502165,0.787352613617766,0.14650132563106
"120",2009-06-24,1.05344321031888,0.970883792836898,"PCG",0.844155844155844,0.658008658008658,0.868535529017599,0.642945301979993
"121",2009-06-25,1.05553565030455,0.988920381345014,"PCG",0.844155844155844,0.878787878787879,0.823474662810072,0.873676941364745
"122",2009-06-26,1.05553565030455,0.978098428240144,"PCG",0.779220779220779,0.272727272727273,0.803409644978643,0.255203631066641
"123",2009-06-29,1.07488355428162,0.987374388044318,"PCG",0.878787878787879,0.753246753246753,0.892526505395946,0.728049302560253
"124",2009-06-30,1.07649587961304,0.99046637464571,"PCG",0.822510822510823,0.588744588744589,0.851626246133226,0.577039969454369
"125",2009-07-01,1.09279828018631,1.00103066220046,"PCG",0.865800865800866,0.783549783549784,0.874104964212962,0.76433951460488
