"","X1","SSS","LSI","long_distance","Fx","Fy","MI_X","MI_Y"
"97",2009-05-21,0.687809135874309,0.687809135874309,NA,0.878787878787879,0.878787878787879,0.505563508593263,0.505563508593263
"98",2009-05-22,0.681408204829793,0.681408204829793,NA,0.367965367965368,0.367965367965368,0.497302727774011,0.497302727774011
"99",2009-05-26,0.737561827174862,0.737561827174862,NA,0.956709956709957,0.956709956709957,0.510645110656123,0.510645110656123
"100",2009-05-27,0.700029095141111,0.700029095141111,NA,0.0909090909090909,0.0909090909090909,0.495465939811039,0.495465939811039
"101",2009-05-28,0.696246726796625,0.696246726796625,NA,0.432900432900433,0.432900432900433,0.497849229653607,0.497849229653607
"102",2009-05-29,0.702938609252255,0.702938609252255,NA,0.645021645021645,0.645021645021645,0.500204050529701,0.500204050529701
"103",2009-06-01,0.72941518766366,0.72941518766366,NA,0.883116883116883,0.883116883116883,0.50574389392715,0.50574389392715
"104",2009-06-02,0.741926098341577,0.741926098341577,NA,0.718614718614719,0.718614718614719,0.501367775618222,0.501367775618222
"105",2009-06-03,0.750654640675007,0.750654640675007,NA,0.666666666666667,0.666666666666667,0.500519446784182,0.500519446784182
"106",2009-06-04,0.764620308408496,0.764620308408496,NA,0.744588744588745,0.744588744588745,0.501852085091904,0.501852085091904
"107",2009-06-05,0.762292697119581,0.762292697119581,NA,0.489177489177489,0.489177489177489,0.498375525910091,0.498375525910091
"108",2009-06-08,0.745417515274949,0.745417515274949,NA,0.238095238095238,0.238095238095238,0.496359263960418,0.496359263960418
"109",2009-06-09,0.729706139074775,0.729706139074775,NA,0.246753246753247,0.246753246753247,0.496417013349898,0.496417013349898
"110",2009-06-10,0.720977596741344,0.720977596741344,NA,0.341991341991342,0.341991341991342,0.497099551622337,0.497099551622337
"111",2009-06-11,0.703811463485598,0.703811463485598,NA,0.216450216450216,0.216450216450216,0.496217685612137,0.496217685612137
"112",2009-06-12,0.723305208030259,0.723305208030259,NA,0.822510822510823,0.822510822510823,0.503667936936591,0.503667936936591
"113",2009-06-15,0.691591504218795,0.691591504218795,NA,0.0995670995670996,0.0995670995670996,0.495514380625635,0.495514380625635
"114",2009-06-16,0.686645330229852,0.686645330229852,NA,0.393939393939394,0.393939393939394,0.497514343926637,0.497514343926637
"115",2009-06-17,0.678789642129764,0.678789642129764,NA,0.346320346320346,0.346320346320346,0.497132856769653,0.497132856769653
"116",2009-06-18,0.674134419551935,0.674134419551935,NA,0.398268398268398,0.398268398268398,0.497550484120357,0.497550484120357
"117",2009-06-19,0.671224905440791,0.671224905440791,NA,0.45021645021645,0.45021645021645,0.49800544598207,0.49800544598207
"118",2009-06-22,0.651149258073902,0.651149258073902,NA,0.155844155844156,0.155844155844156,0.495840954897845,0.495840954897845
"119",2009-06-23,0.650276403840559,0.650276403840559,NA,0.519480519480519,0.519480519480519,0.498683226359749,0.498683226359749
"120",2009-06-24,0.663369217340704,0.663369217340704,NA,0.757575757575758,0.757575757575758,0.502112851323444,0.502112851323444
"121",2009-06-25,0.671224905440791,0.671224905440791,NA,0.666666666666667,0.666666666666667,0.500519446784182,0.500519446784182
"122",2009-06-26,0.702065755018912,0.702065755018912,NA,0.909090909090909,0.909090909090909,0.506988628639511,0.506988628639511
"123",2009-06-29,0.704393366307827,0.704393366307827,NA,0.58008658008658,0.58008658008658,0.499360907068918,0.499360907068918
"124",2009-06-30,0.715740471341286,0.715740471341286,NA,0.705627705627706,0.705627705627706,0.501141984577208,0.501141984577208
"125",2009-07-01,0.725341867908059,0.725341867908059,NA,0.675324675324675,0.675324675324675,0.500651320270614,0.500651320270614
