"","X1","FWRD","LSTR","long_distance","Fx","Fy","MI_X","MI_Y"
"109",2009-06-09,0.978644763860369,0.988980716253444,"FWRD",0.952380952380952,0.74025974025974,0.973297201040933,0.194918596840573
"110",2009-06-10,0.981930184804928,0.974455296769346,NA,0.575757575757576,0.303030303030303,0.770874072672266,0.162561962782316
"111",2009-06-11,0.971663244353183,0.972702228900576,NA,0.398268398268398,0.489177489177489,0.344392945781386,0.569173559322013
"112",2009-06-12,0.966324435318275,0.933633859253694,NA,0.463203463203463,0.103896103896104,0.880774154435744,0.0268663589836614
"113",2009-06-15,0.938398357289528,0.902078637615828,NA,0.181818181818182,0.12987012987013,0.469555293895186,0.203216850390696
"114",2009-06-16,0.913757700205339,0.88755321813173,NA,0.207792207792208,0.277056277056277,0.239042110933397,0.483154152208385
"115",2009-06-17,0.908008213552361,0.896068119208615,NA,0.458874458874459,0.649350649350649,0.299332873685024,0.73821646541678
"116",2009-06-18,0.919917864476386,0.899824693213123,NA,0.688311688311688,0.54978354978355,0.723471871587086,0.38704103161938
"117",2009-06-19,0.920739219712526,0.88580015026296,NA,0.536796536796537,0.29004329004329,0.739627442655002,0.167849830960808
"118",2009-06-22,0.858726899383983,0.846230904082144,NA,0.0303030303030303,0.0822510822510823,0.0586651075223558,0.697139978948311
"119",2009-06-23,0.853798767967146,0.856749311294766,NA,0.463203463203463,0.675324675324675,0.283855862891589,0.768021402865216
"120",2009-06-24,0.850513347022587,0.868519909842224,NA,0.467532467532468,0.705627705627706,0.264468969925684,0.801913338027238
"121",2009-06-25,0.874743326488706,0.895567242674681,NA,0.826839826839827,0.852813852813853,0.626404487756008,0.730615664513827
"122",2009-06-26,0.874332648870636,0.901327322814926,NA,0.497835497835498,0.606060606060606,0.389375982101304,0.648093515195
"123",2009-06-29,0.878028747433265,0.898071625344353,NA,0.584415584415584,0.467532467532468,0.642969471115835,0.364766912847231
"124",2009-06-30,0.875564681724846,0.901076884547959,NA,0.476190476190476,0.541125541125541,0.414943440879522,0.572122801293954
"125",2009-07-01,0.905544147843942,0.900576008014025,NA,0.848484848484849,0.493506493506494,0.934213231267367,0.164803105086608
