,BRK_A,BRK_B
2008-08-05,0.8508474576271187,0.8509838602697325
2008-08-06,0.8555637435519529,0.857395533937652
2008-08-07,0.850957995578482,0.85208932124696
2008-08-08,0.8529845246868092,0.850762768074287
2008-08-11,0.8680913780397936,0.864470484191908
2008-08-12,0.8607221812822402,0.8485518461198319
2008-08-13,0.8433308769344141,0.8412558036701304
2008-08-14,0.8563006632277081,0.8607119168693345
2008-08-15,0.8850405305821666,0.8843665708600486
2008-08-18,0.8629329403095063,0.867565774928145
2008-08-19,0.8603537214443626,0.8622816714569975
2008-08-20,0.8599115696389094,0.85233252266195
2008-08-21,0.847457627118644,0.8478885695334955
2008-08-22,0.8555637435519529,0.855626796374088
2008-08-25,0.8500368459837878,0.8548529736900288
2008-08-26,0.847457627118644,0.851647136856069
2008-08-27,0.8496683861459101,0.8523104134424054
2008-08-28,0.8676492262343405,0.8688923281008181
2008-08-29,0.8592483419307295,0.862701746628344
2008-09-02,0.8842962417096536,0.8842582356842803
2008-09-03,0.8865143699336773,0.8875746186159629
2008-09-04,0.8795136330140014,0.872429803227946
2008-09-05,0.8703021370670597,0.864912668582799
2008-09-08,0.8817243920412675,0.8834844130002211
2008-09-09,0.8695652173913043,0.8740504090205615
2008-09-10,0.8621960206337509,0.8611541012602255
2008-09-11,0.8658806190125277,0.8646915763873535
2008-09-12,0.8806190125276345,0.8799469378730931
2008-09-15,0.8835666912306559,0.8876851647136856
2008-09-16,0.9211495946941783,0.9230599159849657
2008-09-17,0.9196757553426677,0.9208489940305107
2008-09-18,0.9433308769344142,0.9396418306433783
2008-09-19,1.0832719233603538,1.0159186380720762
2008-09-22,0.9653647752394989,0.9628565111651559
2008-09-23,0.9491525423728814,0.9506964404156534
2008-09-24,0.9823139277818718,0.9893875746186159
2008-09-25,0.9808400884303611,0.9816493477780235
2008-09-26,0.9948415622697127,0.9783329648463409
2008-09-29,0.9859985261606485,0.9856290072960424
2008-09-30,0.9624170965364776,0.9717001989829759
2008-10-01,1.0095799557848195,1.009285872208711
2008-10-02,1.0162122328666174,1.0187928366128676
2008-10-03,1.0206337509211496,1.0280787088215786
2008-10-06,0.9638909358879882,0.9705947380057484
2008-10-07,0.9137803979366249,0.9120053062126907
2008-10-08,0.8695652173913043,0.8688923281008181
2008-10-09,0.8400884303610906,0.8523104134424054
2008-10-10,0.8334561532792926,0.8357284987839929
2008-10-13,0.8695652173913043,0.8722087110325005
2008-10-14,0.8758290346352248,0.875082909573292
2008-10-15,0.8356669123065585,0.8392659739111209
2008-10-16,0.8338246131171703,0.8324121158523105
2008-10-17,0.8828297715549005,0.8790625690913111
2008-10-20,0.9100957995578481,0.9128896749944727
2008-10-21,0.895725865880619,0.8976343135087331
2008-10-22,0.8691967575534266,0.8729935883263321
2008-10-23,0.8481945467943994,0.851204952465178
2008-10-24,0.8246131171702284,0.8209153216891444
2008-10-27,0.7746941783345616,0.7782445279681627
2008-10-28,0.7951363301400147,0.7760336060137077
2008-10-29,0.8135593220338984,0.8169356621711253
2008-10-30,0.8231392778187178,0.8246738890117179
2008-10-31,0.8510685335298452,0.848994030510723
2008-11-03,0.8658806190125277,0.853415874419633
2008-11-04,0.8725128960943257,0.873314172009728
2008-11-05,0.8629329403095063,0.860048640282998
2008-11-06,0.8268238761974944,0.8180411231483529
2008-11-07,0.8327192336035372,0.8149458324121158
2008-11-10,0.8106042741341194,0.7824452796816272
2008-11-11,0.7864406779661017,0.7649789962414327
2008-11-12,0.7614812085482683,0.7428697766968826
2008-11-13,0.7575534266764923,0.7572407694008402
2008-11-14,0.7442888725128961,0.7492814503648021
2008-11-17,0.7046057479734709,0.6942294936988724
2008-11-18,0.7041267501842299,0.6909131107671899
2008-11-19,0.6190125276344879,0.6152995799248286
2008-11-20,0.5711127487103905,0.5792615520672121
2008-11-21,0.6632277081798084,0.6442626575281892
2008-11-24,0.6448047162859248,0.6522219765642273
2008-11-25,0.7103905674281503,0.7105903161618395
2008-11-26,0.74207811348563,0.7428697766968826
2008-11-28,0.7663964627855564,0.7736015918638072
2008-12-01,0.7221812822402358,0.7251824010612425
2008-12-02,0.7479661016949153,0.7375635640061906
2008-12-03,0.7516580692704495,0.7462967057262878
2008-12-04,0.7251289609432572,0.7251824010612425
2008-12-05,0.7568165070007369,0.7428697766968826
2008-12-08,0.7885040530582167,0.78255582577935
2008-12-09,0.7921886514369934,0.7833296484634092
2008-12-10,0.7707442888725129,0.7616626133097502
2008-12-11,0.7332350773765659,0.738425823568428
2008-12-12,0.7250552689756816,0.7167808976343135
2008-12-15,0.6997126013264554,0.6999778907804555
2008-12-16,0.7464996315401621,0.7357948264426266
2008-12-17,0.7295504789977892,0.7296042449701525
2008-12-18,0.7207074428887251,0.7251824010612425
2008-12-19,0.7114222549742079,0.7101481317709485
2008-12-22,0.6963890935887989,0.707273933230157
2008-12-23,0.7140751658069271,0.6948927702852089
2008-12-24,0.6927044952100221,0.6887021888127349
2008-12-26,0.68828297715549,0.6882600044218439
2008-12-29,0.6823139277818717,0.6827326995357064
2008-12-30,0.6779661016949152,0.6756577492814504
2008-12-31,0.711864406779661,0.7105903161618395
