"","X1","LNDC","NWBI","long_distance","Fx","Fy","MI_X","MI_Y"
"105",2009-06-03,0.987124463519313,0.93336439888164,"NWBI",0.878787878787879,0.597402597402597,0.901804771883168,0.321373425275085
"106",2009-06-04,0.98140200286123,0.938956197576887,"NWBI",0.424242424242424,0.662337662337662,0.304396477307892,0.740697353538144
"107",2009-06-05,0.959942775393419,0.912861136999068,"NWBI",0.268398268398268,0.121212121212121,0.512064515860102,0.147450391642808
"108",2009-06-08,0.938483547925608,0.903075489282386,"NWBI",0.25974025974026,0.341991341991342,0.297418050333111,0.470778845526335
"109",2009-06-09,0.965665236051502,0.912395153774464,"NWBI",0.844155844155844,0.727272727272727,0.80457566558479,0.525080523368795
"110",2009-06-10,0.948497854077253,0.898415657036347,"NWBI",0.294372294372294,0.281385281385281,0.388091534690221,0.360116178318402
"111",2009-06-11,0.924177396280401,0.91192917054986,"NWBI",0.225108225108225,0.774891774891775,0.0871077843889073,0.912892215611093
"112",2009-06-12,1.01144492131617,0.919384902143523,"NWBI",0.987012987012987,0.705627705627706,0.99196111060063,0.219342364561941
"113",2009-06-15,0.935622317596567,0.894687791239515,"NWBI",0.0216450216450216,0.134199134199134,0.0371779679726015,0.528658304771566
"114",2009-06-16,0.94277539341917,0.893755824790307,"NWBI",0.61038961038961,0.528138528138528,0.619047325169287,0.460491310097621
"115",2009-06-17,0.955650929899857,0.896551724137931,"NWBI",0.688311688311688,0.619047619047619,0.659324078031039,0.519224552896051
"116",2009-06-18,0.967095851216023,0.899347623485555,"NWBI",0.658008658008658,0.619047619047619,0.619978057393799,0.541816314605141
"117",2009-06-19,0.954220314735336,0.902609506057782,"NWBI",0.346320346320346,0.623376623376623,0.243764573829835,0.7410377481906
"118",2009-06-22,0.925608011444921,0.873718546132339,"NWBI",0.199134199134199,0.103896103896104,0.429163696866829,0.15824606896041
"119",2009-06-23,0.899856938483548,0.872320596458527,"NWBI",0.216450216450216,0.502164502164502,0.164410690935523,0.69786667740223
"120",2009-06-24,0.915593705293276,0.869990680335508,"NWBI",0.727272727272727,0.476190476190476,0.785301911202951,0.319004064779423
"121",2009-06-25,0.944206008583691,0.886300093196645,"NWBI",0.861471861471861,0.813852813852814,0.772849667358163,0.641301052679549
"122",2009-06-26,0.954220314735336,0.904939422180802,"NWBI",0.636363636363636,0.831168831168831,0.41706600854794,0.832815631694263
"123",2009-06-29,0.951359084406295,0.888630009319665,"NWBI",0.437229437229437,0.25974025974026,0.591888764082704,0.242359870093608
"124",2009-06-30,0.971387696709585,0.878844361602982,"NWBI",0.774891774891775,0.337662337662338,0.881880100290115,0.163195650941346
"125",2009-07-01,0.984263233190272,0.897949673811743,"NWBI",0.675324675324675,0.848484848484849,0.448162282594205,0.837379291694372
