"","X1","IACI","FORM","long_distance","Fx","Fy","MI_X","MI_Y"
"62",2009-04-01,0.972653822249845,1.20696584058942,"IACI",0.865800865800866,0.519480519480519,0.926210487317639,0.243170119069731
"63",2009-04-02,0.983219390926041,1.25452109845948,"IACI",0.714285714285714,0.857142857142857,0.4676579810003,0.850936941077704
"64",2009-04-03,0.988812927284027,1.25251172136638,"IACI",0.619047619047619,0.497835497835498,0.663214342300164,0.406034460496131
"65",2009-04-06,1.00310752019888,1.20897521768252,"IACI",0.757575757575758,0.186147186147186,0.9133825887908,0.0662746275269364
"66",2009-04-07,0.984462399005594,1.15204286671132,"IACI",0.242424242424242,0.121212121212121,0.500081036231857,0.141573307089974
"67",2009-04-08,0.998756991920448,1.20026791694575,"IACI",0.757575757575758,0.883116883116883,0.492585060988869,0.865276380284899
"68",2009-04-09,1.0261031696706,1.30140656396517,"IACI",0.865800865800866,0.978354978354978,0.394145747164261,0.974305327572469
"69",2009-04-13,1.03169670602859,1.27930341594106,"IACI",0.61038961038961,0.324675324675325,0.757961170867926,0.208502455168706
"70",2009-04-14,1.02113113735239,1.30140656396517,"IACI",0.402597402597403,0.696969696969697,0.243367185041733,0.807460264826752
"71",2009-04-15,1.0130515848353,1.28198258539853,"IACI",0.424242424242424,0.346320346320346,0.516695048608046,0.344834415955986
"72",2009-04-16,1.04474829086389,1.31882116543871,"IACI",0.9004329004329,0.822510822510823,0.849647866868645,0.573009937954998
"73",2009-04-17,1.03729024238658,1.32886805090422,"IACI",0.428571428571429,0.58008658008658,0.345042780824492,0.659999906659553
"74",2009-04-20,1.00621504039776,1.27595445411922,"IACI",0.134199134199134,0.16017316017316,0.237991379997013,0.328347851365005
"75",2009-04-21,1.0130515848353,1.26255860683188,"IACI",0.645021645021645,0.411255411255411,0.748170279117886,0.282491403743142
"76",2009-04-22,1.00372902423866,1.29002009377093,"IACI",0.411255411255411,0.757575757575758,0.219057164490252,0.861214889268238
"77",2009-04-23,1.0024860161591,1.31346282652378,"IACI",0.506493506493506,0.70995670995671,0.348308966619361,0.771882300435114
"78",2009-04-24,1.01802361715351,1.34628265237776,"IACI",0.766233766233766,0.792207792207792,0.635121749403273,0.706946984487872
"79",2009-04-27,0.989434431323804,1.29537843268587,"IACI",0.138528138528139,0.177489177489178,0.226568161625695,0.356021098944928
"80",2009-04-28,0.991920447482909,1.31949095780308,"IACI",0.575757575757576,0.70995670995671,0.435430789529497,0.731588430577715
"81",2009-04-29,1.03480422622747,1.34092431346283,"IACI",0.965367965367965,0.688311688311688,0.982674782400013,0.253013860190548
"82",2009-04-30,0.995649471721566,1.16744809109176,"IACI",0.0822510822510823,0,0.891114168665841,1e-10
"83",2009-05-01,0.996270975761342,1.20093770931011,"IACI",0.54978354978355,0.822510822510823,0.306679734037858,0.878424619106294
"84",2009-05-04,0.996270975761342,1.22304085733423,"IACI",0.541125541125541,0.70995670995671,0.390652154015593,0.752652095803371
"85",2009-05-05,0.996270975761342,1.19691895512391,"IACI",0.541125541125541,0.303030303030303,0.697239289475628,0.218641432685387
