"","X1","SWX","TEG","long_distance","Fx","Fy","MI_X","MI_Y"
"82",2009-04-30,0.798814229249012,0.597106036626724,"TEG",0.303030303030303,0.822510822510823,0.0223791280881404,0.978142074096818
"83",2009-05-01,0.801581027667984,0.659733212751526,"TEG",0.562770562770563,0.995670995670996,0.0174624154472603,0.999545134391146
"84",2009-05-04,0.809881422924901,0.651593940764187,"TEG",0.74025974025974,0.203463203463203,0.907173484528867,0.0665821457942897
"85",2009-05-05,0.78300395256917,0.66425503052227,"TEG",0.0649350649350649,0.887445887445887,8.29433343462194e-05,0.999767252326159
"86",2009-05-06,0.767588932806324,0.660863667194212,"TEG",0.177489177489178,0.333333333333333,0.143043524122534,0.693483577533813
"87",2009-05-07,0.782608695652174,0.661315848971286,"TEG",0.83982683982684,0.528138528138528,0.905350555905843,0.222797097141879
"88",2009-05-08,0.806324110671937,0.672846484286683,"TEG",0.926406926406926,0.878787878787879,0.860063679413049,0.588753349817682
"89",2009-05-11,0.800395256916996,0.663802848745196,"TEG",0.337662337662338,0.19047619047619,0.706210577572713,0.0948940555495416
"90",2009-05-12,0.795652173913043,0.661089758082749,"TEG",0.367965367965368,0.376623376623377,0.501994791307974,0.335368038226089
"91",2009-05-13,0.771936758893281,0.644359032330997,"TEG",0.0865800865800866,0.108225108225108,0.331090277955936,0.335824092971118
"92",2009-05-14,0.775889328063241,0.641193759891476,"TEG",0.632034632034632,0.337662337662338,0.82741940880436,0.135681491116691
"93",2009-05-15,0.752173913043478,0.625141306805336,"TEG",0.0865800865800866,0.108225108225108,0.331090277955936,0.335824092971118
"94",2009-05-18,0.777470355731225,0.631697942572914,"TEG",0.935064935064935,0.770562770562771,0.931331438066892,0.404718289902686
"95",2009-05-19,0.793675889328063,0.638706760117567,"TEG",0.848484848484849,0.787878787878788,0.796256543074311,0.499171743667619
"96",2009-05-20,0.783399209486166,0.630341397241691,"TEG",0.268398268398268,0.203463203463203,0.605054667822351,0.152519451606502
"97",2009-05-21,0.774308300395257,0.62717612480217,"TEG",0.285714285714286,0.333333333333333,0.403220874035916,0.391701478835369
"98",2009-05-22,0.777865612648221,0.631019669907303,"TEG",0.619047619047619,0.670995670995671,0.536366643978499,0.533686587523518
"99",2009-05-26,0.819762845849802,0.651593940764187,"TEG",0.965367965367965,0.956709956709957,0.869152402824685,0.750347012482599
"100",2009-05-27,0.794861660079051,0.613836762378476,"TEG",0.0865800865800866,0.0173160173160173,0.715468306914157,0.00689366879761411
"101",2009-05-28,0.822529644268775,0.613158489712865,"TEG",0.935064935064935,0.463203463203463,0.968612412085254,0.172891106737295
"102",2009-05-29,0.821343873517787,0.612480217047253,"TEG",0.445887445887446,0.463203463203463,0.516197151313252,0.384215097169832
"103",2009-06-01,0.862450592885376,0.642776396111237,"TEG",0.961038961038961,0.974025974025974,0.797364751208805,0.837412260144617
"104",2009-06-02,0.866403162055336,0.641645941668551,"TEG",0.619047619047619,0.45021645021645,0.76063885988254,0.226089136118859
"105",2009-06-03,0.858102766798419,0.636219760343658,"TEG",0.298701298701299,0.251082251082251,0.576740781848573,0.199589410182756
"106",2009-06-04,0.865217391304348,0.64006330544879,"TEG",0.688311688311688,0.670995670995671,0.655347067109322,0.458426920232259
"107",2009-06-05,0.862055335968379,0.639158941894642,"TEG",0.406926406926407,0.458874458874459,0.450558943720461,0.432625123897145
"108",2009-06-08,0.864822134387352,0.642098123445625,"TEG",0.54978354978355,0.640692640692641,0.453170909674513,0.565383324487285
"109",2009-06-09,0.856521739130435,0.635089305900972,"TEG",0.298701298701299,0.220779220779221,0.624055307495518,0.151611766822516
"110",2009-06-10,0.850197628458498,0.640289396337328,"TEG",0.337662337662338,0.714285714285714,0.0714784282130794,0.914256364000575
"111",2009-06-11,0.852569169960474,0.645037304996609,"TEG",0.54978354978355,0.70995670995671,0.351615092997723,0.692515966044961
