"","X1","UGI","WEC","long_distance","Fx","Fy","MI_X","MI_Y"
"103",2009-06-01,1.00323755564549,0.954160789844852,"WEC",0.939393939393939,0.948051948051948,0.679533309128791,0.778378739325946
"104",2009-06-02,1.00890327802509,0.950634696755994,"WEC",0.636363636363636,0.363636363636364,0.814449015865343,0.185550984134657
"105",2009-06-03,1.00161877782274,0.94875411377527,"WEC",0.311688311688312,0.437229437229437,0.256485937343405,0.61042691100114
"106",2009-06-04,1.00971266693646,0.952985425481899,"WEC",0.718614718614719,0.670995670995671,0.684115646809505,0.531650272024735
"107",2009-06-05,1.01983002832861,0.956746591443348,"WEC",0.774891774891775,0.658008658008658,0.795831657123785,0.427189667509957
"108",2009-06-08,1.02549575070822,0.949459332393042,"WEC",0.632034632034632,0.29004329004329,0.845113619356228,0.123059660275493
"109",2009-06-09,1.01133144475921,0.926892336624354,"WEC",0.194805194805195,0.0779220779220779,0.621486361835,0.0733763164080202
"110",2009-06-10,1.01052205584783,0.931593794076164,"WEC",0.471861471861472,0.696969696969697,0.260613525976596,0.819585982167539
"111",2009-06-11,1.01983002832861,0.950634696755994,"WEC",0.748917748917749,0.922077922077922,0.300379735683475,0.951736657282268
"112",2009-06-12,1.02994738972076,0.966149506346968,"WEC",0.766233766233766,0.878787878787879,0.42282818858562,0.879069895600039
"113",2009-06-15,1.01456900040469,0.944992947813822,"WEC",0.173160173160173,0.0865800865800866,0.552696098059589,0.107304226291537
"114",2009-06-16,1.01295022258195,0.940996708979784,"WEC",0.45021645021645,0.350649350649351,0.586173202652112,0.305086268275725
"115",2009-06-17,1.02266288951841,0.947343676539727,"WEC",0.757575757575758,0.735930735930736,0.674778168946577,0.597894991506633
"116",2009-06-18,1.03278025091056,0.952750352609309,"WEC",0.766233766233766,0.714285714285714,0.720895878046104,0.540996703222117
"117",2009-06-19,1.02428166734116,0.945698166431594,"WEC",0.294372294372294,0.29004329004329,0.390921388561168,0.376631169952383
"118",2009-06-22,1.0287333063537,0.951104842501175,"WEC",0.606060606060606,0.714285714285714,0.425746721966068,0.745185913359284
"119",2009-06-23,1.01173613921489,0.933004231311707,"WEC",0.147186147186147,0.108225108225108,0.4165467395593,0.198825865902186
"120",2009-06-24,1.01416430594901,0.943347437705689,"WEC",0.567099567099567,0.805194805194805,0.27026539910555,0.891611888948953
"121",2009-06-25,1.02792391744233,0.958862247296662,"WEC",0.813852813852814,0.878787878787879,0.520477348629765,0.828964836673956
"122",2009-06-26,1.03723188992311,0.956511518570757,"WEC",0.744588744588745,0.415584415584416,0.889126507061534,0.176461073189613
"123",2009-06-29,1.05018211250506,0.968030089327692,"WEC",0.792207792207792,0.835497835497836,0.575019125425439,0.759306804958909
"124",2009-06-30,1.0315661675435,0.956981664315938,"WEC",0.138528138528139,0.207792207792208,0.182158060610539,0.484470057794141
"125",2009-07-01,1.04208822339134,0.975317348377997,"WEC",0.779220779220779,0.904761904761905,0.382478176208657,0.914079623030289
