,SWX,TEG
2008-07-15,0.9945299145299146,1.0319488817891374
2008-07-16,0.9897435897435897,1.018370607028754
2008-07-17,0.9637606837606838,0.9982028753993611
2008-07-18,0.9517948717948718,0.9934105431309904
2008-07-21,0.9558974358974359,1.003194888178914
2008-07-22,0.9658119658119658,1.0069888178913737
2008-07-23,0.9682051282051282,1.0025958466453675
2008-07-24,0.9747008547008548,0.9986022364217252
2008-07-25,0.9644444444444444,0.9920127795527157
2008-07-28,0.9623931623931623,0.99241214057508
2008-07-29,0.9777777777777779,1.005591054313099
2008-07-30,0.9955555555555556,1.0175718849840256
2008-07-31,0.988034188034188,1.0195686900958467
2008-08-01,0.971965811965812,0.9958067092651757
2008-08-04,0.9688888888888889,1.0039936102236422
2008-08-05,0.9825641025641025,1.0445287539936103
2008-08-06,0.9774358974358974,1.0469249201277955
2008-08-07,0.945982905982906,1.0155750798722045
2008-08-08,0.9658119658119658,1.0119808306709266
2008-08-11,1.0068376068376068,1.021964856230032
2008-08-12,1.0071794871794872,1.016573482428115
2008-08-13,1.0085470085470085,1.0155750798722045
2008-08-14,1.0078632478632479,1.012779552715655
2008-08-15,1.0092307692307692,1.024161341853035
2008-08-18,1.0075213675213675,1.034744408945687
2008-08-19,1.012991452991453,1.0363418530351438
2008-08-20,1.0174358974358975,1.0431309904153356
2008-08-21,1.011965811965812,1.0427316293929711
2008-08-22,1.0177777777777777,1.0503194888178915
2008-08-25,1.0109401709401709,1.0425319488817892
2008-08-26,1.0153846153846153,1.0511182108626198
2008-08-27,1.0376068376068377,1.0437300319488818
2008-08-28,1.0423931623931624,1.0577076677316295
2008-08-29,1.0376068376068377,1.0437300319488818
2008-09-02,1.0317948717948717,1.0389376996805113
2008-09-03,1.018119658119658,1.0353434504792334
2008-09-04,0.9965811965811965,1.0205670926517572
2008-09-05,0.9832478632478633,1.016773162939297
2008-09-08,1.0222222222222221,1.0451277955271567
2008-09-09,1.0304273504273505,1.0377396166134185
2008-09-10,1.0533333333333332,1.0377396166134185
2008-09-11,1.055042735042735,1.062300319488818
2008-09-12,1.0553846153846154,1.0670926517571886
2008-09-15,1.0297435897435898,1.0503194888178915
2008-09-16,1.0543589743589743,1.0205670926517572
2008-09-17,1.0044444444444445,0.9794329073482428
2008-09-18,1.0605128205128205,1.0303514376996805
2008-09-19,1.0905982905982905,1.0555111821086263
2008-09-22,1.0598290598290598,1.0331469648562301
2008-09-23,1.057777777777778,1.0251597444089458
2008-09-24,1.044102564102564,1.0343450479233227
2008-09-25,1.0584615384615386,1.0577076677316295
2008-09-26,1.0687179487179488,1.0547124600638977
2008-09-29,1.012991452991453,1.0075878594249201
2008-09-30,1.0345299145299145,0.9972044728434505
2008-10-01,1.0451282051282051,1.0073881789137382
2008-10-02,1.0167521367521366,1.0023961661341854
2008-10-03,1.0092307692307692,0.9990015974440896
2008-10-06,0.9917948717948718,0.9380990415335463
2008-10-07,0.9463247863247863,0.9095447284345047
2008-10-08,0.916923076923077,0.9151357827476039
2008-10-09,0.8345299145299145,0.8510383386581469
2008-10-10,0.8068376068376069,0.8196884984025559
2008-10-13,0.9138461538461539,0.9055511182108626
2008-10-14,0.9121367521367522,0.9063498402555911
2008-10-15,0.8095726495726495,0.8464456869009586
2008-10-16,0.8543589743589743,0.8596246006389776
2008-10-17,0.841025641025641,0.860223642172524
2008-10-20,0.9049572649572649,0.9341054313099042
2008-10-21,0.864957264957265,0.895167731629393
2008-10-22,0.8406837606837607,0.8572284345047924
2008-10-23,0.8629059829059829,0.8991613418530352
2008-10-24,0.8270085470085471,0.8809904153354632
2008-10-27,0.7788034188034189,0.8486421725239617
2008-10-28,0.8652991452991452,0.9458865814696485
2008-10-29,0.8724786324786324,0.9001597444089456
2008-10-30,0.8803418803418803,0.9333067092651758
2008-10-31,0.892991452991453,0.9518769968051118
2008-11-03,0.8919658119658119,0.9712460063897764
2008-11-04,0.8916239316239316,0.976038338658147
2008-11-05,0.8687179487179487,0.9568690095846646
2008-11-06,0.8581196581196582,0.8710063897763578
2008-11-07,0.8851282051282051,0.8961661341853036
2008-11-10,0.8676923076923077,0.8875798722044729
2008-11-11,0.8557264957264957,0.8664137380191693
2008-11-12,0.814017094017094,0.852835463258786
2008-11-13,0.8858119658119659,0.9143370607028755
2008-11-14,0.831111111111111,0.8662140575079873
2008-11-17,0.8437606837606838,0.8560303514376997
2008-11-18,0.8386324786324787,0.8779952076677316
2008-11-19,0.8150427350427351,0.8470447284345048
2008-11-20,0.762051282051282,0.8115015974440895
2008-11-21,0.8116239316239315,0.887979233226837
2008-11-24,0.8362393162393162,0.8967651757188498
2008-11-25,0.8543589743589743,0.8710063897763578
2008-11-26,0.8728205128205129,0.8486421725239617
2008-11-28,0.8854700854700854,0.882188498402556
2008-12-01,0.8232478632478631,0.8328674121405751
2008-12-02,0.8475213675213675,0.8520367412140576
2008-12-03,0.856068376068376,0.8646166134185304
2008-12-04,0.8376068376068376,0.8256789137380193
2008-12-05,0.8505982905982906,0.8402555910543131
2008-12-08,0.8382905982905983,0.8464456869009586
2008-12-09,0.8116239316239315,0.8424520766773163
2008-12-10,0.8126495726495726,0.8436501597444089
2008-12-11,0.7972649572649573,0.8434504792332269
2008-12-12,0.8270085470085471,0.8378594249201279
2008-12-15,0.8068376068376069,0.8360623003194888
2008-12-16,0.8376068376068376,0.8498402555910544
2008-12-17,0.831111111111111,0.8432507987220447
2008-12-18,0.825982905982906,0.8492412140575081
2008-12-19,0.8413675213675214,0.8324680511182109
2008-12-22,0.8461538461538461,0.8286741214057508
2008-12-23,0.8300854700854702,0.8148961661341854
2008-12-24,0.8317948717948718,0.818091054313099
2008-12-26,0.8464957264957266,0.8212859424920128
2008-12-29,0.8307692307692308,0.8232827476038338
2008-12-30,0.8499145299145299,0.84185303514377
2008-12-31,0.8622222222222222,0.8582268370607028
