,CCL,ETH
2008-08-06,0.8883430102724431,0.8540677429566319
2008-08-07,0.8403305046895936,0.8281101614434948
2008-08-08,0.8910227780259043,0.8736942070275404
2008-08-11,0.9115676641357748,0.8676796454574233
2008-08-12,0.8751674854845912,0.8518518518518519
2008-08-13,0.8416703885663241,0.8515352959797404
2008-08-14,0.8771773112996873,0.8531180753402976
2008-08-15,0.8814202769093344,0.8917378917378918
2008-08-18,0.8532827154979902,0.8540677429566319
2008-08-19,0.8222420723537294,0.8417220639442862
2008-08-20,0.7985707905314872,0.834124723013612
2008-08-21,0.804153640017865,0.8350743906299462
2008-08-22,0.8320678874497542,0.8515352959797404
2008-08-25,0.8119696292987941,0.8376068376068376
2008-08-26,0.80393032603841,0.8455207344096233
2008-08-27,0.8090665475658775,0.846786957898069
2008-08-28,0.8436802143814203,0.846786957898069
2008-08-29,0.8276016078606521,0.8591326369104147
2008-09-02,0.8738276016078607,0.8610319721430832
2008-09-03,0.8720410897722196,0.8208293763849319
2008-09-04,0.8463599821348816,0.813548591326369
2008-09-05,0.870701205895489,0.823045267489712
2008-09-08,0.9091112103617687,0.8619816397594176
2008-09-09,0.8937025457793658,0.8521684077239633
2008-09-10,0.884323358642251,0.8553339664450775
2008-09-11,0.8988387673068334,0.8629313073757519
2008-09-12,0.9178204555605181,0.8594491927825261
2008-09-15,0.9160339437248772,0.8220955998733777
2008-09-16,0.9149173738276015,0.8559670781893004
2008-09-17,0.8693613220187584,0.8835074390629947
2008-09-18,0.8760607414024117,0.9382716049382717
2008-09-19,0.8878963823135327,0.9506172839506173
2008-09-22,0.8349709691826708,0.9341563786008231
2008-09-23,0.8311746315319338,0.9154795821462489
2008-09-24,0.82358195623046,0.8996517885406775
2008-09-25,0.8097364895042429,0.939221272554606
2008-09-26,0.7927646270656543,0.9176954732510287
2008-09-29,0.7420723537293433,0.8895220006331118
2008-09-30,0.7894149173738276,0.8869895536562203
2008-10-01,0.8032603841000446,0.8980690091801203
2008-10-02,0.7744528807503349,0.8724279835390946
2008-10-03,0.7311299687360429,0.8543842988287432
2008-10-06,0.6911567664135775,0.8385565052231718
2008-10-07,0.660786065207682,0.7426400759734093
2008-10-08,0.660786065207682,0.732826843937955
2008-10-09,0.623492630638678,0.7043368154479266
2008-10-10,0.6257257704332291,0.7581513137068693
2008-10-13,0.6916033943724876,0.7613168724279835
2008-10-14,0.6777579276462706,0.7106679328901551
2008-10-15,0.6212594908441268,0.6514719848053181
2008-10-16,0.6547565877623939,0.6628679962013295
2008-10-17,0.660786065207682,0.6546375435264324
2008-10-20,0.6715051362215274,0.6739474517252295
2008-10-21,0.6681554265297008,0.6315289648622981
2008-10-22,0.6288521661456007,0.6071541627097182
2008-10-23,0.609870477891916,0.6008230452674898
2008-10-24,0.592228673514962,0.5887939221272555
2008-10-27,0.5591782045556052,0.5587211142766698
2008-10-28,0.6190263510495757,0.6160177271288383
2008-10-29,0.6342117016525234,0.595125039569484
2008-10-30,0.6411344350156319,0.5894270338714783
2008-10-31,0.5672175078159892,0.5663184552073441
2008-11-03,0.5375167485484591,0.5568217790440013
2008-11-04,0.5571683787405092,0.566951566951567
2008-11-05,0.5238945958016972,0.5571383349161128
2008-11-06,0.48861098704778916,0.5533396644507755
2008-11-07,0.4919606967396159,0.5533396644507755
2008-11-10,0.46560964716391245,0.5223171889838557
2008-11-11,0.46717284502009826,0.5042735042735043
2008-11-12,0.4296560964716391,0.49635960747071856
2008-11-13,0.44796784278695845,0.5226337448559671
2008-11-14,0.423626619026351,0.4827477049699272
2008-11-17,0.4140241179097811,0.4773662551440329
2008-11-18,0.4198302813756141,0.46502057613168724
2008-11-19,0.3677981241625725,0.42038619816397593
2008-11-20,0.33541759714158104,0.38144982589427034
2008-11-21,0.3521661456007146,0.3865147198480532
2008-11-24,0.39638231353282716,0.41057296612852173
2008-11-25,0.39839213934792317,0.4200696422918645
2008-11-26,0.4347923179991067,0.4384298828743273
2008-11-28,0.46895935685573914,0.43716365938588164
2008-12-01,0.4374720857525681,0.3798670465337132
2008-12-02,0.4486377847253238,0.3887306109528332
2008-12-03,0.47320232246538635,0.43716365938588164
2008-12-04,0.47074586869138,0.4647040202595758
2008-12-05,0.47967842786958464,0.46850269072491296
2008-12-08,0.48972755694506476,0.49825894270338716
2008-12-09,0.48905761500669936,0.48369737258626144
2008-12-10,0.507815989280929,0.5172522950300728
2008-12-11,0.48749441715051356,0.48369737258626144
2008-12-12,0.48503796337650734,0.46122190566635013
2008-12-15,0.464716391246092,0.444127888572333
2008-12-16,0.5107190710138455,0.4779993668882558
2008-12-17,0.5241179097811522,0.47388414055080724
2008-12-18,0.541313086199196,0.45837290281734727
2008-12-19,0.5404198302813756,0.4080405191516303
2008-12-22,0.5165252344796784,0.4146881924659702
2008-12-23,0.5165252344796784,0.4305159860715416
2008-12-24,0.5180884323358642,0.4447610003165559
2008-12-26,0.5212148280482358,0.46976891421335865
2008-12-29,0.5145154086645823,0.44096232985121875
2008-12-30,0.5397498883430103,0.45900601456157014
2008-12-31,0.543099598034837,0.45489078822412155
