"","X1","AEP","AEE","long_distance","Fx","Fy","MI_X","MI_Y"
"82",2009-04-30,0.775882352941176,0.674677608440797,"AEE",0.489177489177489,0.731601731601732,0.173480353888016,0.88098886719795
"83",2009-05-01,0.792352941176471,0.701934349355217,"AEE",0.883116883116883,0.952380952380952,0.324921793556208,0.921244027474784
"84",2009-05-04,0.787352941176471,0.708675263774912,"AEE",0.432900432900433,0.779220779220779,0.0955746129096762,0.941723094504665
"85",2009-05-05,0.785588235294118,0.701641266119578,"AEE",0.489177489177489,0.281385281385281,0.78951296809964,0.147935568376318
"86",2009-05-06,0.77,0.706037514654162,"AEE",0.164502164502165,0.714285714285714,0.0175356828105957,0.970936957598739
"87",2009-05-07,0.771470588235294,0.711019929660024,"AEE",0.554112554112554,0.731601731601732,0.249941217895995,0.833618513350383
"88",2009-05-08,0.769117647058823,0.722450175849941,"AEE",0.489177489177489,0.865800865800866,0.0768327822774009,0.972388736238644
"89",2009-05-11,0.767647058823529,0.711313012895662,"AEE",0.497835497835498,0.173160173160173,0.893345255313393,0.0490993208188522
"90",2009-05-12,0.783529411764706,0.716881594372802,"AEE",0.883116883116883,0.753246753246753,0.895069350329668,0.28688161217474
"91",2009-05-13,0.765588235294118,0.704865181711606,"AEE",0.125541125541126,0.164502164502165,0.243964991621192,0.48632632360158
"92",2009-05-14,0.756176470588235,0.703985932004689,"AEE",0.264069264069264,0.506493506493506,0.117281292896328,0.826266190384
"93",2009-05-15,0.733529411764706,0.680246189917937,"AEE",0.0952380952380952,0.0692640692640693,0.461568796530442,0.212260382056168
"94",2009-05-18,0.750882352941177,0.679660023446659,"AEE",0.896103896103896,0.506493506493506,0.981627103254215,0.0674207767981994
"95",2009-05-19,0.759117647058823,0.684349355216882,"AEE",0.766233766233766,0.731601731601732,0.670836054179855,0.517590030063238
"96",2009-05-20,0.739117647058824,0.67672919109027,"AEE",0.121212121212121,0.238095238095238,0.12083140546771,0.686023813131431
"97",2009-05-21,0.736764705882353,0.663540445486518,"AEE",0.489177489177489,0.142857142857143,0.908625605710682,0.0346582104323162
"98",2009-05-22,0.739705882352941,0.667936694021102,"AEE",0.584415584415584,0.722943722943723,0.307174722876787,0.791468622471952
"99",2009-05-26,0.760294117647059,0.688745603751465,"AEE",0.917748917748918,0.939393939393939,0.552648209410358,0.786406067613656
"100",2009-05-27,0.747647058823529,0.669695193434936,"AEE",0.203463203463203,0.0822510822510823,0.731273440843792,0.0773854812329738
"101",2009-05-28,0.767352941176471,0.686400937866354,"AEE",0.913419913419913,0.917748917748918,0.648887070012201,0.690356209049343
"102",2009-05-29,0.774705882352941,0.681711606096131,"AEE",0.74025974025974,0.333333333333333,0.948379864547914,0.0627561392506924
"103",2009-06-01,0.801764705882353,0.713657678780774,"AEE",0.930735930735931,0.965367965367965,0.423507509427407,0.888006412308477
"104",2009-06-02,0.777647058823529,0.71189917936694,"AEE",0.0952380952380952,0.480519480519481,0.0165873940137605,0.932894993469852
"105",2009-06-03,0.774411764705882,0.704279015240328,"AEE",0.476190476190476,0.251082251082251,0.807737482194349,0.122507191175391
