,THO,AEO
2008-08-06,0.5829474257695451,0.6122448979591837
2008-08-07,0.5856714791609915,0.5697278911564626
2008-08-08,0.6355216562244619,0.604591836734694
2008-08-11,0.6330700081721601,0.6169217687074829
2008-08-12,0.6431490057205121,0.5960884353741497
2008-08-13,0.6360664669027514,0.5773809523809524
2008-08-14,0.6303459547807138,0.5875850340136055
2008-08-15,0.630073549441569,0.6058673469387755
2008-08-18,0.6118223917188776,0.6130952380952381
2008-08-19,0.5990193407790793,0.592687074829932
2008-08-20,0.6011985834922364,0.6003401360544217
2008-08-21,0.602288204848815,0.5909863945578232
2008-08-22,0.6142740397711796,0.600765306122449
2008-08-25,0.60610187959684,0.5841836734693878
2008-08-26,0.6050122582402615,0.6075680272108843
2008-08-27,0.6183601198583492,0.6101190476190476
2008-08-28,0.6199945518932172,0.6288265306122449
2008-08-29,0.6259874693543993,0.6398809523809524
2008-09-02,0.6564968673385999,0.6683673469387755
2008-09-03,0.6605829474257695,0.6483843537414966
2008-09-04,0.6559520566603105,0.6679421768707483
2008-09-05,0.6592209207300462,0.6806972789115647
2008-09-08,0.6736584037047126,0.7040816326530612
2008-09-09,0.7082538817760828,0.6811224489795918
2008-09-10,0.7199673113593026,0.709608843537415
2008-09-11,0.7273222555162081,0.7070578231292517
2008-09-12,0.7472078452737674,0.7057823129251701
2008-09-15,0.7297739035685099,0.6798469387755103
2008-09-16,0.7414873331517298,0.7049319727891156
2008-09-17,0.7711795151184963,0.6624149659863946
2008-09-18,0.8022337237809861,0.6836734693877551
2008-09-19,0.8616180877145192,0.6960034013605443
2008-09-22,0.7711795151184963,0.6594387755102041
2008-09-23,0.7553800054481068,0.6488095238095238
2008-09-24,0.7368564423862708,0.6377551020408163
2008-09-25,0.7379460637428493,0.6658163265306123
2008-09-26,0.7300463089076545,0.6760204081632654
2008-09-29,0.6850994279487878,0.6058673469387755
2008-09-30,0.6761100517570144,0.6483843537414966
2008-10-01,0.658676110051757,0.6585884353741497
2008-10-02,0.6453282484336693,0.6318027210884354
2008-10-03,0.6584037047126124,0.5795068027210885
2008-10-06,0.6638518114955053,0.5667517006802721
2008-10-07,0.6347044402070281,0.5318877551020408
2008-10-08,0.5992917461182239,0.47916666666666663
2008-10-09,0.5627894306728412,0.4519557823129252
2008-10-10,0.518932171070553,0.44515306122448983
2008-10-13,0.5480795423590302,0.47406462585034015
2008-10-14,0.5407245982021248,0.45153061224489793
2008-10-15,0.5044946880958866,0.39965986394557823
2008-10-16,0.5172977390356851,0.427295918367347
2008-10-17,0.5148460909833832,0.4268707482993197
2008-10-20,0.5148460909833832,0.44642857142857145
2008-10-21,0.4933260691909561,0.4702380952380953
2008-10-22,0.444020702805775,0.4362244897959184
2008-10-23,0.44238627077090703,0.4285714285714286
2008-10-24,0.41950422228275674,0.42091836734693877
2008-10-27,0.4007082538817761,0.4145408163265306
2008-10-28,0.4448379188232089,0.45875850340136054
2008-10-29,0.4946880958866794,0.47491496598639454
2008-10-30,0.47670934350313265,0.4685374149659864
2008-10-31,0.4876055570689185,0.4727891156462585
2008-11-03,0.481067828929447,0.4638605442176871
2008-11-04,0.48733315172977393,0.4494047619047619
2008-11-05,0.48379188232089354,0.43239795918367346
2008-11-06,0.45137564696268045,0.4260204081632653
2008-11-07,0.4560065377281394,0.43154761904761907
2008-11-10,0.44184146009261777,0.4111394557823129
2008-11-11,0.4426586761100518,0.40943877551020413
2008-11-12,0.41705257423045494,0.3737244897959183
2008-11-13,0.4821574502860256,0.41581632653061223
2008-11-14,0.44592754017978753,0.3775510204081633
2008-11-17,0.42467992372650504,0.36394557823129253
2008-11-18,0.4148733315172977,0.3558673469387755
2008-11-19,0.3655679651321166,0.31887755102040816
2008-11-20,0.3519476981748842,0.302295918367347
2008-11-21,0.3633887224189594,0.31972789115646255
2008-11-24,0.4451103241623536,0.3550170068027211
2008-11-25,0.396077363116317,0.3852040816326531
2008-11-26,0.4282211931353855,0.4200680272108844
2008-11-28,0.42604195042222825,0.40816326530612246
2008-12-01,0.37782620539362566,0.37670068027210885
2008-12-02,0.36502315445382727,0.36096938775510207
2008-12-03,0.3824570961590847,0.39880952380952384
2008-12-04,0.3669299918278398,0.3822278911564626
2008-12-05,0.39253609370743664,0.4136904761904762
2008-12-08,0.39253609370743664,0.43239795918367346
2008-12-09,0.38027785344592757,0.4221938775510204
2008-12-10,0.386815581585399,0.4413265306122449
2008-12-11,0.3751021520021792,0.4064625850340136
2008-12-12,0.37619177335875786,0.4247448979591837
2008-12-15,0.36011985834922366,0.4064625850340136
2008-12-16,0.3617542903840915,0.42346938775510207
2008-12-17,0.3680196131844184,0.4336734693877551
2008-12-18,0.3470444020702806,0.43579931972789115
2008-12-19,0.3603922636883683,0.4170918367346939
2008-12-22,0.3484064287660038,0.4005102040816327
2008-12-23,0.3364205938436393,0.39540816326530615
2008-12-24,0.3326069190956143,0.391156462585034
2008-12-26,0.341323889948243,0.3877551020408163
2008-12-29,0.33669299918278395,0.3873299319727891
2008-12-30,0.34459275401797873,0.3881802721088436
2008-12-31,0.359030236992645,0.3979591836734694
